WELL ID,WELL NAME,LICENCE,CONTRACTOR BA ID,CONTRACTOR NAME,RIG NUMBER,ACTIVITY DATE,FIELD CENTRE,BA ID,LICENSEE,NEW PROJECTED TOTAL DEPTH,ACTIVITY TYPE,DATE,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
00/04-18-037-28W4/0,VESTA TINDA 4-18-37-28,0497681,A6EC,Twilight Drilling Ltd.,3,03 Mar 2020 04:45:00 AM,Red Deer,A0L1,Vesta Energy Ltd.,,Drill To LD,2020-03-03,18037284,10,3,2020,18037284,52.18064473,-113.9804328
00/01-19-038-11W4/0,KARVE HZ PROVOST 1-19-38-11,0497392,A1TW,Bonanza Drilling Inc.,3,02 Mar 2020 07:30:00 PM,Wainwright,A7BT,Karve Energy Inc.,,Resumption,2020-03-03,19038114,10,3,2020,19038114,52.28123601,-111.552622
02/12-10-049-01W4/0,BAYTEX HZ 102 LLOYD 12-10-49-1,0497703,0Y52,Precision Drilling Corporation,190,03 Mar 2020 05:30:00 AM,Wainwright,0RL9,Baytex Energy Ltd.,,Resumption,2020-03-03,10049014,10,3,2020,10049014,53.21246856,-110.05436999999999
02/12-10-049-01W4/0,BAYTEX HZ 102 LLOYD 12-10-49-1,0497703,0Y52,Precision Drilling Corporation,190,03 Mar 2020 05:30:00 AM,Wainwright,0RL9,Baytex Energy Ltd.,,Resumption,2020-03-03,10049014,10,3,2020,10049014,53.21246856,-110.05436999999999
00/15-20-055-22W5/0,TOURMALINE HZ SUNDANCE 15-20-55-22,0497540,0Z41,Ensign Drilling Inc.,39,02 Mar 2020 10:51:00 PM,Drayton Valley,A573,Tourmaline Oil Corp.,,Drill To LD,2020-03-03,20055225,10,3,2020,20055225,53.76651962,-117.22215159999999
F1/02-02-059-17W4/0,CALTEX_RES 102 DD BELLIS 2-2-59-17,0497736,A08C,Savanna Drilling Corp.,437,02 Mar 2020 08:28:00 PM,Bonnyville,A60R,Caltex Resources Ltd.,,Drill To LD,2020-03-03,2059174,10,3,2020,2059174,54.071675600000006,-112.4259675
04/01-19-060-19W5/0,XTO E04 KAYBOBS 1-19-60-19,0494067,0Z41,Ensign Drilling Inc.,56,02 Mar 2020 08:30:00 PM,St. Albert,A6GB,XTO Energy Canada ULC,,Drill To LD,2020-03-03,19060195,10,3,2020,19060195,54.20312907,-116.82653859999999
00/13-20-063-23W4/0,RHE 100 PERRY 13-20-63-23,0497750,0Y52,Precision Drilling Corporation,187,03 Mar 2020 12:00:00 AM,St. Albert,A6W2,Rolling Hills Energy Ltd.,,Drill To LD,2020-03-03,20063234,10,3,2020,20063234,54.46352046,-113.4336096
AA/15-35-070-05W4/0,CVE D15 KIRBY 15-35-70-5,0496275,A0KC,Horizon Drilling Inc.,61,02 Mar 2020 11:43:00 PM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2020-03-03,35070054,10,3,2020,35070054,55.10412919,-110.64128600000001
03/13-19-072-09W6/0,NUVISTA 103 HZ D WEMBLEY 13-19-72-9,0496851,A6PR,Nabors Drilling Canada Limited,39,03 Mar 2020 01:30:00 AM,Grande Prairie,A0A7,NuVista Energy Ltd.,,Resumption,2020-03-03,19072096,10,3,2020,19072096,55.25052256,-119.35915120000001
AA/13-12-073-07W4/0,CNRL 1AA KIRBY 13-12-73-7,0496707,A801,Stampede Drilling A Division Of Matrix Energy Technologi,15,03 Mar 2020 09:00:00 AM,Bonnyville,0HE9,Canadian Natural Resources Limited,,Drill To LD,2020-03-03,12073074,10,3,2020,12073074,55.308198,-110.92979
AB/05-26-075-06W4/0,CVE C5-26 D5 KIRBY 5-26-75-6,0495709,0Y52,Precision Drilling Corporation,292,03 Mar 2020 04:40:00 PM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2020-03-03,26075064,10,3,2020,26075064,55.52637634,-110.80801709999999
02/12-01-076-11W6/0,TYRANNEX ENERGY PCOUPES 12-1-76-11,0497390,0Y52,Precision Drilling Corporation,185,03 Mar 2020 11:30:00 AM,Grande Prairie,A77G,Tyrannex Energy Ltd.,,Drill To LD,2020-03-03,1076116,10,3,2020,1076116,55.55597756,-119.5518466
02/01-25-078-07W6/0,TOURMALINE HZ 102 MIRAGE 1-25-78-7,0497672,0Y52,Precision Drilling Corporation,541,01 Mar 2020 01:30:00 PM,Grande Prairie,A573,Tourmaline Oil Corp.,,Set Surface,2020-03-03,25078076,10,3,2020,25078076,55.78851235,-118.931549
00/03-25-078-07W6/0,TOURMALINE HZ MIRAGE 3-25-78-7,0497674,0Y52,Precision Drilling Corporation,541,27 Feb 2020 01:30:00 PM,Grande Prairie,A573,Tourmaline Oil Corp.,,Set Surface,2020-03-03,25078076,10,3,2020,25078076,55.78851235,-118.931549
