WELL ID,WELL NAME,LICENCE,CONTRACTOR BA ID,CONTRACTOR NAME,RIG NUMBER,ACTIVITY DATE,FIELD CENTRE,BA ID,LICENSEE,NEW PROJECTED TOTAL DEPTH,ACTIVITY TYPE,DATE,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
02/16-23-015-14W4/0,TXNE 12B-30 HZ  ALDSON 16-23-15-14,0497492,0Y52,Precision Drilling Corporation,239,20 Feb 2020 02:00:00 PM,Medicine Hat,A7NW,Torxen Energy Ltd.,,Drill To LD,2020-02-20,23015144,8,2,2020,23015144,50.27359284,-111.8147024
00/02-08-042-07W5/0,OBE HZ WILLGR 2-8-42-7,0490687,A6PR,Nabors Drilling Canada Limited,26,19 Feb 2020 10:15:00 PM,Red Deer,0BP8,Obsidian Energy Ltd.,,Drill To LD,2020-02-20,8042075,8,2,2020,8042075,52.60311613,-114.96115379999999
02/09-23-049-13W5/0,VEI HZ PEMBINA 9-23-49-13,0497503,A2EN,Ironhand Drilling Inc.,7,20 Feb 2020 07:30:00 AM,Drayton Valley,A6FW,Vermilion Energy Inc.,,Drill To LD,2020-02-20,23049135,8,2,2020,23049135,53.24328956,-115.7813898
00/12-28-050-03W4/0,PROVIDENT  ET AL LLOYD 12-28-50-3,0110977,0Y52,Precision Drilling Corporation,299,20 Feb 2020 01:15:00 PM,Wainwright,A68Y,Pembina NGL Corporation,714,Re-entry,2020-02-20,28050034,8,2,2020,28050034,53.34348469,-110.37115109999999
00/05-31-061-18W5/0,CHEVRON HZ FOXCK 5-31-61-18,0492883,0Z41,Ensign Drilling Inc.,144,19 Feb 2020 07:30:00 PM,St. Albert,0045,Chevron Canada Limited,,Set Surface,2020-02-20,31061185,8,2,2020,31061185,54.31951971,-116.67658610000001
00/05-36-061-20W5/0,CHEVRON HZ KAYBOBS 5-36-61-20,0494549,0Z41,Ensign Drilling Inc.,770,20 Feb 2020 08:30:00 AM,St. Albert,0045,Chevron Canada Limited,,Set Surface,2020-02-20,36061205,8,2,2020,36061205,54.31948766,-116.85153190000001
00/12-36-061-20W5/0,CHEVRON HZ KAYBOBS 12-36-61-20,0494550,0Z41,Ensign Drilling Inc.,770,19 Feb 2020 04:15:00 PM,St. Albert,0045,Chevron Canada Limited,,Set Surface,2020-02-20,36061205,8,2,2020,36061205,54.31948766,-116.85153190000001
00/05-10-062-19W5/0,CHEVRON HZ FOXCK 5-10-62-19,0492894,0Z41,Ensign Drilling Inc.,144,20 Feb 2020 11:15:00 AM,St. Albert,0045,Chevron Canada Limited,,Set Surface,2020-02-20,10062195,8,2,2020,10062195,54.34860043,-116.75156869999999
00/04-02-062-04W6/0,TOURMALINE HZ KAKWA 4-2-62-4,0497644,0Y52,Precision Drilling Corporation,531,20 Feb 2020 02:00:00 PM,Grande Prairie,A573,Tourmaline Oil Corp.,,Set Surface,2020-02-20,2062046,8,2,2020,2062046,54.33416417,-118.4751337
00/06-32-063-24W5/0,PARA HZ WAHIGAN 6-32-63-24,0497475,0Y52,Precision Drilling Corporation,391,20 Feb 2020 12:00:00 PM,Grande Prairie,0AW4,Paramount Resources Ltd.,,Drill To LD,2020-02-20,32063245,8,2,2020,32063245,54.49420948,-117.581033
AA/07-16-064-03W4/0,OPC COLD LK 7-16-64-3,0496995,0Y52,Precision Drilling Corporation,118,20 Feb 2020 01:30:00 AM,Bonnyville,A6WN,Osum Production Corp.,,Drill To LD,2020-02-20,16064034,8,2,2020,16064034,54.53706535,-110.3840467
AD/12-02-070-06W4/0,CVE B12 FISHER 12-2-70-6,0496262,A0KC,Horizon Drilling Inc.,61,19 Feb 2020 09:38:00 PM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2020-02-20,2070064,8,2,2020,2070064,55.03148626,-110.7938587
