WELL ID,WELL NAME,LICENCE,CONTRACTOR BA ID,CONTRACTOR NAME,RIG NUMBER,ACTIVITY DATE,FIELD CENTRE,BA ID,LICENSEE,NEW PROJECTED TOTAL DEPTH,ACTIVITY TYPE,DATE,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
05/12-15-034-08W4/0,TAC 1-22 HZ 105 PROVOST 12-15-34-8,0497281,A8AF,Hertz & Paluck Energy Services Inc.,1,29 Jan 2020 01:30:00 PM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Set Surface,2020-01-29,15034084,5,1,2020,15034084,51.91826866,-111.04459150000001
03/01-21-034-08W4/0,TAC 6-22 HZ 103 PROVOST 1-21-34-8,0497285,A1TW,Bonanza Drilling Inc.,3,28 Jan 2020 06:00:00 PM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Drill To LD,2020-01-29,21034084,5,1,2020,21034084,51.93274758,-111.0682461
02/13-26-035-08W4/0,KARVE 102 HZ PROVOST 13-26-35-8,0492784,0Z41,Ensign Drilling Inc.,348,29 Jan 2020 04:30:00 AM,Wainwright,A7BT,Karve Energy Inc.,,Drill To LD,2020-01-29,26035084,5,1,2020,26035084,52.03397807,-111.02884750000001
02/09-19-036-04W4/0,SURGE ENERGY 102HZ PROVOST 9-19-36-4,0496654,A08C,Savanna Drilling Corp.,431,29 Jan 2020 11:15:00 AM,Wainwright,0YK4,Surge Energy Inc.,,Resumption,2020-01-29,19036044,5,1,2020,19036044,52.10654414,-110.5527273
02/06-30-036-07W4/0,KARVE 102 HZ PROVOST 6-30-36-7,0496887,A57H,Predator Drilling Inc.,27,29 Jan 2020 05:55:00 AM,Wainwright,A7BT,Karve Energy Inc.,,Set Surface,2020-01-29,30036074,5,1,2020,30036074,52.12120405,-110.9811394
00/05-05-045-07W4/0,SURGE ENERGY HZ WAINWR 5-5-45-7,0497310,0Y52,Precision Drilling Corporation,145,28 Jan 2020 08:30:00 PM,Wainwright,0YK4,Surge Energy Inc.,,Drill To LD,2020-01-29,5045074,5,1,2020,5045074,52.85071408,-110.97157790000001
00/02-24-050-20W5/0,TOURMALINE HZ ANSELL 2-24-50-20,0496178,0Y52,Precision Drilling Corporation,463,29 Jan 2020 05:15:00 AM,Drayton Valley,A573,Tourmaline Oil Corp.,,Resumption,2020-01-29,24050205,5,1,2020,24050205,53.33050970000001,-116.7806965
00/06-16-064-17W5/0,MURPHY 15-19B KAYBOB 6-16-64-17,0495582,0Y52,Precision Drilling Corporation,545,29 Jan 2020 03:00:00 AM,St. Albert,0063,Murphy Oil Company Ltd.,,Set Surface,2020-01-29,16064175,5,1,2020,16064175,54.53801314,-116.49654850000002
AB/08-17-068-05W4/0,CNRL 1AB FISHER 8-17-68-5,0496645,0Y52,Precision Drilling Corporation,196,29 Jan 2020 10:30:00 AM,Bonnyville,0HE9,Canadian Natural Resources Limited,,Drill To LD,2020-01-29,17068054,5,1,2020,17068054,54.88603777,-110.71759399999999
AA/08-17-073-06W4/0,CNRL 1AA KIRBY 8-17-73-6,0496694,A801,Stampede Drilling A Division Of Matrix Energy Technologi,15,29 Jan 2020 07:30:00 AM,Bonnyville,0HE9,Canadian Natural Resources Limited,,Drill To LD,2020-01-29,17073064,5,1,2020,17073064,55.32284712,-110.8785088
