WELL ID,WELL NAME,LICENCE,CONTRACTOR BA ID,CONTRACTOR NAME,RIG NUMBER,ACTIVITY DATE,FIELD CENTRE,BA ID,LICENSEE,NEW PROJECTED TOTAL DEPTH,ACTIVITY TYPE,DATE,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
03/14-29-020-14W4/0,TXNE 15D-17 HZ BANTRY 14-29-20-14,0496903,A1TW,Bonanza Drilling Inc.,8,19 Jan 2020 04:08:00 PM,Midnapore,A7NW,Torxen Energy Ltd.,,Drill To LD,2020-01-19,29020144,3,1,2020,29020144,50.7249092,-111.8975374
02/01-21-034-08W4/0,TAC 6-22 HZ 102 PROVOST 1-21-34-8,0497284,A8AF,Hertz & Paluck Energy Services Inc.,1,19 Jan 2020 09:00:00 AM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Set Surface,2020-01-19,21034084,3,1,2020,21034084,51.93274758,-111.0682461
02/15-09-035-04W5/0,NAL HZ GARR 15-9-35-4,0494956,A0KC,Horizon Drilling Inc.,43,19 Jan 2020 03:30:00 AM,Red Deer,0TM9,NAL Resources Limited,,Drill To LD,2020-01-19,9035045,3,1,2020,9035045,51.99159321,-114.5017247
02/16-19-036-04W4/0,SURGE ENERGY 102 PROVOST 16-19-36-4,0496660,A08C,Savanna Drilling Corp.,431,18 Jan 2020 07:00:00 PM,Wainwright,0YK4,Surge Energy Inc.,,Resumption,2020-01-19,19036044,3,1,2020,19036044,52.10654414,-110.5527273
02/12-05-045-07W4/0,SURGE ENERGY HZ 102 WAINWR 12-5-45-7,0497311,A2CL,Komat Drilling Ltd.,4,19 Jan 2020 11:15:00 AM,Wainwright,0YK4,Surge Energy Inc.,,Set Surface,2020-01-19,5045074,3,1,2020,5045074,52.85071408,-110.97157790000001
04/12-26-047-05W4/0,ENERPLUS CORP 04 WILDMERE 12-26-47-5,0489933,0ZG2,Excalibur Drilling Ltd.,10,19 Jan 2020 12:35:00 AM,Wainwright,A5RD,Enerplus Corporation,,Drill To LD,2020-01-19,26047054,3,1,2020,26047054,53.08148886,-110.61472549999999
00/04-01-050-13W5/0,VEI HZ PEMBINA 4-1-50-13,0495583,A08C,Savanna Drilling Corp.,631,19 Jan 2020 12:00:00 AM,Drayton Valley,A6FW,Vermilion Energy Inc.,,Drill To LD,2020-01-19,1050135,3,1,2020,1050135,53.28705134,-115.7570305
00/08-18-057-27W5/0,TOURMALINE HZ WILD RIV 8-18-57-27,0494355,A6PR,Nabors Drilling Canada Limited,58,18 Jan 2020 07:45:00 PM,Drayton Valley,A573,Tourmaline Oil Corp.,,Set Surface,2020-01-19,18057275,3,1,2020,18057275,53.92679551,-117.99032779999999
00/02-19-060-19W5/0,XTO E03 KAYBOBS 2-19-60-19,0494030,0Z41,Ensign Drilling Inc.,56,19 Jan 2020 03:00:00 PM,St. Albert,A6GB,XTO Energy Canada ULC,,Set Surface,2020-01-19,19060195,3,1,2020,19060195,54.20312907,-116.82653859999999
AA/10-09-068-05W4/0,CNRL 1AA FISHER 10-9-68-5,0496646,0Y52,Precision Drilling Corporation,196,19 Jan 2020 12:47:00 AM,Bonnyville,0HE9,Canadian Natural Resources Limited,,Drill To LD,2020-01-19,9068054,3,1,2020,9068054,54.87139888,-110.69217009999998
03/05-16-068-06W6/0,PARA HZ 103 ELM 5-16-68-6,0495314,A5DR,Fox Drilling Inc.,4,19 Jan 2020 01:45:00 AM,Grande Prairie,0AW4,Paramount Resources Ltd.,,Drill To LD,2020-01-19,16068066,3,1,2020,16068066,54.88702818,-118.83961770000002
17/13-33-074-08W4/2,CNRL KN01-11P DEVENISH 13-33-74-8,0483978,A6PR,Nabors Drilling Canada Limited,104,19 Jan 2020 03:45:00 AM,Bonnyville,0HE9,Canadian Natural Resources Limited,,Drill To LD,2020-01-19,33074084,3,1,2020,33074084,55.45366874,-111.1605933
AB/03-19-077-06W4/0,CVE D3 LEISMER 3-19-77-6,0495678,0Y52,Precision Drilling Corporation,254,18 Jan 2020 11:20:00 PM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2020-01-19,19077064,3,1,2020,19077064,55.68627096,-110.9115621
02/04-03-077-06W5/0,SPL 1-5 HZ 102 MARTEN 4-3-77-6,0496050,0Y52,Precision Drilling Corporation,147,19 Jan 2020 04:45:00 AM,St. Albert,A7GR,Spur Petroleum Ltd.,,Drill To LD,2020-01-19,3077065,3,1,2020,3077065,55.64309206,-114.8293699
02/04-26-077-11W6/0,BIR HZ 102 PCOUPES 4-26-77-11,0496252,0Y52,Precision Drilling Corporation,226,19 Jan 2020 03:00:00 PM,Grande Prairie,A12R,Birchcliff Energy Ltd.,,Drill To LD,2020-01-19,26077116,3,1,2020,26077116,55.70141265,-119.57772040000002
00/07-14-084-09W4/0,SUNCOR ET AL HANGSTN 7-14-84-9,0496980,0Y52,Precision Drilling Corporation,288,19 Jan 2020 03:30:00 AM,Bonnyville,0054,Suncor Energy Inc.,,Drill To LD,2020-01-19,14084094,3,1,2020,14084094,56.28273507,-111.29657979999999
AA/03-06-084-10W4/0,JACOS HANGSTN 3-6-84-10,0496140,0Y55,Akita Drilling Ltd.,12,19 Jan 2020 02:30:00 AM,Bonnyville,0NY5,Japan Canada Oil Sands Limited,,Drill To LD,2020-01-19,6084104,3,1,2020,6084104,56.25366152,-111.55989009999999
AA/07-30-092-07W4/0,SUNCOR LEWIS 7-30-92-7,0496743,0Z41,Ensign Drilling Inc.,406,19 Jan 2020 05:00:00 PM,Bonnyville,0054,Suncor Energy Inc.,,Drill To LD,2020-01-19,30092074,3,1,2020,30092074,57.00996668,-111.10585520000001
AB/09-29-094-06W4/0,SUNCOR OB235 FIREBAG 9-29-94-6,0496562,0ZF6,McAllister Water Well Drilling Ltd.,1,18 Jan 2020 08:30:00 PM,Bonnyville,0054,Suncor Energy Inc.,,Set Surface,2020-01-19,29094064,3,1,2020,29094064,57.18444447,-110.9180463
