WELL ID,WELL NAME,LICENCE,CONTRACTOR BA ID,CONTRACTOR NAME,RIG NUMBER,ACTIVITY DATE,FIELD CENTRE,BA ID,LICENSEE,NEW PROJECTED TOTAL DEPTH,ACTIVITY TYPE,DATE,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
00/13-17-022-17W4/0,TXNE 13D-9 HZ COUNTESS 13-17-22-17,0497622,0Y52,Precision Drilling Corporation,239,18 Jan 2021 12:45:00 PM,Midnapore,A7NW,Torxen Energy Ltd.,,Drill To LD,2021-01-18,17022174,3,1,2021,17022174,50.87049427,-112.3130406
00/12-10-051-16W5/0,CVE 100 HZ EDSON 12-10-51-16,0498506,0Z41,Ensign Drilling Inc.,557,17 Jan 2021 08:00:00 PM,Drayton Valley,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-01-18,10051165,3,1,2021,10051165,53.38843159,-116.2618518
00/12-10-051-16W5/0,CVE 100 HZ EDSON 12-10-51-16,0498506,0Z41,Ensign Drilling Inc.,557,17 Jan 2021 08:00:00 PM,Drayton Valley,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-01-18,10051165,3,1,2021,10051165,53.38843159,-116.2618518
00/03-05-063-05W6/0,OUC HZ KAKWA 3-5-63-5,0498275,A6PR,Nabors Drilling Canada Limited,70,18 Jan 2021 04:30:00 AM,Grande Prairie,A2DE,ORLEN Upstream Canada Ltd.,,Drill To LD,2021-01-18,5063056,3,1,2021,5063056,54.42168662,-118.7051939
00/04-26-064-02W6/0,VELVET HZ KARR 4-26-64-2,0499042,A08C,Savanna Drilling Corp.,639,17 Jan 2021 11:30:00 PM,Grande Prairie,A5YK,Velvet Energy Ltd.,,Drill To LD,2021-01-18,26064026,3,1,2021,26064026,54.56703032,-118.1766517
00/09-04-075-25W4/0,DELTASTREAM MARTENH 9-4-75-25,0498833,A2CL,Komat Drilling Ltd.,3,17 Jan 2021 11:30:00 PM,St. Albert,A6YA,Deltastream Energy Corporation,,Set Surface,2021-01-18,4075254,3,1,2021,4075254,55.46818763,-113.8097717
AB/05-28-076-05W4/0,CVE C5 HARDY 5-28-76-5,0498391,0Y52,Precision Drilling Corporation,171,17 Jan 2021 08:20:00 PM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-01-18,28076054,3,1,2021,28076054,55.61363569,-110.7044933
13/02-16-076-06W4/0,CVE G05P09 LEISMER 2-16-76-6,0499059,0Z41,Ensign Drilling Inc.,141,18 Jan 2021 07:21:00 AM,Bonnyville,A5D4,Cenovus Energy Inc.,,Set Surface,2021-01-18,16076064,3,1,2021,16076064,55.58456271,-110.8597761
02/12-13-076-07W5/0,TAC 12-18 HZ 102 NIPISI 12-13-76-7,0499138,0Y52,Precision Drilling Corporation,152,18 Jan 2021 02:15:00 PM,St. Albert,A5TT,Tamarack Acquisition Corp.,,Drill To LD,2021-01-18,13076075,3,1,2021,13076075,55.58490508,-114.9329088
11/04-29-077-05W4/0,MEG AH16P HARDY 4-29-77-5,0498953,0Y55,Akita Drilling Ltd.,27,17 Jan 2021 09:45:00 PM,Bonnyville,0Z9C,MEG Energy Corp.,,Drill To LD,2021-01-18,29077054,3,1,2021,29077054,55.70089651,-110.7303741
13/04-29-077-05W4/0,MEG AH17P HARDY 4-29-77-5,0498955,0Y55,Akita Drilling Ltd.,27,18 Jan 2021 03:00:00 PM,Bonnyville,0Z9C,MEG Energy Corp.,,Drill To LD,2021-01-18,29077054,3,1,2021,29077054,55.70089651,-110.7303741
02/16-14-079-09W6/0,LONGSHORE HZ 100 GORD 16-14-79-9,0499010,0Z41,Ensign Drilling Inc.,T420,18 Jan 2021 04:30:00 AM,Grande Prairie,A76W,Longshore Resources Ltd.,,Drill To LD,2021-01-18,14079096,3,1,2021,14079096,55.84715837,-119.2792822
AA/16-23-093-10W4/0,SYNCRUDE 29ROVCH194142L0 16-23-93-10,0493256,0Y80,Boart Longyear Canada,41,17 Jan 2021 10:00:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-18,23093104,3,1,2021,23093104,57.08259286,-111.4814072
AB/10-24-093-10W4/0,SYNCRUDE 068N01 10-24-93-10,0497179,0Y80,Boart Longyear Canada,47,18 Jan 2021 01:30:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-18,24093104,3,1,2021,24093104,57.08259748,-111.4545408
AB/08-34-093-10W4/0,SYNCRUDE 29ROVCH194301L01 8-34-93-10,0493340,0Y80,Boart Longyear Canada,47,18 Jan 2021 12:00:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-18,34093104,3,1,2021,34093104,57.11171402,-111.5082104
02/06-15-095-06W4/0,SUNCOR P131P8 FIREBAG 6-15-95-6,0497860,A6PR,Nabors Drilling Canada Limited,102,18 Jan 2021 04:00:00 PM,Bonnyville,0054,Suncor Energy Inc.,,Resumption,2021-01-18,15095064,3,1,2021,15095064,57.24275071,-110.8735294
AB/01-19-095-06W4/0,SUNCOR FIREBAG 1-19-95-6,0498740,A1YG,Big Country Drilling Ltd.,18,18 Jan 2021 12:45:00 AM,Bonnyville,0054,Suncor Energy Inc.,,Drill To LD,2021-01-18,19095064,3,1,2021,19095064,57.2571914,-110.9547522
