WELL ID,WELL NAME,LICENCE,CONTRACTOR BA ID,CONTRACTOR NAME,RIG NUMBER,ACTIVITY DATE,FIELD CENTRE,BA ID,LICENSEE,NEW PROJECTED TOTAL DEPTH,ACTIVITY TYPE,DATE,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
02/05-16-046-15W5/0,TOURMALINE HZ COLUMBIA 5-16-46-15,0498102,0Z41,Ensign Drilling Inc.,T038,31 Aug 2020 06:30:00 AM,Drayton Valley,A573,Tourmaline Oil Corp.,,Resumption,2020-08-31,16046155,36,8,2020,16046155,52.96714971,-116.1050593
02/10-10-052-18W5/0,TOURMALINE HZ 102 EDSON 10-10-52-18,0496133,A6PR,Nabors Drilling Canada Limited,16,31 Aug 2020 01:00:00 AM,Drayton Valley,A573,Tourmaline Oil Corp.,,Drill To LD,2020-08-31,10052185,36,8,2020,10052185,53.4756586,-116.5566748
02/01-34-073-07W6/0,ANEGADA HZ 1A GRANDPR 1-34-73-7,0498251,A1TW,Bonanza Drilling Inc.,9,31 Aug 2020 04:30:00 AM,Grande Prairie,A789,Anegada Oil Corp.,,Drill To LD,2020-08-31,34073076,36,8,2020,34073076,55.36688448,-118.97464840000002
04/07-18-077-04W4/2,MEG DC7P HARDY 7-18-77-4,0488835,0Y52,Precision Drilling Corporation,140,30 Aug 2020 06:45:00 PM,Bonnyville,0Z9C,MEG Energy Corp.,,Resumption,2020-08-31,18077044,36,8,2020,18077044,55.67179162,-110.6009669
06/13-26-094-06W4/0,SUNCOR P122P7 FIREBAG 13-26-94-6,0496415,A6PR,Nabors Drilling Canada Limited,102,29 Aug 2020 05:30:00 AM,Bonnyville,0054,Suncor Energy Inc.,,Drill To LD,2020-08-31,26094064,36,8,2020,26094064,57.18443579,-110.83756540000002
