WELL ID,WELL NAME,LICENCE,CONTRACTOR BA ID,CONTRACTOR NAME,RIG NUMBER,ACTIVITY DATE,FIELD CENTRE,BA ID,LICENSEE,NEW PROJECTED TOTAL DEPTH,ACTIVITY TYPE,DATE,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
00/13-14-015-14W4/0,TXNE 2A-26 HZ  ALDSON 13-14-15-14,0496991,A1TW,Bonanza Drilling Inc.,5,26 Jan 2020 01:00:00 PM,Medicine Hat,A7NW,Torxen Energy Ltd.,,Drill To LD,2020-01-26,14015144,4,1,2020,14015144,50.25911668,-111.8146749
02/01-21-034-08W4/0,TAC 6-22 HZ 102 PROVOST 1-21-34-8,0497284,A1TW,Bonanza Drilling Inc.,3,26 Jan 2020 05:15:00 AM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Drill To LD,2020-01-26,21034084,4,1,2020,21034084,51.93274758,-111.0682461
02/06-31-034-09W4/0,TAC 16-30 HZ 102 PROVOST 6-31-34-9,0494721,A8AF,Hertz & Paluck Energy Services Inc.,1,26 Jan 2020 11:30:00 AM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Set Surface,2020-01-26,31034094,4,1,2020,31034094,51.96187533,-111.25731110000001
03/06-31-034-09W4/0,TAC 16-30 HZ 103 PROVOST 6-31-34-9,0494722,A8AF,Hertz & Paluck Energy Services Inc.,1,25 Jan 2020 02:30:00 PM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Set Surface,2020-01-26,31034094,4,1,2020,31034094,51.96187533,-111.25731110000001
03/16-34-034-09W4/0,TAC 13-27 HZ 103 PROVOST 16-34-34-9,0496713,0GE9,Tempco Drilling Company Inc.,8,25 Jan 2020 11:30:00 AM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Drill To LD,2020-01-26,34034094,4,1,2020,34034094,51.96185211,-111.1864047
00/13-26-035-08W4/0,KARVE HZ PROVOST 13-26-35-8,0492783,0Z41,Ensign Drilling Inc.,348,25 Jan 2020 03:00:00 PM,Wainwright,A7BT,Karve Energy Inc.,,Drill To LD,2020-01-26,26035084,4,1,2020,26035084,52.03397807,-111.02884750000001
00/16-31-035-08W4/0,KARVE HZ PROVOST 16-31-35-8,0496109,A57H,Predator Drilling Inc.,27,26 Jan 2020 05:53:00 AM,Wainwright,A7BT,Karve Energy Inc.,,Set Surface,2020-01-26,31035084,4,1,2020,31035084,52.04834520000001,-111.12409199999999
02/03-16-037-07W5/0,YANGARRA 102 HZ FERRIER 3-16-37-7,0497366,A801,Stampede Drilling A Division Of Matrix Energy Technologi,5,26 Jan 2020 12:00:00 PM,Red Deer,0LN7,Yangarra Resources Corp.,,Drill To LD,2020-01-26,16037075,4,1,2020,16037075,52.18086888,-114.9299322
00/04-27-040-11W5/0,WESTBRICK HZ CHAMBERS 4-27-40-11,0496339,0ZG2,Excalibur Drilling Ltd.,14,25 Jan 2020 10:00:00 AM,Red Deer,A5WB,Westbrick Energy Ltd.,,Drill To LD,2020-01-26,27040115,4,1,2020,27040115,52.47226192,-115.48880690000001
00/08-15-044-14W5/0,TOURMALINE BRAZR 8-15-44-14,0497234,0Z41,Ensign Drilling Inc.,T038,25 Jan 2020 10:45:00 PM,Drayton Valley,A573,Tourmaline Oil Corp.,,Drill To LD,2020-01-26,15044145,4,1,2020,15044145,52.79254694,-115.9358445
02/16-14-049-26W4/0,ALTURA 102 LEDUC-WB 16-14-49-26,0496770,A2EN,Ironhand Drilling Inc.,2,26 Jan 2020 02:45:00 AM,St. Albert,A54P,Altura Energy Inc.,,Drill To LD,2020-01-26,14049264,4,1,2020,14049264,53.22876385,-113.6835614
03/16-24-052-07W4/0,WLEC 8HZ 4B16 SWIMMING 16-24-52-7,0497331,0Y52,Precision Drilling Corporation,148,26 Jan 2020 12:00:00 AM,Wainwright,A7H7,West Lake Energy Corp.,,Drill To LD,2020-01-26,24052074,4,1,2020,24052074,53.50432542,-110.89116729999999
00/16-13-064-03W6/0,HHR HZ KARR 16-13-64-3,0497452,0Y52,Precision Drilling Corporation,520,26 Jan 2020 01:30:00 PM,Grande Prairie,A5T7,Hammerhead Resources Inc.,,Drill To LD,2020-01-26,13064036,4,1,2020,13064036,54.53795407,-118.30251640000002
AA/16-07-073-06W4/0,CNRL 1AA KIRBY 16-7-73-6,0492023,A801,Stampede Drilling A Division Of Matrix Energy Technologi,15,25 Jan 2020 10:00:00 PM,Bonnyville,0HE9,Canadian Natural Resources Limited,,Drill To LD,2020-01-26,7073064,4,1,2020,7073064,55.30820829,-110.9041494
19/03-04-075-08W4/2,CNRL KN01-01I DEVENISH 3-4-75-8,0484067,A6PR,Nabors Drilling Canada Limited,104,26 Jan 2020 03:30:00 AM,Bonnyville,0HE9,Canadian Natural Resources Limited,,Drill To LD,2020-01-26,4075084,4,1,2020,4075084,55.46821724,-111.17037169999999
00/13-10-076-08W6/0,TOURMALINE HZ VALHALLA 13-10-76-8,0496295,0Y52,Precision Drilling Corporation,541,25 Jan 2020 07:00:00 PM,Grande Prairie,A573,Tourmaline Oil Corp.,,Resumption,2020-01-26,10076086,4,1,2020,10076086,55.57046007,-119.1381521
00/14-02-076-09W6/0,WHITECAP HZ VALHALLA 14-2-76-9,0497019,0Z41,Ensign Drilling Inc.,420,26 Jan 2020 11:09:00 AM,Grande Prairie,A5BE,Whitecap Resources Inc.,,Drill To LD,2020-01-26,2076096,4,1,2020,2076096,55.55597631,-119.2674091
AD/09-01-077-05W4/0,MEG HARDY 9-1-77-5,0492580,A57H,Predator Drilling Inc.,12,26 Jan 2020 10:00:00 AM,Bonnyville,0Z9C,MEG Energy Corp.,,Drill To LD,2020-01-26,1077054,4,1,2020,1077054,55.64269218,-110.6268493
AB/16-13-077-07W4/0,CVE B16 LEISMER 16-13-77-7,0495661,0Y52,Precision Drilling Corporation,254,25 Jan 2020 11:45:00 PM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2020-01-26,13077074,4,1,2020,13077074,55.67183108,-110.9374446
F1/05-36-078-08W6/0,GRL 100 VALHALLA 5-36-78-8,0497495,A278,EUB-New Rig Drilling Contractor,1,25 Jan 2020 05:45:00 PM,Grande Prairie,A0TX,Grizzly Resources Ltd.,,Drill To LD,2020-01-26,36078086,4,1,2020,36078086,55.80308616,-119.08639960000001
AB/06-06-084-10W4/0,JACOS OV2 HANGSTN 6-6-84-10,0496600,0Y55,Akita Drilling Ltd.,12,25 Jan 2020 07:00:00 PM,Bonnyville,0NY5,Japan Canada Oil Sands Limited,,Drill To LD,2020-01-26,6084104,4,1,2020,6084104,56.25366152,-111.55989009999999
AA/01-28-092-07W4/0,SUNCOR LEWIS 1-28-92-7,0496722,0Z41,Ensign Drilling Inc.,406,25 Jan 2020 12:30:00 PM,Bonnyville,0054,Suncor Energy Inc.,,Drill To LD,2020-01-26,28092074,4,1,2020,28092074,57.00997606,-111.0521986
AA/14-31-092-07W4/0,SUNCOR LEWIS 14-31-92-7,0496730,0Z41,Ensign Drilling Inc.,403,26 Jan 2020 01:00:00 PM,Bonnyville,0054,Suncor Energy Inc.,,Drill To LD,2020-01-26,31092074,4,1,2020,31092074,57.0244181,-111.105855
AA/13-09-092-08W4/0,SUNCOR LEWIS 13-9-92-8,0496729,0Z41,Ensign Drilling Inc.,402,26 Jan 2020 06:19:00 AM,Bonnyville,0054,Suncor Energy Inc.,,Drill To LD,2020-01-26,9092084,4,1,2020,9092084,56.96626717,-111.21314650000001
00/06-24-092-08W4/0,SUNCOR DW LEWIS 6-24-92-8,0497246,A57H,Predator Drilling Inc.,2,24 Jan 2020 10:45:00 PM,Bonnyville,0054,Suncor Energy Inc.,,Set Surface,2020-01-26,24092084,4,1,2020,24092084,56.99532143,-111.1326842
03/15-27-094-06W4/0,SUNCOR QW21 FIREBAG 15-27-94-6,0496602,0ZF6,McAllister Water Well Drilling Ltd.,1,26 Jan 2020 08:30:00 PM,Bonnyville,0054,Suncor Energy Inc.,,Set Surface,2020-01-26,27094064,4,1,2020,27094064,57.18444441,-110.8643913
03/03-09-095-06W4/2,SUNCOR P117P1B FIREBAG 3-9-95-6,0453693,0Y52,Precision Drilling Corporation,189,25 Jan 2020 08:00:00 AM,Bonnyville,0054,Suncor Energy Inc.,,Resumption,2020-01-26,9095064,4,1,2020,9095064,57.22812353,-110.9006104
00/16-12-095-06W6/0,AQUISITION OIL HZ CRAN 16-12-95-6,0495461,0Z41,Ensign Drilling Inc.,555,26 Jan 2020 02:59:00 PM,High Level,A7N3,Acquisition Oil Corp.,,Drill To LD,2020-01-26,12095066,4,1,2020,12095066,57.22808909,-118.81348419999999
