WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
WOODCOTE NIPISI 13-25-76-9,0498573,ALBERTA CROWN,731.7M,100/13-25-076-09W5/00  N  432.6M  E,389.7M,ST. ALBERT,2500.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-10-22,XPL (C),UNDEFINED,CLEARWATER FM,WOODCOTE OIL CORP.,05-31-076-08W5,31076085,43,10,2020,31076085,55.62851165,-115.2174571
WOODCOTE HZ NIPISI 4-23-76-7,0498574,ALBERTA CROWN,745.7M,100/04-23-076-07W5/00  S   15.3M  E,310.5M,ST. ALBERT,2500.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-10-22,DEV (C),NIPISI,CLEARWATER FM,WOODCOTE OIL CORP.,13-13-076-07W5,13076075,43,10,2020,13076075,55.58490508,-114.93290879999999
NEP 102 HZ LEDUC-WB 13-22-49-25,0498575,BOTH,736.1M,102/13-22-049-25W4/00  N  150.3M  W,75.0M,ST. ALBERT,4850.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-10-22,DEV (NC),LEDUC-WOODBEND,NISKU FM,NEP CANADA ULC,01-16-049-25W4,16049254,43,10,2020,16049254,53.22881339999999,-113.58615520000001
NEP HZ LEDUC-WB 16-21-49-25,0498576,BOTH,736.1M,100/16-21-049-25W4/00  N  150.3M  W,105.0M,ST. ALBERT,4750.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-10-22,DEV (NC),LEDUC-WOODBEND,NISKU FM,NEP CANADA ULC,01-16-049-25W4,16049254,43,10,2020,16049254,53.22881339999999,-113.58615520000001
NEP HZ LEDUC-WB 15-21-49-25,0498577,BOTH,736.1M,100/15-21-049-25W4/00  N  150.3M  W,120.0M,ST. ALBERT,4800.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-10-22,DEV (NC),LEDUC-WOODBEND,NISKU FM,NEP CANADA ULC,01-16-049-25W4,16049254,43,10,2020,16049254,53.22881339999999,-113.58615520000001
NEP HZ LEDUC-WB 16-11-49-25,0498578,ALBERTA CROWN,736.1M,100/16-11-049-25W4/00  N  150.3M  W,90.0M,ST. ALBERT,4750.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-10-22,DEV (NC),LEDUC-WOODBEND,NISKU FM,NEP CANADA ULC,01-16-049-25W4,16049254,43,10,2020,16049254,53.22881339999999,-113.58615520000001
7GEN HZ KAKWA 12-35-63-4,0498579,ALBERTA CROWN,866.7M,100/12-35-063-04W6/00  N  618.8M  E,88.4M,GRANDE PRAIRIE,6300.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-10-22,DEV (C),KAKWA,MONTNEY FM,SEVEN GENERATIONS ENERGY LTD.,05-25-063-04W6,25063046,43,10,2020,25063046,54.47979904,-118.45352820000001
7GEN HZ 102 KAKWA 12-35-63-4,0498580,ALBERTA CROWN,866.7M,102/12-35-063-04W6/00  N  611.5M  E,96.6M,GRANDE PRAIRIE,6300.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-10-22,DEV (C),KAKWA,MONTNEY FM,SEVEN GENERATIONS ENERGY LTD.,05-25-063-04W6,25063046,43,10,2020,25063046,54.47979904,-118.45352820000001
7GEN HZ KAKWA 13-35-63-4,0498581,ALBERTA CROWN,866.7M,100/13-35-063-04W6/00  N  604.1M  E,104.8M,GRANDE PRAIRIE,6300.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-10-22,DEV (C),KAKWA,MONTNEY FM,SEVEN GENERATIONS ENERGY LTD.,05-25-063-04W6,25063046,43,10,2020,25063046,54.47979904,-118.45352820000001
7GEN HZ 102 KAKWA 13-35-63-4,0498582,ALBERTA CROWN,866.7M,102/13-35-063-04W6/00  N  596.8M  E,113.0M,GRANDE PRAIRIE,6300.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-10-22,DEV (C),KAKWA,MONTNEY FM,SEVEN GENERATIONS ENERGY LTD.,05-25-063-04W6,25063046,43,10,2020,25063046,54.47979904,-118.45352820000001
7GEN HZ KARR 4-2-64-4,0498583,ALBERTA CROWN,866.7M,100/04-02-064-04W6/00  N  589.4M  E,121.2M,GRANDE PRAIRIE,6300.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-10-22,DEV (C),KARR,MONTNEY FM,SEVEN GENERATIONS ENERGY LTD.,05-25-063-04W6,25063046,43,10,2020,25063046,54.47979904,-118.45352820000001
NEP 103 HZ LEDUC-WB 1-10-50-26,0498584,BOTH,723.2M,103/01-10-050-26W4/00  N  617.5M  W,201.3M,ST. ALBERT,4850.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-10-22,DEV (NC),LEDUC-WOODBEND,NISKU FM,NEP CANADA ULC,08-08-050-26W4,8050264,43,10,2020,8050264,53.30132158,-113.75690890000001
NEP 103 HZ LEDUC-WB 16-20-50-26,0498585,BOTH,723.4M,103/16-20-050-26W4/00  N  632.5M  W,201.3M,ST. ALBERT,5500.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-10-22,DEV (NC),LEDUC-WOODBEND,NISKU FM,NEP CANADA ULC,08-08-050-26W4,8050264,43,10,2020,8050264,53.30132158,-113.75690890000001
KARVE HZ PROVOST 9-36-35-9,0498586,ALBERTA CROWN,795.6M,100/09-36-035-09W4/00  N  110.0M  E,125.0M,WAINWRIGHT,2557.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-10-22,DEV (NC),PROVOST,VIKING FM,KARVE ENERGY INC.,04-36-035-09W4,36035094,43,10,2020,36035094,52.04830206,-111.1479027
R S R HZ MIRAGE 15-30-79-8,0498587,ALBERTA CROWN,704.7M,100/15-30-079-08W6/00  S  185.2M  W,543.9M,GRANDE PRAIRIE,3040.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-10-22,DEV (NC),MIRAGE,CHARLIE LAKE FM,RISING STAR RESOURCES LTD.,15-19-079-08W6,19079086,43,10,2020,19079086,55.86159502,-119.22730279999999
WOODCOTE NIPISI 15-24-76-8,0498588,ALBERTA CROWN,726M,100/15-24-076-08W5/00  S  364.6M  W,481.8M,ST. ALBERT,2500.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-10-22,DEV (C),UNDEFINED,CLEARWATER FM,WOODCOTE OIL CORP.,15-13-076-08W5,13076085,43,10,2020,13076085,55.58493703,-115.08811670000001
