WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
BONTERRA HZ 102 PEMBINA 14-29-46-7,0498207,ALBERTA CROWN,923.4M,102/14-29-046-07W5/00  S  202.8M  E,611.9M,DRAYTON VALLEY,3200.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-07-27,DEV (NC),PEMBINA,CARDIUM FM,BONTERRA ENERGY CORP.,14-20-046-07W5,20046075,31,7,2020,20046075,52.98226355,-114.9682835
BONTERRA HZ 102 PEMBINA 2-32-46-7,0498208,ALBERTA CROWN,922.7M,102/02-32-046-07W5/00  S  202.8M  E,621.9M,DRAYTON VALLEY,3490.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-07-27,DEV (NC),PEMBINA,CARDIUM FM,BONTERRA ENERGY CORP.,14-20-046-07W5,20046075,31,7,2020,20046075,52.98226355,-114.9682835
BONTERRA HZ 102 PEMBINA 14-21-46-7,0498209,ALBERTA CROWN,922.6M,102/14-21-046-07W5/00  S  202.7M  E,631.9M,DRAYTON VALLEY,3210.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-07-27,DEV (NC),PEMBINA,CARDIUM FM,BONTERRA ENERGY CORP.,14-20-046-07W5,20046075,31,7,2020,20046075,52.98226355,-114.9682835
BONTERRA HZ 102 PEMBINA 2-28-46-7,0498210,ALBERTA CROWN,922.5M,102/02-28-046-07W5/00  S  202.7M  E,641.9M,DRAYTON VALLEY,3425.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-07-27,DEV (NC),PEMBINA,CARDIUM FM,BONTERRA ENERGY CORP.,14-20-046-07W5,20046075,31,7,2020,20046075,52.98226355,-114.9682835
OVV HZ WEMBLEY 8-16-72-9,0498211,ALBERTA CROWN,803.6M,100/08-16-072-09W6/00  S  171.0M  E,624.1M,GRANDE PRAIRIE,5900.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-07-27,DEV (NC),WEMBLEY,MONTNEY FM,OVINTIV CANADA ULC,14-20-072-09W6,20072096,31,7,2020,20072096,55.25054523,-119.33352009999999
OVV HZ 102 WEMBLEY 8-16-72-9,0498212,ALBERTA CROWN,803.8M,102/08-16-072-09W6/00  S  171.0M  E,614.1M,GRANDE PRAIRIE,5900.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-07-27,DEV (NC),WEMBLEY,MONTNEY FM,OVINTIV CANADA ULC,14-20-072-09W6,20072096,31,7,2020,20072096,55.25054523,-119.33352009999999
OVV HZ 103 WEMBLEY 8-16-72-9,0498213,ALBERTA CROWN,804M,103/08-16-072-09W6/00  S  171.0M  E,604.1M,GRANDE PRAIRIE,5900.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-07-27,DEV (NC),WEMBLEY,MONTNEY FM,OVINTIV CANADA ULC,14-20-072-09W6,20072096,31,7,2020,20072096,55.25054523,-119.33352009999999
OVV HZ 104 WEMBLEY 8-16-72-9,0498214,ALBERTA CROWN,801.8M,104/08-16-072-09W6/00  S  101.0M  E,689.1M,GRANDE PRAIRIE,5900.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-07-27,DEV (NC),WEMBLEY,MONTNEY FM,OVINTIV CANADA ULC,14-20-072-09W6,20072096,31,7,2020,20072096,55.25054523,-119.33352009999999
OVV HZ WEMBLEY 1-16-72-9,0498215,ALBERTA CROWN,802M,100/01-16-072-09W6/00  S  101.0M  E,679.1M,GRANDE PRAIRIE,5900.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-07-27,DEV (NC),WEMBLEY,MONTNEY FM,OVINTIV CANADA ULC,14-20-072-09W6,20072096,31,7,2020,20072096,55.25054523,-119.33352009999999
OVV HZ 102 WEMBLEY 1-16-72-9,0498216,ALBERTA CROWN,802.3M,102/01-16-072-09W6/00  S  101.0M  E,669.1M,GRANDE PRAIRIE,5900.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-07-27,DEV (NC),WEMBLEY,MONTNEY FM,OVINTIV CANADA ULC,14-20-072-09W6,20072096,31,7,2020,20072096,55.25054523,-119.33352009999999
IMP H92-H01 LEMING 12-10-66-4,0498217,ALBERTA CROWN,627.3M,105/12-10-066-04W4/00  N  633.5M  W,139.7M,BONNYVILLE,2624.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-07-27,DEV (NC),LEMING,CLEARWATER FM,IMPERIAL OIL RESOURCES LIMITED,08-08-066-04W4,8066044,31,7,2020,8066044,54.69701459,-110.5605821
IMP H92-H02 LEMING 12-10-66-4,0498218,ALBERTA CROWN,627.4M,106/12-10-066-04W4/00  N  623.5M  W,139.7M,BONNYVILLE,2573.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-07-27,DEV (NC),LEMING,CLEARWATER FM,IMPERIAL OIL RESOURCES LIMITED,08-08-066-04W4,8066044,31,7,2020,8066044,54.69701459,-110.5605821
IMP H92-H03 LEMING 12-10-66-4,0498219,ALBERTA CROWN,627.3M,107/12-10-066-04W4/00  N  633.2M  W,99.7M,BONNYVILLE,2320.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-07-27,DEV (NC),LEMING,CLEARWATER FM,IMPERIAL OIL RESOURCES LIMITED,08-08-066-04W4,8066044,31,7,2020,8066044,54.69701459,-110.5605821
IMP H92-H04 LEMING 5-10-66-4,0498220,ALBERTA CROWN,627.3M,111/05-10-066-04W4/00  N  623.2M  W,99.7M,BONNYVILLE,2272.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-07-27,DEV (NC),LEMING,CLEARWATER FM,IMPERIAL OIL RESOURCES LIMITED,08-08-066-04W4,8066044,31,7,2020,8066044,54.69701459,-110.5605821
IMP H92-H05 LEMING 5-10-66-4,0498221,ALBERTA CROWN,627.3M,112/05-10-066-04W4/00  N  613.2M  W,99.8M,BONNYVILLE,2097.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-07-27,DEV (NC),LEMING,CLEARWATER FM,IMPERIAL OIL RESOURCES LIMITED,08-08-066-04W4,8066044,31,7,2020,8066044,54.69701459,-110.5605821
IMP H92-H06 LEMING 5-10-66-4,0498222,ALBERTA CROWN,627.3M,113/05-10-066-04W4/00  N  603.2M  W,99.9M,BONNYVILLE,2097.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-07-27,DEV (NC),LEMING,CLEARWATER FM,IMPERIAL OIL RESOURCES LIMITED,08-08-066-04W4,8066044,31,7,2020,8066044,54.69701459,-110.5605821
IMP H92-H07 LEMING 8-9-66-4,0498223,ALBERTA CROWN,627.3M,100/08-09-066-04W4/00  N  613.5M  W,139.8M,BONNYVILLE,2070.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-07-27,DEV (NC),LEMING,CLEARWATER FM,IMPERIAL OIL RESOURCES LIMITED,08-08-066-04W4,8066044,31,7,2020,8066044,54.69701459,-110.5605821
IMP H92-H08 LEMING 1-9-66-4,0498224,ALBERTA CROWN,627.3M,105/01-09-066-04W4/00  N  603.5M  W,139.9M,BONNYVILLE,2102.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-07-27,DEV (NC),LEMING,CLEARWATER FM,IMPERIAL OIL RESOURCES LIMITED,08-08-066-04W4,8066044,31,7,2020,8066044,54.69701459,-110.5605821
