WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
ENTRADA 103 HZ WILLGR 6-33-42-6,0499211,ALBERTA CROWN,1025.8M,103/06-33-042-06W5/00  S  189.7M  E,603.4M,RED DEER,4230.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-11,DEV (NC),WILLESDEN GREEN,CARDIUM FM,ENTRADA RESOURCES INC.,14-21-042-06W5,21042065,2,1,2021,21042065,52.63210107,-114.79337549999998
TOURMALINE HZ02 VALHALLA 12-29-78-8,0499212,ALBERTA CROWN,755.9M,102/12-29-078-08W6/00  N  345.8M  E,668.4M,GRANDE PRAIRIE,4000.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-11,DEV (C),VALHALLA,CHARLIE LAKE FM,TOURMALINE OIL CORP.,03-20-078-08W6,20078086,2,1,2021,20078086,55.77402007,-119.18993329999999
TOURMALINE HZ VALHALLA 11-29-78-8,0499213,ALBERTA CROWN,755.9M,100/11-29-078-08W6/00  N  345.8M  E,677.1M,GRANDE PRAIRIE,4000.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-11,DEV (C),VALHALLA,CHARLIE LAKE FM,TOURMALINE OIL CORP.,03-20-078-08W6,20078086,2,1,2021,20078086,55.77402007,-119.18993329999999
YANGARRA HZ 102 FERRIER 14-11-38-8,0499214,ALBERTA CROWN,1068.5M,102/14-11-038-08W5/00  S   65.0M  W,476.6M,RED DEER,5521.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-11,DEV (NC),FERRIER,CARDIUM FM,YANGARRA RESOURCES CORP.,15-35-037-08W5,35037085,2,1,2021,35037085,52.22429027,-115.02542859999998
7GEN HZ 109 KAKWA 1-13-64-6,0499215,ALBERTA CROWN,816.7M,109/01-13-064-06W6/00  N  333.8M  E,609.1M,GRANDE PRAIRIE,6300.0,HORIZONTAL,NEW,PRODUCTION,GAS,2021-01-11,DEV (C),KAKWA,MONTNEY FM,SEVEN GENERATIONS ENERGY LTD.,03-23-064-06W6,23064066,2,1,2021,23064066,54.55250834,-118.7807154
7GEN HZ 110 KAKWA 1-13-64-6,0499216,ALBERTA CROWN,816.9M,110/01-13-064-06W6/00  N  383.7M  E,605.8M,GRANDE PRAIRIE,6300.0,HORIZONTAL,NEW,PRODUCTION,GAS,2021-01-11,DEV (C),KAKWA,MONTNEY FM,SEVEN GENERATIONS ENERGY LTD.,03-23-064-06W6,23064066,2,1,2021,23064066,54.55250834,-118.7807154
7GEN HZ 103 KAKWA 2-13-64-6,0499217,ALBERTA CROWN,816.5M,103/02-13-064-06W6/00  N  311.9M  E,610.6M,GRANDE PRAIRIE,6300.0,HORIZONTAL,NEW,PRODUCTION,GAS,2021-01-11,DEV (C),KAKWA,MONTNEY FM,SEVEN GENERATIONS ENERGY LTD.,03-23-064-06W6,23064066,2,1,2021,23064066,54.55250834,-118.7807154
7GEN HZ 104 KAKWA 2-13-64-6,0499218,ALBERTA CROWN,816.6M,104/02-13-064-06W6/00  N  322.9M  E,609.8M,GRANDE PRAIRIE,6300.0,HORIZONTAL,NEW,PRODUCTION,GAS,2021-01-11,DEV (C),KAKWA,MONTNEY FM,SEVEN GENERATIONS ENERGY LTD.,03-23-064-06W6,23064066,2,1,2021,23064066,54.55250834,-118.7807154
7GEN HZ 102 KAKWA 8-13-64-6,0499219,ALBERTA CROWN,817M,102/08-13-064-06W6/00  N  394.7M  E,605.1M,GRANDE PRAIRIE,6300.0,HORIZONTAL,NEW,PRODUCTION,GAS,2021-01-11,DEV (C),KAKWA,MONTNEY FM,SEVEN GENERATIONS ENERGY LTD.,03-23-064-06W6,23064066,2,1,2021,23064066,54.55250834,-118.7807154
7GEN HZ 104 KAKWA 5-18-64-5,0499220,ALBERTA CROWN,817M,104/05-18-064-05W6/00  N  405.7M  E,604.3M,GRANDE PRAIRIE,6300.0,HORIZONTAL,NEW,PRODUCTION,GAS,2021-01-11,DEV (C),KAKWA,MONTNEY FM,SEVEN GENERATIONS ENERGY LTD.,06-23-064-06W6,23064066,2,1,2021,23064066,54.55250834,-118.7807154
