WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
ARTIS HZ TWINING 15-4-31-25,0499236,ALBERTA CROWN,930.4M,100/15-04-031-25W4/00  S   67.5M  E,782.3M,RED DEER,6000.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-12,DEV (NC),TWINING,DUVERNAY FM,ARTIS EXPLORATION LTD.,14-16-031-25W4,16031254,2,1,2021,16031254,51.65622608,-113.4775109
ARTIS HZ TWINING 3-33-31-25,0499237,ALBERTA CROWN,930.5M,100/03-33-031-25W4/00  S   67.5M  E,770.3M,RED DEER,6250.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-12,DEV (NC),TWINING,DUVERNAY FM,ARTIS EXPLORATION LTD.,14-16-031-25W4,16031254,2,1,2021,16031254,51.65622608,-113.4775109
ARTIS HZ 102 TWINING 15-4-31-25,0499238,ALBERTA CROWN,930.6M,102/15-04-031-25W4/00  S   67.5M  E,750.3M,RED DEER,6250.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-12,DEV (NC),TWINING,DUVERNAY FM,ARTIS EXPLORATION LTD.,14-16-031-25W4,16031254,2,1,2021,16031254,51.65622608,-113.4775109
ARTIS HZ 102 TWINING 3-33-31-25,0499239,ALBERTA CROWN,930.5M,102/03-33-031-25W4/00  S   67.5M  E,738.3M,RED DEER,6000.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-12,DEV (NC),TWINING,DUVERNAY FM,ARTIS EXPLORATION LTD.,14-16-031-25W4,16031254,2,1,2021,16031254,51.65622608,-113.4775109
TXNE 11A-3 HZ ALDSON 11-2-15-13,0499240,FREEHOLD,743.8M,102/11-02-015-13W4/00  S  733.9M  E,730.6M,MEDICINE HAT,2750.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-12,DEV (NC),ALDERSON,ELLERSLIE MBR,TORXEN ENERGY LTD.,11-03-015-13W4,3015134,2,1,2021,3015134,50.23006162,-111.7002533
TXNE 11A-3 HZ ALDSON 12-4-15-13,0499241,FREEHOLD,743.8M,100/12-04-015-13W4/00  S  759.2M  E,742.6M,MEDICINE HAT,3250.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-12,DEV (NC),ALDERSON,ELLERSLIE MBR,TORXEN ENERGY LTD.,11-03-015-13W4,3015134,2,1,2021,3015134,50.23006162,-111.7002533
NORTH 40 HZ WAYNE 1-18-28-19,0499242,FREEHOLD,800.5M,100/01-18-028-19W4/00  S   55.0M  E,650.2M,MIDNAPORE,3850.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-12,DEV (NC),WAYNE-ROSEDALE,BASAL QUARTZ SD,NORTH 40 RESOURCES LTD.,14-09-028-19W4,9028194,2,1,2021,9028194,51.37972605,-112.6068383
SURGE ENERGY 102  PROVOST 15-32-36-3,0499243,ALBERTA CROWN,668M,102/15-32-036-03W4/00  S  100.0M  W,778.9M,WAINWRIGHT,2525.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-12,DEV (NC),PROVOST,SPARKY MBR,SURGE ENERGY INC.,15-29-036-03W4,29036034,2,1,2021,29036034,52.12119844,-110.3860556
SURGE ENERGY 103 PROVOST 15-32-36-3,0499244,ALBERTA CROWN,668M,103/15-32-036-03W4/00  S  100.0M  W,793.9M,WAINWRIGHT,2420.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-12,DEV (NC),PROVOST,SPARKY MBR,SURGE ENERGY INC.,15-29-036-03W4,29036034,2,1,2021,29036034,52.12119844,-110.3860556
SURGE ENERGY 102HZ PROVOST 2-29-36-3,0499245,ALBERTA CROWN,668M,102/02-29-036-03W4/00  S  100.0M  E,801.0M,WAINWRIGHT,2230.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-12,DEV (NC),PROVOST,SPARKY MBR,SURGE ENERGY INC.,14-29-036-03W4,29036034,2,1,2021,29036034,52.12119844,-110.3860556
SURGE ENERGY HZ PROVOST 3-29-36-3,0499246,ALBERTA CROWN,667.8M,100/03-29-036-03W4/00  S  100.0M  E,786.0M,WAINWRIGHT,2225.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-12,DEV (NC),PROVOST,SPARKY MBR,SURGE ENERGY INC.,14-29-036-03W4,29036034,2,1,2021,29036034,52.12119844,-110.3860556
SURGE ENERGY 102HZ PROVOST 3-29-36-3,0499247,ALBERTA CROWN,667.6M,102/03-29-036-03W4/00  S  100.0M  E,771.0M,WAINWRIGHT,2320.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-12,DEV (NC),PROVOST,SPARKY MBR,SURGE ENERGY INC.,14-29-036-03W4,29036034,2,1,2021,29036034,52.12119844,-110.3860556
