WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
PEYTO SUNDANCE 16-6-56-20,0499411,ALBERTA CROWN,1257.3M,100/16-06-056-20W5/00  N  660.0M  W,212.9M,DRAYTON VALLEY,4350.0,HORIZONTAL,NEW,PRODUCTION,GAS,2021-01-29,DEV (NC),SUNDANCE,NOTIKEWIN MBR,PEYTO EXPLORATION & DEVELOPMENT CORP.,08-01-056-21W5,1056215,4,1,2021,1056215,53.81022579,-116.9744708
CVE B02W08-1 LEISMER 15-15-76-6,0499412,ALBERTA CROWN,566.5M,113/15-15-076-06W4/00  S  581.6M  W,276.8M,BONNYVILLE,1840.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2021-01-29,DEV (NC),LEISMER,MCMURRAY FM,CENOVUS ENERGY INC.,09-16-076-06W4,16076064,4,1,2021,16076064,55.58456271,-110.8597761
TXNE 3A-30 HZ ALDSON 3-19-14-13,0499413,FREEHOLD,748.4M,100/03-19-014-13W4/00  N  180.5M  E,758.0M,MEDICINE HAT,2850.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-29,DEV (NC),ALDERSON,ELLERSLIE MBR,TORXEN ENERGY LTD.,03-30-014-13W4,30014134,4,1,2021,30014134,50.20106295,-111.7559669
CREW HZ SWIMMING 13-13-52-7,0499414,BOTH,622.8M,100/13-13-052-07W4/00  S  229.9M  W,177.2M,WAINWRIGHT,2400.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-29,DEV (C),SWIMMING,REX MBR,CREW ENERGY INC.,16-11-052-07W4,11052074,4,1,2021,11052074,53.47522833,-110.9157915
CREW HZ SWIMMING 15-14-52-7,0499415,ALBERTA CROWN,622.5M,100/15-14-052-07W4/00  S  214.9M  W,177.1M,WAINWRIGHT,2400.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-29,DEV (C),SWIMMING,REX MBR,CREW ENERGY INC.,16-11-052-07W4,11052074,4,1,2021,11052074,53.47522833,-110.9157915
CREW HZ SWIMMING 9-12-52-7,0499416,ALBERTA CROWN,623.5M,100/09-12-052-07W4/00  S  259.9M  W,177.2M,WAINWRIGHT,2400.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-29,DEV (C),SWIMMING,REX MBR,CREW ENERGY INC.,16-11-052-07W4,11052074,4,1,2021,11052074,53.47522833,-110.9157915
WOODCOTE2 102 NIPISI 14-26-76-8,0499417,ALBERTA CROWN,685.4M,102/14-26-076-08W5/00  S  402.6M  E,117.6M,ST. ALBERT,2500.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-29,XPL (C),UNDEFINED,CLEARWATER FM,WOODCOTE PETROLEUM INC.,12-23-076-08W5,23076085,4,1,2021,23076085,55.59941232,-115.1139756
TXNE 5C-33 HZ ALDSON 5-29-15-15,0499418,FREEHOLD,773M,100/05-29-015-15W4/00  N  725.7M  E,97.0M,MEDICINE HAT,3500.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-29,DEV (NC),ALDERSON,BASAL QUARTZ SD,TORXEN ENERGY LTD.,05-33-015-15W4,33015154,4,1,2021,33015154,50.30271832,-111.9980109
BAYTEX HZ FERRIER 8-7-43-11,0499419,ALBERTA CROWN,1130.1M,100/08-07-043-11W5/00  S  130.6M  E,628.2M,RED DEER,5800.0,HORIZONTAL,NEW,PRODUCTION,GAS,2021-01-29,DEV (C),FERRIER,FALHER MBR,BAYTEX ENERGY LTD.,14-36-042-12W5,36042125,4,1,2021,36042125,52.66129677,-115.5846513
WOODCOTE2 NIPISI 16-27-76-8,0499420,ALBERTA CROWN,685.5M,100/16-27-076-08W5/00  S  394.4M  E,123.3M,ST. ALBERT,2500.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-29,XPL (C),UNDEFINED,CLEARWATER FM,WOODCOTE PETROLEUM INC.,13-23-076-08W5,23076085,4,1,2021,23076085,55.59941232,-115.1139756
