WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
R S R 102 HZ MIRAGE 13-21-79-7,0497459,ALBERTA CROWN,630.7M,100/13-21-079-07W6/00  N   73.1M  W,80.0M,GRANDE PRAIRIE,2600.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-21,DEV (NC),MIRAGE,CHARLIE LAKE FM,RISING STAR RESOURCES LTD.,01-21-079-07W6,21079076,4,1,2020,21079076,55.8616058,-119.0185105
TOURMALINE HZ MINEHEAD 4-18-49-19,0497460,ALBERTA CROWN,1148.4M,100/04-18-049-19W5/00  S   32.4M  W,792.7M,DRAYTON VALLEY,5400.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-21,DEV (C),MINEHEAD,SPIRIT RIVER FM,TOURMALINE OIL CORP.,15-06-049-19W5,6049195,4,1,2020,6049195,53.19967057,-116.7562419
TOURMALINE HZ MINEHEAD 3-18-49-19,0497461,ALBERTA CROWN,1148.5M,100/03-18-049-19W5/00  S   27.5M  W,792.7M,DRAYTON VALLEY,5400.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-21,DEV (C),MINEHEAD,SPIRIT RIVER FM,TOURMALINE OIL CORP.,15-06-049-19W5,6049195,4,1,2020,6049195,53.19967057,-116.7562419
TOURMALINE HZ MINEHEAD 3-17-49-19,0497462,ALBERTA CROWN,1148.5M,100/03-17-049-19W5/00  S   37.3M  W,792.8M,DRAYTON VALLEY,5700.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-21,DEV (C),MINEHEAD,SPIRIT RIVER FM,TOURMALINE OIL CORP.,15-06-049-19W5,6049195,4,1,2020,6049195,53.19967057,-116.7562419
R S R HZ MIRAGE 2-16-79-7,0497463,ALBERTA CROWN,630.7M,100/02-16-079-07W6/00  N   73.1M  W,95.0M,GRANDE PRAIRIE,2980.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-21,DEV (NC),MIRAGE,CHARLIE LAKE FM,RISING STAR RESOURCES LTD.,01-21-079-07W6,21079076,4,1,2020,21079076,55.8616058,-119.0185105
7GEN HZ KAKWA 4-4-63-5,0497464,ALBERTA CROWN,977.6M,100/04-04-063-05W6/00  N  569.5M  E,202.0M,GRANDE PRAIRIE,6300.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-21,DEV (C),KAKWA,MONTNEY FM,SEVEN GENERATIONS ENERGY LTD.,05-02-063-05W6,2063056,4,1,2020,2063056,54.42168064,-118.62972079999999
7GEN HZ 102 KAKWA 4-4-63-5,0497465,ALBERTA CROWN,977.6M,102/04-04-063-05W6/00  N  558.5M  E,202.2M,GRANDE PRAIRIE,6300.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-21,DEV (C),KAKWA,MONTNEY FM,SEVEN GENERATIONS ENERGY LTD.,05-02-063-05W6,2063056,4,1,2020,2063056,54.42168064,-118.62972079999999
7GEN HZ 102 KAKWA 5-4-63-5,0497466,ALBERTA CROWN,977.6M,102/05-04-063-05W6/00  N  575.7M  E,251.8M,GRANDE PRAIRIE,6300.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-21,DEV (C),KAKWA,MONTNEY FM,SEVEN GENERATIONS ENERGY LTD.,05-02-063-05W6,2063056,4,1,2020,2063056,54.42168064,-118.62972079999999
7GEN HZ 103 KAKWA 5-4-63-5,0497467,ALBERTA CROWN,977.6M,103/05-04-063-05W6/00  N  564.7M  E,252.1M,GRANDE PRAIRIE,6300.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-21,DEV (C),KAKWA,MONTNEY FM,SEVEN GENERATIONS ENERGY LTD.,05-02-063-05W6,2063056,4,1,2020,2063056,54.42168064,-118.62972079999999
7GEN HZ 104 KAKWA 5-4-63-5,0497468,ALBERTA CROWN,977.6M,104/05-04-063-05W6/00  N  580.5M  E,201.7M,GRANDE PRAIRIE,6300.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-21,DEV (C),KAKWA,MONTNEY FM,SEVEN GENERATIONS ENERGY LTD.,05-02-063-05W6,2063056,4,1,2020,2063056,54.42168064,-118.62972079999999
