WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
INPLAY OIL HZ PEMBINA 13-12-47-10,0499274,ALBERTA CROWN,923M,100/13-12-047-10W5/00  S  207.9M  W,358.5M,DRAYTON VALLEY,4431.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-14,DEV (NC),PEMBINA,CARDIUM FM,INPLAY OIL CORP.,16-07-047-09W5,7047095,2,1,2021,7047095,53.03957626,-115.2938555
INPLAY OIL 02 HZ PEMBINA 13-12-47-10,0499275,ALBERTA CROWN,923.3M,102/13-12-047-10W5/00  S  211.9M  W,338.9M,DRAYTON VALLEY,4430.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-14,DEV (NC),PEMBINA,CARDIUM FM,INPLAY OIL CORP.,16-07-047-09W5,7047095,2,1,2021,7047095,53.03957626,-115.2938555
INPLAY OIL HZ PEMBINA 12-12-47-10,0499276,ALBERTA CROWN,922.9M,100/12-12-047-10W5/00  S  215.9M  W,319.3M,DRAYTON VALLEY,4476.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-14,DEV (NC),PEMBINA,CARDIUM FM,INPLAY OIL CORP.,16-07-047-09W5,7047095,2,1,2021,7047095,53.03957626,-115.2938555
7GEN HZ KAKWA 15-1-63-5,0499277,ALBERTA CROWN,929.3M,100/15-01-063-05W6/00  S  260.9M  E,120.5M,GRANDE PRAIRIE,6300.0,HORIZONTAL,NEW,PRODUCTION,GAS,2021-01-14,DEV (C),KAKWA,MONTNEY FM,SEVEN GENERATIONS ENERGY LTD.,13-11-063-05W6,11063056,2,1,2021,11063056,54.4361355,-118.6297245
7GEN HZ KAKWA 14-1-63-5,0499278,ALBERTA CROWN,929.4M,100/14-01-063-05W6/00  S  266.3M  E,110.9M,GRANDE PRAIRIE,6300.0,HORIZONTAL,NEW,PRODUCTION,GAS,2021-01-14,DEV (C),KAKWA,MONTNEY FM,SEVEN GENERATIONS ENERGY LTD.,13-11-063-05W6,11063056,2,1,2021,11063056,54.4361355,-118.6297245
7GEN HZ KAKWA 16-2-63-5,0499279,ALBERTA CROWN,929.5M,100/16-02-063-05W6/00  S  271.7M  E,101.4M,GRANDE PRAIRIE,6300.0,HORIZONTAL,NEW,PRODUCTION,GAS,2021-01-14,DEV (C),KAKWA,MONTNEY FM,SEVEN GENERATIONS ENERGY LTD.,13-11-063-05W6,11063056,2,1,2021,11063056,54.4361355,-118.6297245
7GEN HZ 102 KAKWA 16-2-63-5,0499280,ALBERTA CROWN,929.6M,102/16-02-063-05W6/00  S  277.1M  E,91.8M,GRANDE PRAIRIE,6300.0,HORIZONTAL,NEW,PRODUCTION,GAS,2021-01-14,DEV (C),KAKWA,MONTNEY FM,SEVEN GENERATIONS ENERGY LTD.,13-11-063-05W6,11063056,2,1,2021,11063056,54.4361355,-118.6297245
TOURMALINE 102 KAKWA 7-4-62-5,0499281,ALBERTA CROWN,1009.9M,102/07-04-062-05W6/00  N  448.3M  E,66.8M,GRANDE PRAIRIE,5152.0,HORIZONTAL,NEW,PRODUCTION,GAS,2021-01-14,DEV (C),KAKWA,SPIRIT RIVER FM,TOURMALINE OIL CORP.,05-02-062-05W6,2062056,2,1,2021,2062056,54.33416215,-118.6250795
TOURMALINE 102 KAKWA 11-4-62-5,0499282,ALBERTA CROWN,1010.1M,102/11-04-062-05W6/00  N  451.6M  E,70.5M,GRANDE PRAIRIE,5440.0,HORIZONTAL,NEW,PRODUCTION,GAS,2021-01-14,DEV (C),KAKWA,SPIRIT RIVER FM,TOURMALINE OIL CORP.,05-02-062-05W6,2062056,2,1,2021,2062056,54.33416215,-118.6250795
HEL STURLKS 2-36-69-22,0499283,ALBERTA CROWN,674.2M,100/02-36-069-22W5/00  N  719.5M  E,331.5M,GRANDE PRAIRIE,5876.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-14,XPL (C),STURGEON LAKE SOUTH,DUVERNAY FM,HITIC ENERGY LTD.,05-02-070-22W5,2070225,2,1,2021,2070225,55.03229753,-117.2301849
