WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
CNRL OBS RE FISHER 14-6-69-4,0344849,ALBERTA CROWN,703.2M,100/14-06-069-04W4/02  S   97.5M  E,589.4M,BONNYVILLE,501.8,VERTICAL,RESUMPTIO,OBSERVATION,NONE,2020-12-10,DSW (NC),FISHER,CLEARWATER FM,CANADIAN NATURAL RESOURCES LIMITED,14-06-069-04W4,6069044,50,12,2020,6069044,54.94420176,-110.5904473
VEI HZ CARROT 16-26-53-14,0498985,ALBERTA CROWN,876.1M,102/16-26-053-14W5/00  S  225.8M  W,465.0M,DRAYTON VALLEY,3714.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-10,DEV (NC),CARROT CREEK,ELLERSLIE MBR,VERMILION ENERGY INC.,15-23-053-14W5,23053145,50,12,2020,23053145,53.59197873,-115.94247730000001
WHITECAP WAPITI 4-31-67-8,0498986,ALBERTA CROWN,845.9M,100/04-31-067-08W6/00  N  623.1M  W,716.6M,GRANDE PRAIRIE,3963.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-12-10,DEV (NC),WAPITI,CARDIUM FM,WHITECAP RESOURCES INC.,07-32-067-08W6,32067086,50,12,2020,32067086,54.84330606,-119.17026070000001
BIR 5-7 HZ 102 PCOUPES 13-13-79-12,0498987,ALBERTA CROWN,716.4M,102/13-13-079-12W6/00  N  564.9M  E,244.6M,GRANDE PRAIRIE,5410.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-10,DEV (C),POUCE COUPE SOUTH,MONTNEY FM,BIRCHCLIFF ENERGY LTD.,05-07-079-11W6,7079116,50,12,2020,7079116,55.83246991,-119.69703840000001
WHITECAP WAPITI 5-31-67-8,0498988,ALBERTA CROWN,845.8M,100/05-31-067-08W6/00  N  641.4M  W,724.8M,GRANDE PRAIRIE,3668.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-12-10,DEV (NC),WAPITI,CARDIUM FM,WHITECAP RESOURCES INC.,07-32-067-08W6,32067086,50,12,2020,32067086,54.84330606,-119.17026070000001
VEI HZ CARROT 14-20-53-13,0498989,ALBERTA CROWN,875.9M,100/14-20-053-13W5/00  S  225.6M  W,444.9M,DRAYTON VALLEY,6313.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-10,DEV (NC),CARROT CREEK,ELLERSLIE MBR,VERMILION ENERGY INC.,15-23-053-14W5,23053145,50,12,2020,23053145,53.59197873,-115.94247730000001
BIR 5-7 HZ 103 PCOUPES 13-13-79-12,0498990,ALBERTA CROWN,716.3M,103/13-13-079-12W6/00  N  559.7M  E,253.1M,GRANDE PRAIRIE,5470.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-10,DEV (C),POUCE COUPE SOUTH,MONTNEY FM,BIRCHCLIFF ENERGY LTD.,05-07-079-11W6,7079116,50,12,2020,7079116,55.83246991,-119.69703840000001
WHITECAP 102 WAPITI 4-31-67-8,0498991,ALBERTA CROWN,845.8M,102/04-31-067-08W6/00  N  632.2M  W,720.7M,GRANDE PRAIRIE,3739.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-12-10,DEV (NC),WAPITI,CARDIUM FM,WHITECAP RESOURCES INC.,07-32-067-08W6,32067086,50,12,2020,32067086,54.84330606,-119.17026070000001
BIR 507 HZ 102 PCOUPES 14-13-79-12,0498992,ALBERTA CROWN,716.4M,102/14-13-079-12W6/00  N  570.2M  E,236.1M,GRANDE PRAIRIE,5140.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-10,DEV (C),POUCE COUPE SOUTH,MONTNEY FM,BIRCHCLIFF ENERGY LTD.,05-07-079-11W6,7079116,50,12,2020,7079116,55.83246991,-119.69703840000001
DELTASTREAM CANAL 13-21-70-23,0498993,ALBERTA CROWN,626.2M,100/13-21-070-23W4/00  S   25.0M  E,431.0M,ST. ALBERT,2700.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-12-10,DEV (C),CANAL,CLEARWATER FM,DELTASTREAM ENERGY CORPORATION,14-16-070-23W4,16070234,50,12,2020,16070234,55.06039008,-113.43784479999998
DELTASTREAM CANAL 13-21-70-23,0498994,ALBERTA CROWN,626.2M,102/13-21-070-23W4/00  S   25.0M  E,441.0M,ST. ALBERT,2700.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-12-10,DEV (C),CANAL,CLEARWATER FM,DELTASTREAM ENERGY CORPORATION,14-16-070-23W4,16070234,50,12,2020,16070234,55.06039008,-113.43784479999998
DELTASTREAM CANAL 14-21-70-23,0498995,ALBERTA CROWN,626.1M,102/14-21-070-23W4/00  S   25.0M  E,451.0M,ST. ALBERT,2700.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-12-10,DEV (C),CANAL,CLEARWATER FM,DELTASTREAM ENERGY CORPORATION,14-16-070-23W4,16070234,50,12,2020,16070234,55.06039008,-113.43784479999998
DELTASTREAM CANAL 14-21-70-23,0498997,ALBERTA CROWN,626.1M,103/14-21-070-23W4/00  S   25.0M  E,461.0M,ST. ALBERT,2700.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-12-10,DEV (C),CANAL,CLEARWATER FM,DELTASTREAM ENERGY CORPORATION,14-16-070-23W4,16070234,50,12,2020,16070234,55.06039008,-113.43784479999998
YANGARRA HZ 103 FERRIER 16-11-38-8,0498998,ALBERTA CROWN,1068.5M,103/16-11-038-08W5/00  S   50.0M  W,476.7M,RED DEER,5505.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-12-10,DEV (NC),FERRIER,CARDIUM FM,YANGARRA RESOURCES CORP.,15-35-037-08W5,35037085,50,12,2020,35037085,52.22429027,-115.02542859999998
SPL 6-5 HZ GODIN 3-32-79-2,0498999,ALBERTA CROWN,604.3M,100/03-32-079-02W5/00  N  527.9M  E,403.6M,ST. ALBERT,2400.0,HORIZONTAL,NEW,PRODUCTION,CRUDE BITUMEN,2020-12-10,DEV (NC),UNDEFINED,CLEARWATER FM,SPUR PETROLEUM LTD.,06-05-080-02W5,5080025,50,12,2020,5080025,55.90539501,-114.2622128
AVN HZ PCOUPES 2-7-77-13,0499000,ALBERTA CROWN,755.8M,100/02-07-077-13W6/00  N  701.4M  W,366.6M,GRANDE PRAIRIE,4500.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-10,DEV (NC),POUCE COUPE SOUTH,MONTNEY FM,ADVANTAGE OIL & GAS LTD.,08-05-077-13W6,5077136,50,12,2020,5077136,55.64321628,-119.9656476
TIMBERROCK HZ HARME 15-29-33-3,0499001,ALBERTA CROWN,1054.1M,100/15-29-033-03W5/00  S  149.6M  W,662.5M,RED DEER,4100.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-10,DEV (NC),HARMATTAN EAST,GLAUCONITIC SS,TIMBERROCK ENERGY CORP.,15-20-033-03W5,20033035,50,12,2020,20033035,51.84592789,-114.37979969999999
TXNE 2B-34 HZ BANTRY 3-28-16-13,0499002,FREEHOLD,748.4M,100/03-28-016-13W4/00  N   70.3M  W,726.7M,MEDICINE HAT,3600.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-12-10,DEV (NC),BANTRY,GLAUCONITIC SS,TORXEN ENERGY LTD.,02-34-016-13W4,34016134,50,12,2020,34016134,50.39007076,-111.700172
TIMBERROCK HZ 102 HARME 16-29-33-3,0499003,ALBERTA CROWN,1054.3M,102/16-29-033-03W5/00  S  149.6M  W,652.5M,RED DEER,4100.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-10,DEV (NC),HARMATTAN EAST,GLAUCONITIC SS,TIMBERROCK ENERGY CORP.,15-20-033-03W5,20033035,50,12,2020,20033035,51.84592789,-114.37979969999999
