WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
CHEVRON 102 HZ FOXCK 4-36-61-19,0497243,ALBERTA CROWN,905.7M,102/04-36-061-19W5/00  S  405.9M  E,265.8M,ST. ALBERT,5965.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-07,DEV (NC),FOX CREEK,DUVERNAY FM,CHEVRON CANADA LIMITED,12-02-062-19W5,2062195,2,1,2020,2062195,54.33413782,-116.7265771
SUNCOR OB LEWIS 5-7-92-7,0497244,ALBERTA CROWN,463.9M,100/05-07-092-07W4/00  N  588.8M  E,67.6M,BONNYVILLE,182.0,VERTICAL,NEW,OBSERVATION,NONE,2020-01-07,DSW (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,05-07-092-07W4,7092074,2,1,2020,7092074,56.96625357,-111.1058581
SUNCOR OB LEWIS 5-10-92-8,0497245,ALBERTA CROWN,442.6M,100/05-10-092-08W4/00  N  485.9M  E,200.1M,BONNYVILLE,175.0,VERTICAL,NEW,OBSERVATION,NONE,2020-01-07,DSW (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,05-10-092-08W4,10092084,2,1,2020,10092084,56.96626422,-111.18632649999999
SUNCOR DW LEWIS 6-24-92-8,0497246,ALBERTA CROWN,464.3M,100/06-24-092-08W4/00  N  794.9M  E,747.1M,BONNYVILLE,193.0,VERTICAL,NEW,OBSERVATION,NONE,2020-01-07,DSW (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,06-24-092-08W4,24092084,2,1,2020,24092084,56.99532143,-111.1326842
SUNCOR DW LEWIS 6-34-92-8,0497247,ALBERTA CROWN,438.5M,100/06-34-092-08W4/00  N  546.0M  E,449.8M,BONNYVILLE,170.0,VERTICAL,NEW,OBSERVATION,NONE,2020-01-07,DSW (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,06-34-092-08W4,34092084,2,1,2020,34092084,57.02442638,-111.18632140000001
SUNCOR DW LEWIS  7-10-92-8,0497248,ALBERTA CROWN,448.2M,100/07-10-092-08W4/00  N  507.5M  W,775.0M,BONNYVILLE,180.0,VERTICAL,NEW,OBSERVATION,NONE,2020-01-07,DSW (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,07-10-092-08W4,10092084,2,1,2020,10092084,56.96626422,-111.18632649999999
SUNCOR DW LEWIS 8-11-92-8,0497249,ALBERTA CROWN,463.1M,100/08-11-092-08W4/00  N  497.2M  W,223.4M,BONNYVILLE,200.0,VERTICAL,NEW,OBSERVATION,NONE,2020-01-07,DSW (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,08-11-092-08W4,11092084,2,1,2020,11092084,56.96625563,-111.15950670000001
SUNCOR DW LEWIS 9-22-92-8,0497250,ALBERTA CROWN,442.8M,100/09-22-092-08W4/00  S  428.5M  W,24.5M,BONNYVILLE,182.0,VERTICAL,NEW,OBSERVATION,NONE,2020-01-07,DSW (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,09-22-092-08W4,22092084,2,1,2020,22092084,56.99534417,-111.1863225
TOURMALINE HZ ANDERSN 1-15-51-23,0497251,ALBERTA CROWN,1196.7M,100/01-15-051-23W5/00  N  479.7M  W,419.6M,DRAYTON VALLEY,4800.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-07,DEV (C),ANDERSON,CARDIUM FM,TOURMALINE OIL CORP.,07-11-051-23W5,11051235,2,1,2020,11051235,53.38843467,-117.2692442
SUNCOR OB LEWIS 10-30-92-8,0497252,ALBERTA CROWN,410M,100/10-30-092-08W4/00  S  613.8M  W,707.0M,BONNYVILLE,246.0,VERTICAL,NEW,OBSERVATION,NONE,2020-01-07,DSW (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,10-30-092-08W4,30092084,2,1,2020,30092084,57.009966299999995,-111.2667747
VEI HZ CARROT 1-27-53-13,0497253,ALBERTA CROWN,873.8M,100/01-27-053-13W5/00  N  310.1M  W,75.0M,DRAYTON VALLEY,5185.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-07,DEV (NC),CARROT CREEK,ELLERSLIE MBR,VERMILION ENERGY INC.,01-29-053-13W5,29053135,2,1,2020,29053135,53.60662961,-115.86894869999999
SUNCOR P819S1 DOVER 14-33-92-12,0497254,ALBERTA CROWN,379M,102/14-33-092-12W4/00  N  748.8M  E,21.0M,BONNYVILLE,1515.0,HORIZONTAL,NEW,INJECTION,WATER,2020-01-07,DSW (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,05-03-093-12W4,3093124,2,1,2020,3093124,57.03904769,-111.8300904
SUNCOR P819S2 DOVER 14-33-92-12,0497255,ALBERTA CROWN,379M,103/14-33-092-12W4/00  N  773.2M  E,3.5M,BONNYVILLE,1469.0,HORIZONTAL,NEW,INJECTION,WATER,2020-01-07,DSW (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,05-03-093-12W4,3093124,2,1,2020,3093124,57.03904769,-111.8300904
SUNCOR P819S3 DOVER 14-33-92-12,0497256,ALBERTA CROWN,379M,104/14-33-092-12W4/00  N  797.6M  W,623.2M,BONNYVILLE,1490.0,HORIZONTAL,NEW,INJECTION,WATER,2020-01-07,DSW (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,05-03-093-12W4,3093124,2,1,2020,3093124,57.03904769,-111.8300904
SUNCOR P819S4 DOVER 14-33-92-12,0497257,ALBERTA CROWN,379M,105/14-33-092-12W4/00  S  787.3M  W,11.3M,BONNYVILLE,1465.0,HORIZONTAL,NEW,INJECTION,WATER,2020-01-07,DSW (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,09-04-093-12W4,4093124,2,1,2020,4093124,57.03904957,-111.8569294
SUNCOR P819S5 DOVER 3-4-93-12,0497258,ALBERTA CROWN,379M,104/03-04-093-12W4/00  S  762.9M  W,28.8M,BONNYVILLE,1410.0,HORIZONTAL,NEW,INJECTION,WATER,2020-01-07,DSW (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,09-04-093-12W4,4093124,2,1,2020,4093124,57.03904957,-111.8569294
SUNCOR P819S6 DOVER 3-4-93-12,0497259,ALBERTA CROWN,379M,105/03-04-093-12W4/00  S  738.5M  W,46.3M,BONNYVILLE,1419.0,HORIZONTAL,NEW,INJECTION,WATER,2020-01-07,DSW (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,09-04-093-12W4,4093124,2,1,2020,4093124,57.03904957,-111.8569294
SUNCOR P819S7 DOVER 4-4-93-12,0497260,ALBERTA CROWN,379M,106/04-04-093-12W4/00  S  714.1M  W,63.8M,BONNYVILLE,1443.0,HORIZONTAL,NEW,INJECTION,WATER,2020-01-07,DSW (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,09-04-093-12W4,4093124,2,1,2020,4093124,57.03904957,-111.8569294
SUNCOR P819S8 DOVER 4-4-93-12,0497261,ALBERTA CROWN,379M,107/04-04-093-12W4/00  S  689.8M  W,81.3M,BONNYVILLE,1475.0,HORIZONTAL,NEW,INJECTION,WATER,2020-01-07,DSW (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,09-04-093-12W4,4093124,2,1,2020,4093124,57.03904957,-111.8569294
SUNCOR P819S9 DOVER 4-4-93-12,0497262,ALBERTA CROWN,379M,108/04-04-093-12W4/00  S  665.4M  W,98.7M,BONNYVILLE,1518.0,HORIZONTAL,NEW,INJECTION,WATER,2020-01-07,DSW (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,09-04-093-12W4,4093124,2,1,2020,4093124,57.03904957,-111.8569294
SUNCOR P819P7 DOVER 4-4-93-12,0497263,ALBERTA CROWN,379M,109/04-04-093-12W4/00  S  702.0M  W,72.5M,BONNYVILLE,1436.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-01-07,DEV (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,09-04-093-12W4,4093124,2,1,2020,4093124,57.03904957,-111.8569294
SUNCOR P819P9 DOVER 4-4-93-12,0497264,ALBERTA CROWN,379M,110/04-04-093-12W4/00  S  653.2M  W,107.5M,BONNYVILLE,1510.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-01-07,DEV (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,09-04-093-12W4,4093124,2,1,2020,4093124,57.03904957,-111.8569294
SUNCOR P819P1 DOVER 14-33-92-12,0497265,ALBERTA CROWN,379M,106/14-33-092-12W4/00  N  761.0M  E,12.2M,BONNYVILLE,1525.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-01-07,DEV (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,05-03-093-12W4,3093124,2,1,2020,3093124,57.03904769,-111.8300904
SUNCOR P819P2 DOVER 14-33-92-12,0497266,ALBERTA CROWN,379M,107/14-33-092-12W4/00  N  785.4M  W,614.5M,BONNYVILLE,1476.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-01-07,DEV (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,05-03-093-12W4,3093124,2,1,2020,3093124,57.03904769,-111.8300904
SUNCOR P819P3 DOVER 14-33-92-12,0497267,ALBERTA CROWN,379M,108/14-33-092-12W4/00  S  799.5M  W,2.6M,BONNYVILLE,1495.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-01-07,DEV (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,09-04-093-12W4,4093124,2,1,2020,4093124,57.03904957,-111.8569294
SUNCOR P819P4 DOVER 14-33-92-12,0497268,ALBERTA CROWN,379M,109/14-33-092-12W4/00  S  775.1M  W,20.1M,BONNYVILLE,1469.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-01-07,DEV (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,09-04-093-12W4,4093124,2,1,2020,4093124,57.03904957,-111.8569294
SUNCOR P819P5 DOVER 3-4-93-12,0497269,ALBERTA CROWN,379M,106/03-04-093-12W4/00  S  750.7M  W,37.6M,BONNYVILLE,1412.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-01-07,DEV (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,09-04-093-12W4,4093124,2,1,2020,4093124,57.03904957,-111.8569294
SUNCOR P819P6 DOVER 3-4-93-12,0497270,ALBERTA CROWN,379M,107/03-04-093-12W4/00  S  726.3M  W,55.0M,BONNYVILLE,1418.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-01-07,DEV (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,09-04-093-12W4,4093124,2,1,2020,4093124,57.03904957,-111.8569294
PEYTO WILD RIV 9-8-56-24,0497271,ALBERTA CROWN,1130.7M,102/09-08-056-24W5/00  S  163.2M  E,81.7M,DRAYTON VALLEY,3500.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-07,DEV (C),WILD RIVER,CARDIUM FM,PEYTO EXPLORATION & DEVELOPMENT CORP.,13-08-056-24W5,8056245,2,1,2020,8056245,53.82469627,-117.5196064
PEYTO WILD RIV 4-8-56-24,0497272,ALBERTA CROWN,1130.7M,103/04-08-056-24W5/00  S  159.8M  E,78.1M,DRAYTON VALLEY,3800.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-07,DEV (C),WILD RIVER,CARDIUM FM,PEYTO EXPLORATION & DEVELOPMENT CORP.,13-08-056-24W5,8056245,2,1,2020,8056245,53.82469627,-117.5196064
INSIGNIAENERGY 2 PCOUPES 16-29-77-11,0497273,ALBERTA CROWN,753.3M,102/16-29-077-11W6/00  N    9.0M  W,268.7M,GRANDE PRAIRIE,4000.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-07,DEV (C),POUCE COUPE SOUTH,MONTNEY FM,INSIGNIA ENERGY LTD.,01-29-077-11W6,29077116,2,1,2020,29077116,55.70141509,-119.65525509999999
TAC 14-21 HZ 1F1 PROVOST 3-33-34-8,0497274,ALBERTA CROWN,782.3M,1F1/03-33-034-08W4/00  S  175.0M  E,591.0M,WAINWRIGHT,2370.0,HORIZONTAL,NEW,PRODUCTION,WATER,2020-01-07,OTH (NC),PROVOST,BASAL BELLY RIVER SD,TAMARACK ACQUISITION CORP.,14-21-034-08W4,21034084,2,1,2020,21034084,51.93274758,-111.0682461
ECA HZ SAXON 16-32-61-24,0497275,ALBERTA CROWN,1067.8M,104/16-32-061-24W5/00  S  614.6M  W,272.4M,GRANDE PRAIRIE,6927.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-07,DEV (NC),SAXON,DUVERNAY FM,ENCANA CORPORATION,09-07-062-24W5,7062245,2,1,2020,7062245,54.34855716,-117.5763148
ECA HZ SAXON 13-33-61-24,0497276,ALBERTA CROWN,1068M,100/13-33-061-24W5/00  S  614.5M  W,262.4M,GRANDE PRAIRIE,6927.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-07,DEV (NC),SAXON,DUVERNAY FM,ENCANA CORPORATION,09-07-062-24W5,7062245,2,1,2020,7062245,54.34855716,-117.5763148
DELTASTREAM CANAL 4-30-70-23,0497277,ALBERTA CROWN,626.1M,100/04-30-070-23W4/00  N   66.0M  E,649.0M,ST. ALBERT,2900.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-07,DEV (C),CANAL,CLEARWATER FM,DELTASTREAM ENERGY CORPORATION,03-29-070-23W4,29070234,2,1,2020,29070234,55.08949989,-113.463237
DELTASTREAM CANAL 4-30-70-23,0497278,ALBERTA CROWN,626.1M,102/04-30-070-23W4/00  N   56.0M  E,649.0M,ST. ALBERT,2900.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-07,DEV (C),CANAL,CLEARWATER FM,DELTASTREAM ENERGY CORPORATION,03-29-070-23W4,29070234,2,1,2020,29070234,55.08949989,-113.463237
TAC 1-22 HZ PROVOST 6-15-34-8,0497279,ALBERTA CROWN,777.5M,100/06-15-034-08W4/00  N  162.2M  W,85.2M,WAINWRIGHT,2516.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-07,DEV (NC),PROVOST,VIKING FM,TAMARACK ACQUISITION CORP.,01-22-034-08W4,22034084,2,1,2020,22034084,51.93273621,-111.04460139999999
TAC 1-22 HZ PROVOST 5-15-34-8,0497280,ALBERTA CROWN,777.7M,100/05-15-034-08W4/00  N  178.2M  W,85.2M,WAINWRIGHT,2600.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-07,DEV (NC),PROVOST,VIKING FM,TAMARACK ACQUISITION CORP.,01-22-034-08W4,22034084,2,1,2020,22034084,51.93273621,-111.04460139999999
TAC 1-22 HZ 105 PROVOST 12-15-34-8,0497281,ALBERTA CROWN,777.6M,105/12-15-034-08W4/00  N  170.2M  W,85.2M,WAINWRIGHT,2730.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-07,DEV (NC),PROVOST,VIKING FM,TAMARACK ACQUISITION CORP.,01-22-034-08W4,22034084,2,1,2020,22034084,51.93273621,-111.04460139999999
