WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
MEG AQ1P HARDY 4-13-77-6,0482690,ALBERTA CROWN,567.2M,116/04-13-077-06W4/02  S  157.0M  W,69.7M,BONNYVILLE,1773.6,HORIZONTAL,RESUMPTIO,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-11-04,DEV (NC),HARDY,MCMURRAY FM,MEG ENERGY CORP.,16-12-077-06W4,12077064,45,11,2020,12077064,55.65715748,-110.7821393
MEG DB4P HARDY 3-13-77-5,0486222,ALBERTA CROWN,583.8M,100/03-13-077-05W4/02  N  755.3M  W,529.9M,BONNYVILLE,1500.0,HORIZONTAL,RESUMPTIO,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-11-04,DEV (NC),HARDY,MCMURRAY FM,MEG ENERGY CORP.,07-14-077-05W4,14077054,45,11,2020,14077054,55.67179799,-110.65273
TOURMALINE HZ STOLBERG 6-7-43-14,0498655,ALBERTA CROWN,1173.2M,100/06-07-043-14W5/00  S  189.9M  W,73.9M,DRAYTON VALLEY,5607.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-11-04,DEV (NC),STOLBERG,NOTIKEWIN MBR,TOURMALINE OIL CORP.,16-13-043-15W5,13043155,45,11,2020,13043155,52.70521959,-116.03254440000002
TOURMALINE HZ PLUTO 15-24-43-15,0498656,ALBERTA CROWN,1173.2M,100/15-24-043-15W5/00  S  185.0M  W,74.9M,DRAYTON VALLEY,5078.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-11-04,DEV (NC),UNDEFINED,NOTIKEWIN MBR,TOURMALINE OIL CORP.,16-13-043-15W5,13043155,45,11,2020,13043155,52.70521959,-116.03254440000002
SURGE ENERGY HZ 102 WAINWR 1-32-44-7,0498657,ALBERTA CROWN,677.5M,102/01-32-044-07W4/00  N   95.1M  E,187.4M,WAINWRIGHT,2540.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-11-04,DEV (NC),WAINWRIGHT,SPARKY MBR,SURGE ENERGY INC.,04-04-045-07W4,4045074,45,11,2020,4045074,52.85073968,-110.94737240000002
SURGE ENERGY HZ 102 WAINWR 4-33-44-7,0498658,ALBERTA CROWN,677.5M,102/04-33-044-07W4/00  N   85.1M  E,187.4M,WAINWRIGHT,2385.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-11-04,DEV (NC),WAINWRIGHT,SPARKY MBR,SURGE ENERGY INC.,04-04-045-07W4,4045074,45,11,2020,4045074,52.85073968,-110.94737240000002
SURGE ENERGY HZ 103 WAINWR 4-33-44-7,0498659,ALBERTA CROWN,678M,103/04-33-044-07W4/00  N   75.1M  E,187.4M,WAINWRIGHT,2390.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-11-04,DEV (NC),WAINWRIGHT,SPARKY MBR,SURGE ENERGY INC.,04-04-045-07W4,4045074,45,11,2020,4045074,52.85073968,-110.94737240000002
SURGE ENERGY HZ 102 WAINWR 13-4-45-7,0498660,ALBERTA CROWN,678.2M,102/13-04-045-07W4/00  N   65.1M  E,187.4M,WAINWRIGHT,2190.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-11-04,DEV (NC),WAINWRIGHT,SPARKY MBR,SURGE ENERGY INC.,04-04-045-07W4,4045074,45,11,2020,4045074,52.85073968,-110.94737240000002
CNRL HZ SUNDANCE 14-9-55-22,0498661,ALBERTA CROWN,1139.9M,100/14-09-055-22W5/00  S  579.7M  W,680.8M,DRAYTON VALLEY,4843.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-11-04,DEV (NC),SUNDANCE,FALHER MBR,CANADIAN NATURAL RESOURCES LIMITED,10-04-055-22W5,4055225,45,11,2020,4055225,53.72298865,-117.19731259999999
WESTBRICK HZ 103 WILLGR 4-8-44-9,0498662,ALBERTA CROWN,1011.4M,103/04-08-044-09W5/00  S  734.5M  E,435.5M,RED DEER,5300.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-11-04,DEV (C),WILLESDEN GREEN,UPPER MANNVILLE FM,WESTBRICK ENERGY LTD.,11-10-044-09W5,10044095,45,11,2020,10044095,52.77790175,-115.2105804
WESTBRICK HZ WILLGR 13-9-44-9,0498663,ALBERTA CROWN,1011.1M,100/13-09-044-09W5/00  S  734.5M  E,425.5M,RED DEER,4650.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-11-04,DEV (C),WILLESDEN GREEN,UPPER MANNVILLE FM,WESTBRICK ENERGY LTD.,11-10-044-09W5,10044095,45,11,2020,10044095,52.77790175,-115.2105804
IMP H39B PSW LEMING 3-10-66-4,0498664,ALBERTA CROWN,609.7M,108/03-10-066-04W4/00  N,694.8M,BONNYVILLE,395.0,VERTICAL,NEW,OBSERVATION,NONE,2020-11-04,DSW (NC),LEMING,GRAND RAPIDS FM,IMPERIAL OIL RESOURCES LIMITED,03-10-066-04W4,10066044,45,11,2020,10066044,54.69702879,-110.5102354
