WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
TQN CAROL 1-13-33-6,0498827,ALBERTA CROWN,1171.1M,100/01-13-033-06W5/00  N   75.2M  W,552.4M,RED DEER,6088.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-11-30,DEV (NC),CAROLINE,GLAUCONITIC SS,TAQA NORTH LTD.,02-25-033-06W5,25033065,49,11,2020,25033065,51.86055453,-114.7104153
DELTASTREAM MARTENH 15-8-75-25,0498828,ALBERTA CROWN,698.6M,100/15-08-075-25W4/00  S  205.4M  W,496.9M,ST. ALBERT,2500.0,HORIZONTAL,NEW,PRODUCTION,CRUDE BITUMEN,2020-11-30,DEV (NC),MARTEN HILLS,CLEARWATER FM,DELTASTREAM ENERGY CORPORATION,15-05-075-25W4,5075254,49,11,2020,5075254,55.46818419,-113.8356452
DELTASTREAM MARTENH 15-8-75-25,0498829,ALBERTA CROWN,698.3M,102/15-08-075-25W4/00  S  209.6M  W,488.0M,ST. ALBERT,2400.0,HORIZONTAL,NEW,PRODUCTION,CRUDE BITUMEN,2020-11-30,DEV (NC),MARTEN HILLS,CLEARWATER FM,DELTASTREAM ENERGY CORPORATION,15-05-075-25W4,5075254,49,11,2020,5075254,55.46818419,-113.8356452
DELTASTREAM MARTENH 16-8-75-25,0498830,ALBERTA CROWN,697.7M,103/16-08-075-25W4/00  S  214.2M  W,479.2M,ST. ALBERT,2400.0,HORIZONTAL,NEW,PRODUCTION,CRUDE BITUMEN,2020-11-30,DEV (NC),MARTEN HILLS,CLEARWATER FM,DELTASTREAM ENERGY CORPORATION,15-05-075-25W4,5075254,49,11,2020,5075254,55.46818419,-113.8356452
DELTASTREAM MARTENH 16-4-75-25,0498831,ALBERTA CROWN,698.2M,100/16-04-075-25W4/00  S  218.5M  W,470.0M,ST. ALBERT,2700.0,HORIZONTAL,NEW,PRODUCTION,CRUDE BITUMEN,2020-11-30,DEV (NC),MARTEN HILLS,CLEARWATER FM,DELTASTREAM ENERGY CORPORATION,15-05-075-25W4,5075254,49,11,2020,5075254,55.46818419,-113.8356452
DELTASTREAM MARTENH 16-4-75-25,0498832,ALBERTA CROWN,698.1M,102/16-04-075-25W4/00  S  222.9M  W,461.0M,ST. ALBERT,2700.0,HORIZONTAL,NEW,PRODUCTION,CRUDE BITUMEN,2020-11-30,DEV (NC),MARTEN HILLS,CLEARWATER FM,DELTASTREAM ENERGY CORPORATION,15-05-075-25W4,5075254,49,11,2020,5075254,55.46818419,-113.8356452
DELTASTREAM MARTENH 9-4-75-25,0498833,ALBERTA CROWN,698M,100/09-04-075-25W4/00  S  227.5M  W,452.3M,ST. ALBERT,2700.0,HORIZONTAL,NEW,PRODUCTION,CRUDE BITUMEN,2020-11-30,DEV (NC),MARTEN HILLS,CLEARWATER FM,DELTASTREAM ENERGY CORPORATION,15-05-075-25W4,5075254,49,11,2020,5075254,55.46818419,-113.8356452
CNRL 7B HZ SUGDEN 7-17-62-7,0498834,ALBERTA CROWN,600.8M,103/07-17-062-07W4/00  N   45.0M  E,752.6M,BONNYVILLE,2024.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-11-30,DEV (NC),SUGDEN,SPARKY MBR,CANADIAN NATURAL RESOURCES LIMITED,03-16-062-07W4,16062074,49,11,2020,16062074,54.36256963,-110.9802739
KARVE 102 HZ PROVOST 3-26-35-8,0498835,BOTH,817.7M,102/03-26-035-08W4/00  S  613.2M  W,120.2M,WAINWRIGHT,1994.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-11-30,DEV (NC),PROVOST,VIKING FM,KARVE ENERGY INC.,09-22-035-08W4,22035084,49,11,2020,22035084,52.01933803,-111.0526747
KARVE 102 HZ PROVOST 16-23-35-8,0498836,ALBERTA CROWN,817.5M,102/16-23-035-08W4/00  S  623.2M  W,120.2M,WAINWRIGHT,2453.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-11-30,DEV (NC),PROVOST,VIKING FM,KARVE ENERGY INC.,09-22-035-08W4,22035084,49,11,2020,22035084,52.01933803,-111.0526747
