WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
ARTIS HZ TWINING 10-31-30-24,0499197,ALBERTA CROWN,888.2M,100/10-31-030-24W4/00  S  114.9M  E,768.9M,RED DEER,6300.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-08,DEV (NC),TWINING,DUVERNAY FM,ARTIS EXPLORATION LTD.,14-08-031-24W4,8031244,1,1,2021,8031244,51.64155109,-113.3593881
ARTIS HZ 102 TWINING 15-20-31-24,0499198,BOTH,888M,103/15-20-031-24W4/00  S  114.9M  E,780.9M,RED DEER,6000.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-08,DEV (NC),TWINING,DUVERNAY FM,ARTIS EXPLORATION LTD.,14-08-031-24W4,8031244,1,1,2021,8031244,51.64155109,-113.3593881
VEI HZ WESTPEM 1-31-49-13,0499199,ALBERTA CROWN,993.1M,100/01-31-049-13W5/00  S  110.0M  W,412.8M,DRAYTON VALLEY,5232.0,HORIZONTAL,NEW,PRODUCTION,GAS,2021-01-08,DEV (NC),WESTPEM,NOTIKEWIN MBR,VERMILION ENERGY INC.,15-06-050-13W5,6050135,1,1,2021,6050135,53.28701167,-115.8788677
KARVE HZ PROVOST 1-32-35-2,0499200,ALBERTA CROWN,757.4M,100/01-32-035-02W4/00  N   40.0M  E,70.3M,WAINWRIGHT,2641.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-08,DEV (NC),PROVOST,VIKING FM,KARVE ENERGY INC.,04-28-035-02W4,28035024,1,1,2021,28035024,52.03397541,-110.2192808
SYNCRUDE 21-4902 DAPHNE 9-13-96-11,0499201,ALBERTA CROWN,287.5M,1AA/09-13-096-11W4/00  S  695.6M  W,158.7M,BONNYVILLE,151.0,VERTICAL,NEW,OIL SAND EVALUATION,CRUDE BITUMEN,2021-01-08,OV (C),UNDEFINED,MCMURRAY FM,SYNCRUDE CANADA LTD.,09-13-096-11W4,13096114,1,1,2021,13096114,57.32992575,-111.6318416
KARVE HZ PROVOST 1-20-35-2,0499202,ALBERTA CROWN,757.5M,100/01-20-035-02W4/00  N   40.0M  E,80.3M,WAINWRIGHT,2283.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-08,DEV (NC),PROVOST,VIKING FM,KARVE ENERGY INC.,04-28-035-02W4,28035024,1,1,2021,28035024,52.03397541,-110.2192808
TAC 9-23 HZ 102 NIPISI 9-22-76-7,0499203,ALBERTA CROWN,750.2M,100/09-22-076-07W5/00  S  527.5M  W,224.4M,ST. ALBERT,2522.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-08,DEV (NC),NIPISI,CLEARWATER FM,TAMARACK ACQUISITION CORP.,09-23-076-07W5,23076075,1,1,2021,23076075,55.59930573,-114.9587945
SYNCRUDE 21-4903 DAPHNE 6-13-96-11,0499204,ALBERTA CROWN,282.8M,1AB/06-13-096-11W4/00  N  604.1M  E,550.0M,BONNYVILLE,134.0,VERTICAL,NEW,OIL SAND EVALUATION,CRUDE BITUMEN,2021-01-08,OV (C),UNDEFINED,MCMURRAY FM,SYNCRUDE CANADA LTD.,06-13-096-11W4,13096114,1,1,2021,13096114,57.32992575,-111.6318416
TAC 9-23 HZ NIPISI 9-22-76-7,0499205,ALBERTA CROWN,750.3M,102/09-22-076-07W5/00  S  521.0M  W,216.8M,ST. ALBERT,2367.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-08,DEV (NC),NIPISI,CLEARWATER FM,TAMARACK ACQUISITION CORP.,09-23-076-07W5,23076075,1,1,2021,23076075,55.59930573,-114.9587945
SYNCRUDE 21-4905 DAPHNE 7-13-96-11,0499206,ALBERTA CROWN,284.9M,1AB/07-13-096-11W4/00  N  409.8M  W,528.6M,BONNYVILLE,123.0,VERTICAL,NEW,OIL SAND EVALUATION,CRUDE BITUMEN,2021-01-08,OV (C),UNDEFINED,MCMURRAY FM,SYNCRUDE CANADA LTD.,07-13-096-11W4,13096114,1,1,2021,13096114,57.32992575,-111.6318416
SYNCRUDE 21-4908 DAPHNE 16-12-96-11,0499207,ALBERTA CROWN,289.8M,1AC/16-12-096-11W4/00  S  166.1M  W,147.5M,BONNYVILLE,125.0,VERTICAL,NEW,OIL SAND EVALUATION,CRUDE BITUMEN,2021-01-08,OV (C),UNDEFINED,MCMURRAY FM,SYNCRUDE CANADA LTD.,16-12-096-11W4,12096114,1,1,2021,12096114,57.3152885,-111.6318658
SYNCRUDE 21-4909 DAPHNE 8-1-96-11,0499208,ALBERTA CROWN,282.9M,1AC/08-01-096-11W4/00  N  450.7M  W,321.1M,BONNYVILLE,99.0,VERTICAL,NEW,OIL SAND EVALUATION,CRUDE BITUMEN,2021-01-08,OV (C),UNDEFINED,MCMURRAY FM,SYNCRUDE CANADA LTD.,08-01-096-11W4,1096114,1,1,2021,1096114,57.30083168,-111.6318896
