WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
CNRL 5W KENT 5-23-60-2,0497567,ALBERTA CROWN,581.4M,100/05-23-060-02W4/00  N  728.1M  E,617.1M,BONNYVILLE,785.0,SLANT,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-01-29,DEV (NC),KENT,LLOYDMINSTER MBR,CANADIAN NATURAL RESOURCES LIMITED,06-23-060-02W4,23060024,5,1,2020,23060024,54.202344200000006,-110.18054240000001
CNRL 6C KENT 6-23-60-2,0497568,ALBERTA CROWN,581.4M,100/06-23-060-02W4/00  N  691.7M  E,599.4M,BONNYVILLE,475.0,SLANT,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-01-29,DEV (NC),KENT,LLOYDMINSTER MBR,CANADIAN NATURAL RESOURCES LIMITED,06-23-060-02W4,23060024,5,1,2020,23060024,54.202344200000006,-110.18054240000001
CNRL 11A KENT 11-23-60-2,0497569,ALBERTA CROWN,581.4M,102/11-23-060-02W4/00  N  678.2M  E,594.3M,BONNYVILLE,548.0,SLANT,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-01-29,DEV (NC),KENT,LLOYDMINSTER MBR,CANADIAN NATURAL RESOURCES LIMITED,06-23-060-02W4,23060024,5,1,2020,23060024,54.202344200000006,-110.18054240000001
CNRL 11C KENT 11-23-60-2,0497570,ALBERTA CROWN,581.4M,103/11-23-060-02W4/00  N  752.6M  E,630.5M,BONNYVILLE,643.0,SLANT,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-01-29,DEV (NC),KENT,LLOYDMINSTER MBR,CANADIAN NATURAL RESOURCES LIMITED,06-23-060-02W4,23060024,5,1,2020,23060024,54.202344200000006,-110.18054240000001
CNRL 12A KENT 12-23-60-2,0497571,ALBERTA CROWN,581.4M,100/12-23-060-02W4/00  N  704.8M  E,604.4M,BONNYVILLE,642.0,SLANT,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-01-29,DEV (NC),KENT,LLOYDMINSTER MBR,CANADIAN NATURAL RESOURCES LIMITED,06-23-060-02W4,23060024,5,1,2020,23060024,54.202344200000006,-110.18054240000001
CNRL 9D KENT 9-22-60-2,0497572,ALBERTA CROWN,581.4M,102/09-22-060-02W4/00  N  740.4M  E,623.8M,BONNYVILLE,933.0,SLANT,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-01-29,DEV (NC),KENT,LLOYDMINSTER MBR,CANADIAN NATURAL RESOURCES LIMITED,06-23-060-02W4,23060024,5,1,2020,23060024,54.202344200000006,-110.18054240000001
PFC HZ HOOLE 15-33-79-25,0497573,FREEHOLD,561.4M,100/15-33-079-25W4/00  N   80.0M  W,770.0M,BONNYVILLE,1720.0,HORIZONTAL,NEW,PRODUCTION,CRUDE BITUMEN,2020-01-29,DEV (NC),HOOLE,WABISKAW MBR,PETROFRONTIER CORP.,02-33-079-25W4,33079254,5,1,2020,33079254,55.88977554,-113.8426543
DELTAWEST HZ 100 PROGRESS 9-1-79-8,0497574,ALBERTA CROWN,608.9M,100/09-01-079-08W6/00  S  396.4M  W,182.9M,GRANDE PRAIRIE,1896.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-29,DEV (NC),PROGRESS,DOE CREEK MBR,DELTAWEST ENERGY LTD.,16-02-079-08W6,2079086,5,1,2020,2079086,55.81801856,-119.122965
DELTAWEST HZ 102 PROGRESS 9-1-79-8,0497575,ALBERTA CROWN,680.7M,102/09-01-079-08W6/00  S  405.5M  W,182.9M,GRANDE PRAIRIE,2009.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-29,DEV (NC),PROGRESS,DOE CREEK MBR,DELTAWEST ENERGY LTD.,09-02-079-08W6,2079086,5,1,2020,2079086,55.81801856,-119.122965
BEC HZ CROSS 13-11-30-3,0497576,ALBERTA CROWN,1091.8M,100/13-11-030-03W5/00  S  201.2M  E,581.7M,MIDNAPORE,5250.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-29,DEV (NC),CROSSFIELD,CARDIUM FM,BONAVISTA ENERGY CORPORATION,14-35-029-03W5,35029035,5,1,2020,35029035,51.52544173,-114.30643909999998
CABOT ENERGY RAINBOW 8-5-110-4,0497577,ALBERTA CROWN,406.6M,100/08-05-110-04W6/00  S  743.6M  W,462.5M,HIGH LEVEL,1700.0,DIRECTIONAL,NEW,PRODUCTION,CRUDE OIL,2020-01-29,DEV (NC),RAINBOW,KEG RIVER FM,CABOT ENERGY INC.,10-05-110-04W6,5110046,5,1,2020,5110046,58.52169701,-118.61434059999999
PEYTO CHAMBERS 4-22-41-11,0497578,ALBERTA CROWN,1097.3M,100/04-22-041-11W5/00  S   12.1M  E,502.7M,RED DEER,4510.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-29,DEV (C),CHAMBERS,MANNVILLE GRP,PEYTO EXPLORATION & DEVELOPMENT CORP.,14-22-041-11W5,22041115,5,1,2020,22041115,52.54492509,-115.48879690000001
