WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
WLEC 8HZ 1A15 SWIMMING 15-24-52-7,0497330,BOTH,626.3M,102/15-24-052-07W4/00  N  135.0M  W,490.0M,WAINWRIGHT,2650.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-10,DEV (NC),SWIMMING,REX MBR,WEST LAKE ENERGY CORP.,02-36-052-07W4,36052074,2,1,2020,36052074,53.53341039,-110.89117340000001
WLEC 8HZ 4B16 SWIMMING 16-24-52-7,0497331,BOTH,626.2M,103/16-24-052-07W4/00  N  135.0M  W,470.0M,WAINWRIGHT,2650.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-10,DEV (NC),SWIMMING,REX MBR,WEST LAKE ENERGY CORP.,02-36-052-07W4,36052074,2,1,2020,36052074,53.53341039,-110.89117340000001
PEYTO CHAMBERS 3-16-41-11,0497332,ALBERTA CROWN,1113.8M,100/03-16-041-11W5/00  N  196.0M  W,10.3M,RED DEER,4940.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-10,DEV (C),CHAMBERS,MANNVILLE GRP,PEYTO EXPLORATION & DEVELOPMENT CORP.,01-21-041-11W5,21041115,2,1,2020,21041115,52.54491845,-115.5127679
TXNE 15C-16 HZ  ALDSON 9-8-15-14,0497333,FREEHOLD,769.1M,100/09-08-015-14W4/00  S   77.0M  W,742.4M,MEDICINE HAT,3700.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-10,DEV (NC),ALDERSON,BASAL QUARTZ SD,TORXEN ENERGY LTD.,15-16-015-14W4,16015144,2,1,2020,16015144,50.25913691,-111.8606133
WHITECAP HZ FERRIER 9-13-37-8,0497334,ALBERTA CROWN,1071.1M,100/09-13-037-08W5/00  S  682.6M  W,512.7M,RED DEER,5820.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-10,DEV (NC),FERRIER,CARDIUM FM,WHITECAP RESOURCES INC.,10-25-037-08W5,25037085,2,1,2020,25037085,52.21004643,-115.00153999999999
POC HZ UKALTA 4-9-57-18,0497335,ALBERTA CROWN,632.7M,100/04-09-057-18W4/00  S  682.4M  W,70.0M,ST. ALBERT,2150.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-10,DEV (C),UKALTA,CLEARWATER FM,PERPETUAL OPERATING CORP.,09-09-057-18W4,9057184,2,1,2020,9057184,53.91244923,-112.6041591
POC HZ UKALTA 1-10-57-18,0497336,ALBERTA CROWN,632.7M,100/01-10-057-18W4/00  S  697.3M  W,55.0M,ST. ALBERT,2100.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-10,DEV (C),UKALTA,CLEARWATER FM,PERPETUAL OPERATING CORP.,09-09-057-18W4,9057184,2,1,2020,9057184,53.91244923,-112.6041591
POC 02 HZ UKALTA 8-10-57-18,0497337,ALBERTA CROWN,632.7M,102/08-10-057-18W4/00  S  682.3M  W,55.0M,ST. ALBERT,2100.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-10,DEV (C),UKALTA,CLEARWATER FM,PERPETUAL OPERATING CORP.,09-09-057-18W4,9057184,2,1,2020,9057184,53.91244923,-112.6041591
POC HZ UKALTA 5-9-57-18,0497338,ALBERTA CROWN,632.7M,100/05-09-057-18W4/00  S  697.4M  W,70.0M,ST. ALBERT,2100.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-10,DEV (C),UKALTA,CLEARWATER FM,PERPETUAL OPERATING CORP.,09-09-057-18W4,9057184,2,1,2020,9057184,53.91244923,-112.6041591
ROCKEAST HZ 102 PROVOST 11-1-40-9,0497339,FREEHOLD,745.2M,102/11-01-040-09W4/00  N  706.9M  W,80.2M,WAINWRIGHT,1650.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-10,DEV (NC),PROVOST,GLAUCONITIC SS,ROCKEAST ENERGY CORP.,08-01-040-09W4,1040094,2,1,2020,1040094,52.41212161,-111.15669540000002
