WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
TOURMALINE HZ EDSON 13-7-52-18,0499394,ALBERTA CROWN,959.3M,100/13-07-052-18W5/00  S  231.3M  W,721.8M,DRAYTON VALLEY,6000.0,HORIZONTAL,NEW,PRODUCTION,GAS,2021-01-28,DEV (C),EDSON,SPIRIT RIVER FM,TOURMALINE OIL CORP.,15-31-051-18W5,31051185,4,1,2021,31051185,53.44659053,-116.6303138
TOURMALINE HZ EDSON 15-7-52-18,0499395,ALBERTA CROWN,959.5M,100/15-07-052-18W5/00  S  228.0M  W,718.3M,DRAYTON VALLEY,5800.0,HORIZONTAL,NEW,PRODUCTION,GAS,2021-01-28,DEV (C),EDSON,SPIRIT RIVER FM,TOURMALINE OIL CORP.,15-31-051-18W5,31051185,4,1,2021,31051185,53.44659053,-116.6303138
CVE B11P10-1 LEISMER 6-14-76-6,0499396,ALBERTA CROWN,568.4M,122/06-14-076-06W4/00  S  500.3M  W,393.7M,BONNYVILLE,1540.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2021-01-28,DEV (NC),LEISMER,MCMURRAY FM,CENOVUS ENERGY INC.,09-15-076-06W4,15076064,4,1,2021,15076064,55.58455886,-110.8338978
TOURMALINE HZ EDSON 15-33-50-18,0499397,ALBERTA CROWN,998.2M,100/15-33-050-18W5/00  S  149.8M  W,93.0M,DRAYTON VALLEY,5200.0,HORIZONTAL,NEW,PRODUCTION,GAS,2021-01-28,DEV (C),EDSON,SPIRIT RIVER FM,TOURMALINE OIL CORP.,16-04-051-18W5,4051185,4,1,2021,4051185,53.37389341,-116.58118
TOURMALINE HZ EDSON 4-9-51-18,0499398,ALBERTA CROWN,998.4M,100/04-09-051-18W5/00  S  149.8M  W,97.9M,DRAYTON VALLEY,5100.0,HORIZONTAL,NEW,PRODUCTION,GAS,2021-01-28,DEV (C),EDSON,SPIRIT RIVER FM,TOURMALINE OIL CORP.,16-04-051-18W5,4051185,4,1,2021,4051185,53.37389341,-116.58118
PEINC 02 HZ MARTENH 14-1-75-26,0499399,ALBERTA CROWN,759.4M,100/14-01-075-26W4/00  S  572.9M  E,371.3M,ST. ALBERT,2675.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-28,DEV (NC),MARTEN HILLS,CLEARWATER FM,PERPETUAL ENERGY INC.,12-35-074-26W4,35074264,4,1,2021,35074264,55.45364103,-113.8784282
PEINC HZ MARTENH 15-1-75-26,0499400,ALBERTA CROWN,759.8M,100/15-01-075-26W4/00  S  583.2M  E,382.2M,ST. ALBERT,2670.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-28,DEV (NC),MARTEN HILLS,CLEARWATER FM,PERPETUAL ENERGY INC.,12-35-074-26W4,35074264,4,1,2021,35074264,55.45364103,-113.8784282
PEINC HZ MARTENH 2-12-75-26,0499401,ALBERTA CROWN,760.1M,100/02-12-075-26W4/00  S  583.8M  E,361.0M,ST. ALBERT,2675.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-28,DEV (NC),MARTEN HILLS,CLEARWATER FM,PERPETUAL ENERGY INC.,12-35-074-26W4,35074264,4,1,2021,35074264,55.45364103,-113.8784282
PEINC HZ MARTENH 1-12-75-26,0499402,ALBERTA CROWN,760.3M,100/01-12-075-26W4/00  S  594.1M  E,371.8M,ST. ALBERT,2675.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-28,DEV (NC),MARTEN HILLS,CLEARWATER FM,PERPETUAL ENERGY INC.,12-35-074-26W4,35074264,4,1,2021,35074264,55.45364103,-113.8784282
CNRL ET AL HZ KARR 13-12-66-4,0499403,ALBERTA CROWN,801M,100/13-12-066-04W6/00  S  197.6M  E,768.6M,GRANDE PRAIRIE,3640.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2021-01-28,DEV (NC),KARR,DUNVEGAN FM,CANADIAN NATURAL RESOURCES LIMITED,14-01-066-04W6,1066046,4,1,2021,1066046,54.68343676,-118.4535482
