WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
WHITECAP HZ FERRIER 8-8-38-7,0497601,FREEHOLD,1025.3M,102/08-08-038-07W5/00  N   69.5M  W,654.9M,RED DEER,3280.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-02-03,DEV (NC),FERRIER,CARDIUM FM,WHITECAP RESOURCES INC.,02-08-038-07W5,8038075,6,2,2020,8038075,52.2535778,-114.95386950000001
HUSKY OB-216 STEEPBK 6-20-95-7,0497602,ALBERTA CROWN,441.4M,100/06-20-095-07W4/00  N  444.9M  E,792.3M,BONNYVILLE,206.0,VERTICAL,NEW,OBSERVATION,NONE,2020-02-03,DSW (C),UNDEFINED,MCMURRAY FM,HUSKY OIL OPERATIONS LIMITED,06-20-095-07W4,20095074,6,2,2020,20095074,57.25719301,-111.09014340000002
PEYTO SUNDANCE 13-7-55-20,0497603,ALBERTA CROWN,1143.8M,102/13-07-055-20W5/00  N   10.0M  W,281.5M,DRAYTON VALLEY,4730.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-02-03,DEV (NC),SUNDANCE,WILRICH MBR,PEYTO EXPLORATION & DEVELOPMENT CORP.,01-14-055-21W5,14055215,6,2,2020,14055215,53.75206807,-116.99920220000001
HUSKY OB-220 STEEPBK 5-2-95-7,0497604,ALBERTA CROWN,520.5M,100/05-02-095-07W4/00  N  631.4M  E,373.9M,BONNYVILLE,271.0,VERTICAL,NEW,OBSERVATION,NONE,2020-02-03,DSW (C),UNDEFINED,MCMURRAY FM,HUSKY OIL OPERATIONS LIMITED,05-02-095-07W4,2095074,6,2,2020,2095074,57.21365363,-111.0089082
TXNE 13D-9 HZ COUNTESS 8-5-22-17,0497605,FREEHOLD,772.6M,102/08-05-022-17W4/00  S  128.4M  E,368.5M,MIDNAPORE,3665.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-02-03,DEV (NC),COUNTESS,BASAL QUARTZ SD,TORXEN ENERGY LTD.,13-09-022-17W4,9022174,6,2,2020,9022174,50.8558625,-112.2900077
PERSIST OIL 102 HZ WAYNE 12-27-28-21,0497606,FREEHOLD,836.5M,102/12-27-028-21W4/00  S  481.1M  E,83.8M,MIDNAPORE,3152.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-02-03,DEV (NC),WAYNE-ROSEDALE,BASAL QUARTZ SD,PERSIST OIL AND GAS INC.,12-34-028-21W4,34028214,6,2,2020,34028214,51.43785687,-112.86495520000001
TXNE 14C-9 HZ COUNTESS 8-5-22-17,0497607,FREEHOLD,772.6M,103/08-05-022-17W4/00  S  123.6M  E,408.2M,MIDNAPORE,3750.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-02-03,DEV (NC),COUNTESS,GLAUCONITIC SS,TORXEN ENERGY LTD.,14-09-022-17W4,9022174,6,2,2020,9022174,50.8558625,-112.2900077
TXNE 13D-9 HZ COUNTESS 12-8-22-17,0497608,FREEHOLD,772.8M,102/12-08-022-17W4/00  S  132.0M  E,338.7M,MIDNAPORE,2900.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-02-03,DEV (NC),COUNTESS,BASAL QUARTZ SD,TORXEN ENERGY LTD.,13-09-022-17W4,9022174,6,2,2020,9022174,50.8558625,-112.2900077
COR4 105 MHZ JENNER 5-4-21-8,0497609,ALBERTA CROWN,764.4M,105/05-04-021-08W4/00  S   63.5M  E,148.3M,MEDICINE HAT,1929.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-02-03,DEV (C),JENNER,LOWER MANNVILLE FM,COR4 OIL CORP.,13-04-021-08W4,4021084,6,2,2020,4021084,50.75430931,-111.0434307
ANEGADA HZ 2A WEMBLEY 2-5-72-8,0497610,ALBERTA CROWN,792.3M,100/02-05-072-08W6/00  S  558.8M  W,319.3M,GRANDE PRAIRIE,6730.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-02-03,DEV (C),WEMBLEY,CHARLIE LAKE FM,ANEGADA OIL CORP.,09-17-072-08W6,17072086,6,2,2020,17072086,55.2361034,-119.17970600000001
