WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
FORGE 102 THREEHCK 14-8-36-25,0227761,FREEHOLD,980.9M,1F1/14-08-036-25W4/03  S   41.7M  E,720.8M,RED DEER,1072.0,VERTICAL,RESUMPTIO,PRODUCTION,WATER,2020-10-27,DEV (NC),THREE HILLS CREEK,BELLY RIVER GROUP,FORGE OIL & GAS LIMITED,14-08-036-25W4,8036254,44,10,2020,8036254,52.0774305,-113.5285867
SUNCOR P7P7B FIREBAG 8-11-95-6,0365823,ALBERTA CROWN,596.5M,102/08-11-095-06W4/02  S  577.9M  W,500.5M,BONNYVILLE,1596.5,HORIZONTAL,RESUMPTIO,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-10-27,DEV (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,10-02-095-06W4,2095064,44,10,2020,2095064,57.21366247,-110.84645220000002
SUNCOR P116P6B FIREBAG 13-3-95-6,0421716,ALBERTA CROWN,587.9M,102/13-03-095-06W4/02  S  221.6M  W,737.0M,BONNYVILLE,1338.4,HORIZONTAL,RESUMPTIO,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-10-27,DEV (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,15-04-095-06W4,4095064,44,10,2020,4095064,57.21367406,-110.9006115
SUNCOR P109P6B FIREBAG 15-6-95-5,0457369,ALBERTA CROWN,584.5M,104/15-06-095-05W4/02  S  604.5M  W,565.5M,BONNYVILLE,1396.4,HORIZONTAL,RESUMPTIO,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-10-27,DEV (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,10-07-095-05W4,7095054,44,10,2020,7095054,57.22809492,-110.79229009999999
BIR 4-4 HZ PCOUPES 15-6-78-13,0498599,ALBERTA CROWN,844.8M,100/15-06-078-13W6/00  N  230.0M  E,83.5M,GRANDE PRAIRIE,4950.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-10-27,DEV (NC),POUCE COUPE SOUTH,DOIG FM,BIRCHCLIFF ENERGY LTD.,04-04-078-13W6,4078136,44,10,2020,4078136,55.73047147,-119.93976950000001
BIR 4-4 HZ PCOUPES 7-6-78-13,0498600,ALBERTA CROWN,845.2M,100/07-06-078-13W6/00  N  220.1M  E,83.0M,GRANDE PRAIRIE,4730.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-10-27,DEV (NC),POUCE COUPE SOUTH,DOIG FM,BIRCHCLIFF ENERGY LTD.,04-04-078-13W6,4078136,44,10,2020,4078136,55.73047147,-119.93976950000001
BIR 4-4 HZ 102 PCOUPES 15-7-78-13,0498601,ALBERTA CROWN,849.4M,102/15-07-078-13W6/00  N  236.9M  E,143.9M,GRANDE PRAIRIE,6100.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-10-27,DEV (NC),POUCE COUPE SOUTH,DOIG FM,BIRCHCLIFF ENERGY LTD.,04-04-078-13W6,4078136,44,10,2020,4078136,55.73047147,-119.93976950000001
BIR 4-4 HZ PCOUPES 7-7-78-13,0498602,ALBERTA CROWN,850.8M,100/07-07-078-13W6/00  N  216.9M  E,142.9M,GRANDE PRAIRIE,5370.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-10-27,DEV (NC),POUCE COUPE SOUTH,DOIG FM,BIRCHCLIFF ENERGY LTD.,04-04-078-13W6,4078136,44,10,2020,4078136,55.73047147,-119.93976950000001
BIR 4-4 HZ PCOUPES 10-7-78-13,0498603,ALBERTA CROWN,850.5M,100/10-07-078-13W6/00  N  226.9M  E,143.4M,GRANDE PRAIRIE,5730.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-10-27,DEV (NC),POUCE COUPE SOUTH,DOIG FM,BIRCHCLIFF ENERGY LTD.,04-04-078-13W6,4078136,44,10,2020,4078136,55.73047147,-119.93976950000001
ARC HZ ANTEN 9-20-67-24,0498604,ALBERTA CROWN,757.6M,100/09-20-067-24W5/00  N  706.9M  E,681.4M,GRANDE PRAIRIE,4647.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-10-27,DEV (NC),ANTE CREEK NORTH,MONTNEY FM,ARC RESOURCES LTD.,06-30-067-24W5,30067245,44,10,2020,30067245,54.82867513,-117.63693219999999
