WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
HUSKY 9C LLOYD 9-31-51-1,0499011,FREEHOLD,638.7M,100/09-31-051-01W4/00  S  126.5M  W,353.0M,WAINWRIGHT,898.0,DIRECTIONAL,NEW,PRODUCTION,CRUDE OIL,2020-12-14,DEV (NC),LLOYDMINSTER,DINA MBR,HUSKY OIL OPERATIONS LIMITED,16-31-051-01W4,31051014,51,12,2020,31051014,53.44616644,-110.1285946
HUSKY 10C LLOYD 10-31-51-1,0499012,FREEHOLD,639.5M,100/10-31-051-01W4/00  S  139.5M  W,353.0M,WAINWRIGHT,974.0,DIRECTIONAL,NEW,PRODUCTION,CRUDE OIL,2020-12-14,DEV (NC),LLOYDMINSTER,DINA MBR,HUSKY OIL OPERATIONS LIMITED,16-31-051-01W4,31051014,51,12,2020,31051014,53.44616644,-110.1285946
HUSKY 16D LLOYD 16-31-51-1,0499013,FREEHOLD,638.9M,102/16-31-051-01W4/00  S  113.5M  W,353.0M,WAINWRIGHT,748.0,DIRECTIONAL,NEW,PRODUCTION,CRUDE OIL,2020-12-14,DEV (NC),LLOYDMINSTER,DINA MBR,HUSKY OIL OPERATIONS LIMITED,16-31-051-01W4,31051014,51,12,2020,31051014,53.44616644,-110.1285946
TOURMALINE HZ KAKWA 2-15-61-4,0499014,ALBERTA CROWN,1022.4M,100/02-15-061-04W6/00  S   33.3M  W,2.2M,GRANDE PRAIRIE,4800.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-14,DEV (C),KAKWA,SPIRIT RIVER FM,TOURMALINE OIL CORP.,16-16-061-04W6,16061046,51,12,2020,16061046,54.27599584,-118.5251031
TOURMALINE HZ KAKWA 3-15-61-4,0499015,ALBERTA CROWN,1022.3M,102/03-15-061-04W6/00  S   34.6M  W,625.2M,GRANDE PRAIRIE,4290.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-14,DEV (C),KAKWA,SPIRIT RIVER FM,TOURMALINE OIL CORP.,13-15-061-04W6,15061046,51,12,2020,15061046,54.27599194,-118.500119
SURGE ENERGY HZ 102 WAINWR 4-32-44-7,0499016,ALBERTA CROWN,675.6M,102/04-32-044-07W4/00  N  126.5M  E,152.4M,WAINWRIGHT,2450.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-12-14,DEV (NC),WAINWRIGHT,SPARKY MBR,SURGE ENERGY INC.,04-05-045-07W4,5045074,51,12,2020,5045074,52.85071408,-110.97157790000001
SURGE ENERGY HZ 102 WAINWR 3-32-44-7,0499017,ALBERTA CROWN,675.4M,102/03-32-044-07W4/00  N  141.5M  E,152.4M,WAINWRIGHT,2700.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-12-14,DEV (NC),WAINWRIGHT,SPARKY MBR,SURGE ENERGY INC.,04-05-045-07W4,5045074,51,12,2020,5045074,52.85071408,-110.97157790000001
SURGE ENERGY HZ WAINWR 4-6-45-7,0499018,BOTH,676.3M,100/04-06-045-07W4/00  N  156.5M  E,152.3M,WAINWRIGHT,2460.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-12-14,DEV (NC),WAINWRIGHT,SPARKY MBR,SURGE ENERGY INC.,04-05-045-07W4,5045074,51,12,2020,5045074,52.85071408,-110.97157790000001
SURGE ENERGY HZ 102 WAINWR 4-6-45-7,0499019,BOTH,676.3M,102/04-06-045-07W4/00  N  171.5M  E,152.3M,WAINWRIGHT,2450.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-12-14,DEV (NC),WAINWRIGHT,SPARKY MBR,SURGE ENERGY INC.,04-05-045-07W4,5045074,51,12,2020,5045074,52.85071408,-110.97157790000001
SURGE ENERGY HZ 103 WAINWR 4-6-45-7,0499020,BOTH,676.5M,103/04-06-045-07W4/00  N  186.5M  E,152.3M,WAINWRIGHT,2510.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-12-14,DEV (NC),WAINWRIGHT,SPARKY MBR,SURGE ENERGY INC.,04-05-045-07W4,5045074,51,12,2020,5045074,52.85071408,-110.97157790000001
