WELL ID,WELL NAME,LICENCE,CONTRACTOR BA ID,CONTRACTOR NAME,RIG NUMBER,ACTIVITY DATE,FIELD CENTRE,BA ID,LICENSEE,NEW PROJECTED TOTAL DEPTH,ACTIVITY TYPE,DATE,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
02/07-36-015-14W4/0,TXNE 2B-26 HZ  ALDSON 7-36-15-14,0496987,A1TW,Bonanza Drilling Inc.,5,09 Jan 2020 03:30:00 PM,Medicine Hat,A7NW,Torxen Energy Ltd.,,Drill To LD,2020-01-09,36015144,2,1,2020,36015144,50.30270532,-111.79172820000001
02/16-19-036-04W4/0,SURGE ENERGY 102 PROVOST 16-19-36-4,0496660,A8AF,Hertz & Paluck Energy Services Inc.,1,09 Jan 2020 02:00:00 PM,Wainwright,0YK4,Surge Energy Inc.,,Set Surface,2020-01-09,19036044,2,1,2020,19036044,52.10654414,-110.5527273
03/02-22-047-05W4/0,ENERPLUS CORP 03H WILDMERE 2-22-47-5,0489931,0ZG2,Excalibur Drilling Ltd.,10,09 Jan 2020 10:33:00 AM,Wainwright,A5RD,Enerplus Corporation,,Drill To LD,2020-01-09,22047054,2,1,2020,22047054,53.06690327,-110.6390192
00/06-05-050-19W5/0,TOURMALINE HZ ANSELL 6-5-50-19,0496916,A6PR,Nabors Drilling Canada Limited,34,09 Jan 2020 01:00:00 PM,Drayton Valley,A573,Tourmaline Oil Corp.,,Set Surface,2020-01-09,5050195,2,1,2020,5050195,53.28697279,-116.7318996
00/15-02-057-18W4/0,POC HZ UKALTA 15-2-57-18,0497199,0Y52,Precision Drilling Corporation,118,08 Jan 2020 07:30:00 PM,St. Albert,A1WD,Perpetual Operating Corp.,,Drill To LD,2020-01-09,2057184,2,1,2020,2057184,53.89795152,-112.55451809999998
00/03-21-064-16W4/0,SUMMERLAND HZ FIGURE 3-21-64-16,0496780,0Y52,Precision Drilling Corporation,187,09 Jan 2020 05:00:00 AM,Bonnyville,A5MT,Summerland Energy Inc.,,Drill To LD,2020-01-09,21064164,2,1,2020,21064164,54.55097804,-112.3498149
13/13-33-074-08W4/2,CNRL KN01-07P DEVENISH 13-33-74-8,0483974,0X84,Nabors Drilling Limited,104,09 Jan 2020 07:30:00 AM,Bonnyville,0HE9,Canadian Natural Resources Limited,,Resumption,2020-01-09,33074084,2,1,2020,33074084,55.45366874,-111.1605933
02/03-27-075-09W6/0,WHITECAP 102 HZ VALHALLA 3-27-75-9,0496792,0Z41,Ensign Drilling Inc.,420,08 Jan 2020 09:30:00 PM,Grande Prairie,A5BE,Whitecap Resources Inc.,,Drill To LD,2020-01-09,27075096,2,1,2020,27075096,55.52690113,-119.2932614
AB/11-02-077-06W4/0,CVE C11-2 D11 HARDY 11-2-77-6,0495605,0Y52,Precision Drilling Corporation,254,09 Jan 2020 09:32:00 AM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2020-01-09,2077064,2,1,2020,2077064,55.64272237,-110.80802050000001
02/13-26-078-08W6/0,GRL 102 HZ VALHALLA 13-26-78-8,0489993,A278,EUB-New Rig Drilling Contractor,1,09 Jan 2020 12:30:00 AM,Grande Prairie,A0TX,Grizzly Resources Ltd.,,Drill To LD,2020-01-09,26078086,2,1,2020,26078086,55.78864678,-119.1122815
00/07-22-080-10W6/0,LONGSHORE HZ GORD 7-22-80-10,0496816,A6PR,Nabors Drilling Canada Limited,3,09 Jan 2020 05:30:00 AM,Grande Prairie,A76W,Longshore Resources Ltd.,,Drill To LD,2020-01-09,22080106,2,1,2020,22080106,55.94883932,-119.46213970000001
AB/07-06-084-10W4/0,JACOS HANGSTN 7-6-84-10,0496593,0Y55,Akita Drilling Ltd.,12,08 Jan 2020 09:00:00 PM,Bonnyville,0NY5,Japan Canada Oil Sands Limited,,Drill To LD,2020-01-09,6084104,2,1,2020,6084104,56.25366152,-111.55989009999999
AA/01-29-092-07W4/0,SUNCOR LEWIS 1-29-92-7,0496723,0Z41,Ensign Drilling Inc.,406,09 Jan 2020 12:00:00 PM,Bonnyville,0054,Suncor Energy Inc.,,Drill To LD,2020-01-09,29092074,2,1,2020,29092074,57.00997419,-111.0790269
07/12-27-094-06W4/0,SUNCOR P122P12 FIREBAG 12-27-94-6,0496392,A6PR,Nabors Drilling Canada Limited,102,09 Jan 2020 03:00:00 PM,Bonnyville,0054,Suncor Energy Inc.,,Drill To LD,2020-01-09,27094064,2,1,2020,27094064,57.18444441,-110.8643913
