WELL ID,WELL NAME,LICENCE,CONTRACTOR BA ID,CONTRACTOR NAME,RIG NUMBER,ACTIVITY DATE,FIELD CENTRE,BA ID,LICENSEE,NEW PROJECTED TOTAL DEPTH,ACTIVITY TYPE,DATE,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
03/14-02-022-17W4/0,TXNE 14D-2 DV COUNTESS 14-2-22-17,0497228,A77K,Star Valley Drilling Ltd.,102,07 Feb 2020 07:00:00 PM,Midnapore,A7NW,Torxen Energy Ltd.,,Drill To LD,2020-02-08,2022174,6,2,2020,2022174,50.84134133,-112.24378759999999
07/13-36-034-08W4/0,TAC 6-35 HZ 107 PROVOST 13-36-34-8,0497541,A8AF,Hertz & Paluck Energy Services Inc.,1,08 Feb 2020 08:00:00 AM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Set Surface,2020-02-08,36034084,6,2,2020,36034084,51.96184825,-110.99736909999999
03/07-35-035-09W4/0,KARVE 103 HZ PROVOST 7-35-35-9,0493514,0Z41,Ensign Drilling Inc.,348,07 Feb 2020 10:00:00 PM,Wainwright,A7BT,Karve Energy Inc.,,Drill To LD,2020-02-08,35035094,6,2,2020,35035094,52.0483582,-111.17168640000001
02/16-01-040-28W4/0,VESTA VESTA 02~ GILBY 16-1-40-28,0497037,A6EC,Twilight Drilling Ltd.,3,07 Feb 2020 06:45:00 PM,Red Deer,A0L1,Vesta Energy Ltd.,,Drill To LD,2020-02-08,1040284,6,2,2020,1040284,52.41222058,-113.89142530000001
00/05-20-040-05W5/0,BACCALIEU HZ WILLGR 5-20-40-5,0497346,A0KC,Horizon Drilling Inc.,2,08 Feb 2020 08:30:00 AM,Red Deer,A73C,Baccalieu Energy Inc.,,Drill To LD,2020-02-08,20040055,6,2,2020,20040055,52.45767211,-114.67353130000001
00/13-16-048-11W5/0,TAC 14-09 HZ PEMBINA 13-16-48-11,0494728,0Y52,Precision Drilling Corporation,309,08 Feb 2020 01:15:00 AM,Drayton Valley,A5TT,Tamarack Acquisition Corp.,,Drill To LD,2020-02-08,16048115,6,2,2020,16048115,53.14154016,-115.5375481
00/01-03-067-05W6/0,CNRL HZ ELM 1-3-67-5,0496778,A0KC,Horizon Drilling Inc.,48,07 Feb 2020 12:30:00 PM,Grande Prairie,0HE9,Canadian Natural Resources Limited,,Drill To LD,2020-02-08,3067056,6,2,2020,3067056,54.77066034,-118.6615619
AA/01-12-073-07W4/0,CNRL 1AA KIRBY 1-12-73-7,0496702,0Z41,Ensign Drilling Inc.,218,08 Feb 2020 04:30:00 AM,Bonnyville,0HE9,Canadian Natural Resources Limited,,Drill To LD,2020-02-08,12073074,6,2,2020,12073074,55.308198,-110.92979
AC/01-07-077-04W4/0,MEG HARDY 1-7-77-4,0496448,A57H,Predator Drilling Inc.,12,07 Feb 2020 09:15:00 PM,Bonnyville,0Z9C,MEG Energy Corp.,,Drill To LD,2020-02-08,7077044,6,2,2020,7077044,55.65715788,-110.6009669
AD/05-14-077-06W4/0,CVE C5 HARDY 5-14-77-6,0495629,0Y52,Precision Drilling Corporation,133,08 Feb 2020 04:15:00 PM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2020-02-08,14077064,6,2,2020,14077064,55.6718118,-110.80802
AC/04-15-077-06W4/0,CVE B4 LEISMER 4-15-77-6,0495636,0Y52,Precision Drilling Corporation,135,07 Feb 2020 09:00:00 PM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2020-02-08,15077064,6,2,2020,15077064,55.6718215,-110.83389939999999
AA/13-29-092-07W4/0,SUNCOR LEWIS 13-29-92-7,0497296,0ZF6,McAllister Water Well Drilling Ltd.,1,08 Feb 2020 01:30:00 PM,Bonnyville,0054,Suncor Energy Inc.,,Set Surface,2020-02-08,29092074,6,2,2020,29092074,57.00997419,-111.0790269
AA/04-36-092-08W4/0,SUNCOR LEWIS 4-36-92-8,0497303,0ZF6,McAllister Water Well Drilling Ltd.,1,08 Feb 2020 02:00:00 AM,Bonnyville,0054,Suncor Energy Inc.,,Set Surface,2020-02-08,36092084,6,2,2020,36092084,57.02440523,-111.13268329999998
AA/07-29-094-05W4/0,SUNCOR OB244 FIREBAG 7-29-94-5,0496576,0Y52,Precision Drilling Corporation,141,08 Feb 2020 06:00:00 AM,Bonnyville,0054,Suncor Energy Inc.,,Set Surface,2020-02-08,29094054,6,2,2020,29094054,57.18446402,-110.75708929999999
AB/13-26-094-06W4/0,SUNCOR OB232 FIREBAG 13-26-94-6,0496564,0Y52,Precision Drilling Corporation,117,08 Feb 2020 05:30:00 PM,Bonnyville,0054,Suncor Energy Inc.,,Resumption,2020-02-08,26094064,6,2,2020,26094064,57.18443579,-110.83756540000002
