WELL ID,WELL NAME,LICENCE,CONTRACTOR BA ID,CONTRACTOR NAME,RIG NUMBER,ACTIVITY DATE,FIELD CENTRE,BA ID,LICENSEE,NEW PROJECTED TOTAL DEPTH,ACTIVITY TYPE,DATE,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
00/05-28-034-03W4/0,RHE 100 PROVOST 5-28-34-3,0496096,0GE9,Tempco Drilling Company Inc.,6,03 Feb 2020 01:30:00 AM,Wainwright,A6W2,Rolling Hills Energy Ltd.,,Drill To LD,2020-02-03,28034034,6,2,2020,28034034,51.9472996,-110.3594259
00/01-19-038-11W4/0,KARVE HZ PROVOST 1-19-38-11,0497392,A57H,Predator Drilling Inc.,27,03 Feb 2020 05:30:00 PM,Wainwright,A7BT,Karve Energy Inc.,,Set Surface,2020-02-03,19038114,6,2,2020,19038114,52.28123601,-111.552622
02/08-19-038-11W4/0,KARVE 102 HZ PROVOST 8-19-38-11,0497391,A57H,Predator Drilling Inc.,27,03 Feb 2020 07:45:00 AM,Wainwright,A7BT,Karve Energy Inc.,,Set Surface,2020-02-03,19038114,6,2,2020,19038114,52.28123601,-111.552622
02/12-05-045-07W4/0,SURGE ENERGY HZ 102 WAINWR 12-5-45-7,0497311,0Y52,Precision Drilling Corporation,145,02 Feb 2020 08:30:00 PM,Wainwright,0YK4,Surge Energy Inc.,,Drill To LD,2020-02-03,5045074,6,2,2020,5045074,52.85071408,-110.97157790000001
00/11-16-045-02W5/0,BAYTEX HZ 11A PEMBINA 11-16-45-2,0496639,A08C,Savanna Drilling Corp.,652,03 Feb 2020 03:45:00 AM,St. Albert,0RL9,Baytex Energy Ltd.,,Drill To LD,2020-02-03,16045025,6,2,2020,16045025,52.87991522,-114.21927679999999
02/16-25-049-07W5/0,INPLAY OIL 102 HZ PEMBINA 16-25-49-7,0496961,A5DG,CWC Energy Services Corp.,9,02 Feb 2020 08:37:00 PM,Drayton Valley,A6JK,InPlay Oil Corp.,,Drill To LD,2020-02-03,25049075,6,2,2020,25049075,53.25790219,-114.8794304
12/12-24-058-05W4/0,PENGROWTH D03-F5 LNDBRGH 12-24-58-5,0496192,0Y55,Akita Drilling Ltd.,26,03 Feb 2020 11:00:00 AM,Bonnyville,A5K1,Cona Resources Ltd.,,Drill To LD,2020-02-03,24058054,6,2,2020,24058054,54.02778570000001,-110.599248
00/05-32-062-03W6/0,STRATH HZ LATOR 5-32-62-3,0496944,0Y52,Precision Drilling Corporation,529,02 Feb 2020 03:00:00 PM,Grande Prairie,A7GW,Strath Resources Ltd.,,Resumption,2020-02-03,32062036,6,2,2020,32062036,54.40679524,-118.4001747
AB/06-04-066-05W4/0,CNRL 1AB WOLF LK 6-4-66-5,0496981,0Y52,Precision Drilling Corporation,196,02 Feb 2020 10:29:00 PM,Bonnyville,0HE9,Canadian Natural Resources Limited,,Drill To LD,2020-02-03,4066054,6,2,2020,4066054,54.68251120000001,-110.68656240000001
00/05-18-066-05W6/0,PARA HZ KARR 5-18-66-5,0489282,A5DR,Fox Drilling Inc.,3,03 Feb 2020 06:30:00 AM,Grande Prairie,0AW4,Paramount Resources Ltd.,,Set Surface,2020-02-03,18066056,6,2,2020,18066056,54.71258226,-118.7304018
00/13-20-070-23W4/0,DELTASTREAM CANAL 13-20-70-23,0496920,0Y52,Precision Drilling Corporation,294,02 Feb 2020 09:30:00 PM,St. Albert,A6YA,Deltastream Energy Corporation,,Resumption,2020-02-03,20070234,6,2,2020,20070234,55.07485747,-113.46323659999999
AA/10-07-073-06W4/0,CNRL 1AA KIRBY 10-7-73-6,0496704,0Z41,Ensign Drilling Inc.,218,03 Feb 2020 09:00:00 AM,Bonnyville,0HE9,Canadian Natural Resources Limited,,Drill To LD,2020-02-03,7073064,6,2,2020,7073064,55.30820829,-110.9041494
AA/06-01-075-07W4/0,CVE B6 KIRBY 6-1-75-7,0495729,0Y52,Precision Drilling Corporation,292,03 Feb 2020 11:00:00 AM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2020-02-03,1075074,6,2,2020,1075074,55.46818727,-110.93742150000001
02/15-27-094-06W4/0,SUNCOR OB233 FIREBAG 15-27-94-6,0496545,0Y52,Precision Drilling Corporation,117,02 Feb 2020 07:30:00 PM,Bonnyville,0054,Suncor Energy Inc.,,Resumption,2020-02-03,27094064,6,2,2020,27094064,57.18444441,-110.8643913
