WELL ID,WELL NAME,LICENCE,CONTRACTOR BA ID,CONTRACTOR NAME,RIG NUMBER,ACTIVITY DATE,FIELD CENTRE,BA ID,LICENSEE,NEW PROJECTED TOTAL DEPTH,ACTIVITY TYPE,DATE,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
02/15-26-036-05W4/0,SURGE ENERGY 102 PROVOST 15-26-36-5,0498256,0Y52,Precision Drilling Corporation,145,02 Dec 2020 01:15:00 AM,Wainwright,0YK4,Surge Energy Inc.,,Resumption,2020-12-02,26036054,49,12,2020,26036054,52.12118548,-110.6003514
03/02-05-037-07W5/0,YANGARRA HZ 103 FERRIER 2-5-37-7,0498345,A801,Stampede Drilling A Division Of Matrix Energy Technologi,5,02 Dec 2020 09:00:00 PM,Red Deer,0LN7,Yangarra Resources Corp.,,Drill To LD,2020-12-02,5037075,49,12,2020,5037075,52.15176497,-114.95384640000002
00/02-09-039-02W4/0,SURGE ENERGY HZ PROVOST 2-9-39-2,0496536,A77K,Star Valley Drilling Ltd.,102,02 Dec 2020 08:00:00 AM,Wainwright,0YK4,Surge Energy Inc.,,Resumption,2020-12-02,9039024,49,12,2020,9039024,52.33932762,-110.22100890000002
00/05-33-043-08W5/0,OBE HZ WILLGR 5-33-43-8,0497494,A6PR,Nabors Drilling Canada Limited,26,02 Dec 2020 11:00:00 AM,Red Deer,0BP8,Obsidian Energy Ltd.,,Drill To LD,2020-12-02,33043085,49,12,2020,33043085,52.74942456,-115.08922949999999
00/01-12-048-11W5/0,RIDGEBACK HZ PEMBINA 1-12-48-11,0498620,0Y52,Precision Drilling Corporation,309,02 Dec 2020 10:30:00 AM,Drayton Valley,A7G2,Ridgeback Resources Inc.,,Drill To LD,2020-12-02,12048115,49,12,2020,12048115,53.1269422,-115.46447620000001
00/13-11-066-04W6/0,CNRL ET AL HZ KARR 13-11-66-4,0494905,A801,Stampede Drilling A Division Of Matrix Energy Technologi,6,01 Dec 2020 09:00:00 PM,Grande Prairie,0HE9,Canadian Natural Resources Limited,,Drill To LD,2020-12-02,11066046,49,12,2020,11066046,54.69791534,-118.47872
02/02-34-072-09W6/0,CNRL 102 HZ WEMBLEY 2-34-72-9,0493403,0Z41,Ensign Drilling Inc.,44,02 Dec 2020 03:00:00 AM,Grande Prairie,0HE9,Canadian Natural Resources Limited,,Drill To LD,2020-12-02,34072096,49,12,2020,34072096,55.27959942,-119.28226059999999
02/13-14-074-25W4/0,DELTASTREAM MARTENH 13-14-74-25,0498317,A0KC,Horizon Drilling Inc.,51,02 Dec 2020 05:00:00 AM,St. Albert,A6YA,Deltastream Energy Corporation,,Resumption,2020-12-02,14074254,49,12,2020,14074254,55.41003099,-113.72465759999999
03/04-12-075-25W4/0,SPL 3-13 HZ 103 MARTENH 4-12-75-25,0498559,A2CL,Komat Drilling Ltd.,3,02 Dec 2020 12:00:00 AM,St. Albert,A7GR,Spur Petroleum Ltd.,,Set Surface,2020-12-02,12075254,49,12,2020,12075254,55.48262047,-113.73214180000001
00/02-36-076-08W5/0,SPL 1-31 HZ NIPISI 2-36-76-8,0498476,0GE9,Tempco Drilling Company Inc.,7,01 Dec 2020 05:00:00 PM,St. Albert,A7GR,Spur Petroleum Ltd.,,Resumption,2020-12-02,36076085,49,12,2020,36076085,55.6284777,-115.0881063
