WELL ID,WELL NAME,LICENCE,CONTRACTOR BA ID,CONTRACTOR NAME,RIG NUMBER,ACTIVITY DATE,FIELD CENTRE,BA ID,LICENSEE,NEW PROJECTED TOTAL DEPTH,ACTIVITY TYPE,DATE,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
00/10-22-016-15W4/0,TXNE 10-22 DD ALDSON 10-22-16-15,0496982,0Y52,Precision Drilling Corporation,239,05 Jan 2020 03:15:00 PM,Medicine Hat,A7NW,Torxen Energy Ltd.,,Drill To LD,2020-01-05,22016154,1,1,2020,22016154,50.3609317,-111.974825
00/15-23-034-08W4/0,TAC 12-25 HZ PROVOST 15-23-34-8,0496690,A1TW,Bonanza Drilling Inc.,3,05 Jan 2020 01:30:00 AM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Drill To LD,2020-01-05,23034084,1,1,2020,23034084,51.9327266,-111.02097979999999
02/11-33-034-09W4/0,TAC 2-33 HZ 102 PROVOST 11-33-34-9,0496502,0GE9,Tempco Drilling Company Inc.,8,04 Jan 2020 04:30:00 PM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Drill To LD,2020-01-05,33034094,1,1,2020,33034094,51.96187295,-111.21001170000001
02/03-15-039-02W4/0,SURGE ENERGY 102HZ PROVOST 3-15-39-2,0496762,0Y52,Precision Drilling Corporation,145,05 Jan 2020 03:00:00 AM,Wainwright,0YK4,Surge Energy Inc.,,Drill To LD,2020-01-05,15039024,1,1,2020,15039024,52.35395295,-110.1969379
02/01-28-039-05W4/0,WLEC 9HZ 1A1 PROVOST 1-28-39-5,0497033,0Y52,Precision Drilling Corporation,148,05 Jan 2020 12:00:00 AM,Wainwright,A7H7,West Lake Energy Corp.,,Drill To LD,2020-01-05,28039054,1,1,2020,28039054,52.38306587,-110.6528868
02/10-26-041-06W5/0,INPLAY OIL 102 HZ WILLGR 10-26-41-6,0494540,A2EN,Ironhand Drilling Inc.,9,05 Jan 2020 01:30:00 PM,Red Deer,A6JK,InPlay Oil Corp.,,Drill To LD,2020-01-05,26041065,1,1,2020,26041065,52.55955343,-114.7454477
02/01-30-042-04W5/0,TQN HZ PEMBINA 1-30-42-4,0496474,0X84,Nabors Drilling Limited,11,04 Jan 2020 08:15:00 PM,Red Deer,A2TG,TAQA North Ltd.,,Drill To LD,2020-01-05,30042045,1,1,2020,30042045,52.64688009,-114.55384070000001
00/14-07-060-20W5/0,TORC HZ KAYBOBS 14-7-60-20,0496388,0Z41,Ensign Drilling Inc.,31,05 Jan 2020 12:00:00 PM,St. Albert,A5RJ,TORC Oil & Gas Ltd.,,Drill To LD,2020-01-05,7060205,1,1,2020,7060205,54.17402594,-116.97648909999998
00/16-10-062-19W5/0,CHEVRON HZ FOXCK 16-10-62-19,0493646,0Z41,Ensign Drilling Inc.,144,04 Jan 2020 08:45:00 PM,St. Albert,0045,Chevron Canada Limited,,Drill To LD,2020-01-05,10062195,1,1,2020,10062195,54.34860043,-116.75156869999999
00/11-18-063-03W6/0,7GEN HZ KAKWA 11-18-63-3,0496284,A6PR,Nabors Drilling Canada Limited,86,05 Jan 2020 12:00:00 PM,Grande Prairie,A54C,Seven Generations Energy Ltd.,,Drill To LD,2020-01-05,18063036,1,1,2020,18063036,54.45072137,-118.42835
