WELL ID,WELL NAME,LICENCE,CONTRACTOR BA ID,CONTRACTOR NAME,RIG NUMBER,ACTIVITY DATE,FIELD CENTRE,BA ID,LICENSEE,NEW PROJECTED TOTAL DEPTH,ACTIVITY TYPE,DATE,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
02/09-23-034-08W4/0,TAC 7-25 HZ 102 PROVOST 9-23-34-8,0496970,A8AF,Hertz & Paluck Energy Services Inc.,1,01 Feb 2020 12:00:00 PM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Set Surface,2020-02-01,23034084,5,2,2020,23034084,51.9327266,-111.02097979999999
00/09-35-038-12W4/0,KARVE HZ PROVOST 9-35-38-12,0493323,A57H,Predator Drilling Inc.,27,01 Feb 2020 04:24:00 PM,Wainwright,A7BT,Karve Energy Inc.,,Set Surface,2020-02-01,35038124,5,2,2020,35038124,52.31034006,-111.60027920000002
00/16-35-038-12W4/0,KARVE HZ PROVOST 16-35-38-12,0493324,A57H,Predator Drilling Inc.,27,01 Feb 2020 08:00:00 AM,Wainwright,A7BT,Karve Energy Inc.,,Set Surface,2020-02-01,35038124,5,2,2020,35038124,52.31034006,-111.60027920000002
00/03-29-049-13W5/0,VEI HZ WESTPEM 3-29-49-13,0497504,A2EN,Ironhand Drilling Inc.,6,31 Jan 2020 10:00:00 PM,Drayton Valley,A6FW,Vermilion Energy Inc.,,Drill To LD,2020-02-01,29049135,5,2,2020,29049135,53.25794065,-115.8544855
00/03-14-052-15W5/0,BEC HZ WESTPEM 3-14-52-15,0497208,A08C,Savanna Drilling Corp.,636,01 Feb 2020 10:15:00 AM,Drayton Valley,A5RX,Bonavista Energy Corporation,,Drill To LD,2020-02-01,14052155,5,2,2020,14052155,53.49031166,-116.0899361
06/09-23-058-05W4/0,PENGROWTH D03-F8 LNDBRGH 9-23-58-5,0496195,0Y55,Akita Drilling Ltd.,26,31 Jan 2020 06:00:00 PM,Bonnyville,A5K1,Cona Resources Ltd.,,Drill To LD,2020-02-01,23058054,5,2,2020,23058054,54.02779635,-110.623967
02/10-21-058-27W5/0,TOURMALINE HZ LELAND 10-21-58-27,0496556,A6PR,Nabors Drilling Canada Limited,16,01 Feb 2020 12:30:00 AM,Drayton Valley,A573,Tourmaline Oil Corp.,,Drill To LD,2020-02-01,21058275,5,2,2020,21058275,54.02847092,-117.94079779999998
02/04-18-066-05W6/0,PARA HZ 102 KARR 4-18-66-5,0495235,A5DR,Fox Drilling Inc.,3,01 Feb 2020 11:30:00 PM,Grande Prairie,0AW4,Paramount Resources Ltd.,,Set Surface,2020-02-01,18066056,5,2,2020,18066056,54.71258226,-118.7304018
AA/04-07-075-06W4/0,CVE FCCL B4 KIRBY 4-7-75-6,0491610,0Y52,Precision Drilling Corporation,292,01 Feb 2020 12:00:00 PM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2020-02-01,7075064,5,2,2020,7075064,55.48265449,-110.9115396
00/15-35-075-09W6/0,ANEGADA HZ 15D VALHALLA 15-35-75-9,0497211,A1TW,Bonanza Drilling Inc.,9,01 Feb 2020 05:30:00 AM,Grande Prairie,A789,Anegada Oil Corp.,,Drill To LD,2020-02-01,35075096,5,2,2020,35075096,55.54134747,-119.26741750000001
00/03-31-076-06W5/0,SPL 3-36 HZ NIPISI 3-31-76-6,0495937,0GE9,Tempco Drilling Company Inc.,7,31 Jan 2020 04:00:00 PM,St. Albert,A7GR,Spur Petroleum Ltd.,,Drill To LD,2020-02-01,31076065,5,2,2020,31076065,55.628460499999996,-114.9069808
AA/16-05-077-04W4/0,MEG HARDY 16-5-77-4,0496603,A57H,Predator Drilling Inc.,12,01 Feb 2020 12:00:00 PM,Bonnyville,0Z9C,MEG Energy Corp.,,Drill To LD,2020-02-01,5077044,5,2,2020,5077044,55.64271178,-110.5750888
