WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
ACCELEWARE 106 MHZ MARW 7-18-53-1,0498876,ALBERTA CROWN,605.4M,105/07-18-053-01W4/00  N  497.7M  W,298.9M,BONNYVILLE,1800.0,HORIZONTAL,NEW,EXPERIMENTAL,NONE,2020-12-03,EX (C),MARWAYNE,LOWER GRAND RAPIDS,ACCELEWARE LTD.,08-13-053-02W4,13053024,49,12,2020,13053024,53.57724059,-110.15311650000001
VESTA 100 CYGNET 1-28-38-28,0498877,ALBERTA CROWN,940.8M,103/01-28-038-28W4/00  N  576.5M  E,430.2M,RED DEER,6800.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-12-03,DEV (C),CYGNET,DUVERNAY FM,VESTA ENERGY LTD.,06-30-037-28W4,30037284,49,12,2020,30037284,52.20972638,-113.9803044
VESTA 102 CYGNET 1-28-37-28,0498878,ALBERTA CROWN,940.8M,100/01-28-037-28W4/00  N  576.9M  E,440.2M,RED DEER,6800.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-12-03,DEV (C),CYGNET,DUVERNAY FM,VESTA ENERGY LTD.,06-30-037-28W4,30037284,49,12,2020,30037284,52.20972638,-113.9803044
CALTEX_RES 100 INJ BELLIS 2-35-58-17,0498879,ALBERTA CROWN,643.4M,100/02-35-058-17W4/00  N  184.9M  E,769.2M,BONNYVILLE,2450.0,HORIZONTAL,NEW,INJECTION,WATER,2020-12-03,DSW (NC),BELLIS,SPARKY MBR,CALTEX RESOURCES LTD.,03-01-059-17W4,1059174,49,12,2020,1059174,54.07177682,-112.40099579999999
CALTEX_RES 102 HZ BELLIS 2-35-58-17,0498880,ALBERTA CROWN,643.2M,102/02-35-058-17W4/00  N  184.9M  E,761.2M,BONNYVILLE,2300.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-12-03,DEV (NC),BELLIS,SPARKY MBR,CALTEX RESOURCES LTD.,03-01-059-17W4,1059174,49,12,2020,1059174,54.07177682,-112.40099579999999
CALTEX_RES 103 INJ BELLIS 2-35-58-17,0498881,ALBERTA CROWN,643M,103/02-35-058-17W4/00  N  184.8M  E,753.1M,BONNYVILLE,2300.0,HORIZONTAL,NEW,INJECTION,WATER,2020-12-03,DSW (NC),BELLIS,SPARKY MBR,CALTEX RESOURCES LTD.,03-01-059-17W4,1059174,49,12,2020,1059174,54.07177682,-112.40099579999999
TAC 16-24 HZ 102 PROVOST 15-18-34-9,0498882,ALBERTA CROWN,777M,102/15-18-034-09W4/00  S  255.1M  W,175.0M,WAINWRIGHT,2805.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-12-03,DEV (NC),PROVOST,VIKING FM,TAMARACK ACQUISITION CORP.,16-24-034-10W4,24034104,49,12,2020,24034104,51.93276627,-111.2808903
TAC 16-24 HZ 104  PROVOST 1-19-34-9,0498883,ALBERTA CROWN,777.1M,104/01-19-034-09W4/00  S  235.1M  W,175.0M,WAINWRIGHT,2822.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-12-03,DEV (NC),PROVOST,VIKING FM,TAMARACK ACQUISITION CORP.,16-24-034-10W4,24034104,49,12,2020,24034104,51.93276627,-111.2808903
TAC 16-24 HZ 102 PROVOST 13-25-34-10,0498884,ALBERTA CROWN,777M,102/13-25-034-10W4/00  S  245.1M  W,175.0M,WAINWRIGHT,2911.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-12-03,DEV (NC),PROVOST,VIKING FM,TAMARACK ACQUISITION CORP.,16-24-034-10W4,24034104,49,12,2020,24034104,51.93276627,-111.2808903
TAC 16-24 HZ PROVOST 16-26-34-10,0498885,ALBERTA CROWN,777.2M,100/16-26-034-10W4/00  S  265.1M  W,175.0M,WAINWRIGHT,2937.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-12-03,DEV (NC),PROVOST,VIKING FM,TAMARACK ACQUISITION CORP.,16-24-034-10W4,24034104,49,12,2020,24034104,51.93276627,-111.2808903
