WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
CVE E01P01 HARDY 7-19-76-5,0497529,ALBERTA CROWN,557.3M,102/07-19-076-05W4/00  S  711.9M  E,113.2M,BONNYVILLE,2600.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-01-24,DEV (NC),HARDY,MCMURRAY FM,CENOVUS ENERGY INC.,12-29-076-05W4,29076054,4,1,2020,29076054,55.61363456,-110.730373
PEYTO WILD RIV 1-18-56-24,0497530,ALBERTA CROWN,1087.5M,100/01-18-056-24W5/00  S  187.9M  E,282.4M,DRAYTON VALLEY,3750.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-24,DEV (NC),WILD RIVER,CARDIUM FM,PEYTO EXPLORATION & DEVELOPMENT CORP.,13-18-056-24W5,18056245,4,1,2020,18056245,53.83932549,-117.5443885
TXNE 15C-2 HZ COUNTESS 9-34-21-16,0497531,FREEHOLD,733.5M,100/09-34-021-16W4/00  S   38.9M  W,694.8M,MIDNAPORE,3745.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-24,DEV (NC),COUNTESS,BASAL QUARTZ SD,TORXEN ENERGY LTD.,15-02-022-16W4,2022164,4,1,2020,2022164,50.84139011,-112.1052918
TXNE 15C-2 HZ COUNTESS 7-35-21-16,0497532,FREEHOLD,733.6M,102/07-35-021-16W4/00  S   38.9M  W,679.8M,MIDNAPORE,3810.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-24,DEV (NC),COUNTESS,BASAL QUARTZ SD,TORXEN ENERGY LTD.,15-02-022-16W4,2022164,4,1,2020,2022164,50.84139011,-112.1052918
TXNE 15C-2 HZ VERGER 1-12-22-16,0497533,BOTH,733.6M,100/01-12-022-16W4/00  S   38.9M  W,709.8M,MIDNAPORE,3200.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-24,DEV (NC),VERGER,BASAL QUARTZ SD,TORXEN ENERGY LTD.,15-02-022-16W4,2022164,4,1,2020,2022164,50.84139011,-112.1052918
TXNE 15C-2 HZ VERGER 14-12-22-16,0497534,BOTH,733.8M,103/14-12-022-16W4/00  S   38.9M  W,724.8M,MIDNAPORE,2996.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-24,DEV (NC),VERGER,BASAL QUARTZ SD,TORXEN ENERGY LTD.,15-02-022-16W4,2022164,4,1,2020,2022164,50.84139011,-112.1052918
CNRL 5A FT KENT 5-27-61-4,0497535,ALBERTA CROWN,560.3M,100/05-27-061-04W4/00  N  580.3M  E,710.5M,BONNYVILLE,569.0,SLANT,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-01-24,DEV (NC),FORT KENT,REX MBR,CANADIAN NATURAL RESOURCES LIMITED,06-27-061-04W4,27061044,4,1,2020,27061044,54.30435613,-110.5053929
CNRL 3A FT KENT 3-27-61-4,0497536,ALBERTA CROWN,560.3M,100/03-27-061-04W4/00  N  572.7M  E,739.5M,BONNYVILLE,602.0,SLANT,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-01-24,DEV (NC),FORT KENT,REX MBR,CANADIAN NATURAL RESOURCES LIMITED,06-27-061-04W4,27061044,4,1,2020,27061044,54.30435613,-110.5053929
CNRL 6A FT KENT 6-27-61-4,0497537,ALBERTA CROWN,560.3M,100/06-27-061-04W4/00  N  576.5M  E,725.0M,BONNYVILLE,411.0,SLANT,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-01-24,DEV (NC),FORT KENT,REX MBR,CANADIAN NATURAL RESOURCES LIMITED,06-27-061-04W4,27061044,4,1,2020,27061044,54.30435613,-110.5053929
CNRL 6C FT KENT 6-27-61-4,0497538,ALBERTA CROWN,560.3M,102/06-27-061-04W4/00  N  568.9M  E,754.0M,BONNYVILLE,543.0,SLANT,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-01-24,DEV (NC),FORT KENT,REX MBR,CANADIAN NATURAL RESOURCES LIMITED,06-27-061-04W4,27061044,4,1,2020,27061044,54.30435613,-110.5053929
TOURMALINE HZ SUNDANCE 4-16-55-22,0497539,ALBERTA CROWN,1116.6M,100/04-16-055-22W5/00  N  312.7M  W,79.9M,DRAYTON VALLEY,4494.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-24,DEV (NC),SUNDANCE,SPIRIT RIVER FM,TOURMALINE OIL CORP.,01-20-055-22W5,20055225,4,1,2020,20055225,53.76651962,-117.22215159999999
TOURMALINE HZ SUNDANCE 15-20-55-22,0497540,ALBERTA CROWN,1116.6M,100/15-20-055-22W5/00  N  312.6M  W,75.0M,DRAYTON VALLEY,4069.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-24,DEV (NC),SUNDANCE,SPIRIT RIVER FM,TOURMALINE OIL CORP.,01-20-055-22W5,20055225,4,1,2020,20055225,53.76651962,-117.22215159999999
