WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
R S R HZ GORD 9-6-79-9,0498837,ALBERTA CROWN,780.8M,100/09-06-079-09W6/00  N  745.0M  W,287.0M,GRANDE PRAIRIE,3353.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-12-01,DEV (NC),GORDONDALE,CHARLIE LAKE FM,RISING STAR RESOURCES LTD.,08-01-079-10W6,1079106,49,12,2020,1079106,55.81800592,-119.40979490000001
TOURMALINE HZ LELAND 3-30-59-25,0498838,ALBERTA CROWN,1189.3M,100/03-30-059-25W5/00  S  696.3M  W,128.2M,DRAYTON VALLEY,5600.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-01,DEV (C),LELAND,SPIRIT RIVER FM,TOURMALINE OIL CORP.,09-26-059-26W5,26059265,49,12,2020,26059265,54.13046,-117.7762331
TOURMALINE HZ 102 LELAND 10-30-59-25,0498839,ALBERTA CROWN,1189.2M,102/10-30-059-25W5/00  S  693.3M  W,132.0M,DRAYTON VALLEY,5600.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-01,DEV (C),LELAND,BULLHEAD GRP,TOURMALINE OIL CORP.,09-26-059-26W5,26059265,49,12,2020,26059265,54.13046,-117.7762331
TOURMALINE HZ LELAND 7-30-59-25,0498840,ALBERTA CROWN,1189.6M,100/07-30-059-25W5/00  S  699.3M  W,124.4M,DRAYTON VALLEY,5400.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-01,DEV (C),LELAND,DUNVEGAN FM,TOURMALINE OIL CORP.,09-26-059-26W5,26059265,49,12,2020,26059265,54.13046,-117.7762331
VEI HZ CARROT 4-11-52-13,0498841,ALBERTA CROWN,912.3M,100/04-11-052-13W5/00  S  279.5M  E,160.1M,DRAYTON VALLEY,4745.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-01,DEV (NC),CARROT CREEK,ELLERSLIE MBR,VERMILION ENERGY INC.,13-14-052-13W5,14052135,49,12,2020,14052135,53.49032884,-115.7952413
TQN BRAZR 10-12-43-12,0498842,ALBERTA CROWN,1084.6M,102/10-12-043-12W5/00  N  164.9M  W,475.3M,DRAYTON VALLEY,6690.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-01,DEV (C),BRAZEAU RIVER,UPPER MANNVILLE FM,TAQA NORTH LTD.,02-25-043-12W5,25043125,49,12,2020,25043125,52.734324300000004,-115.5973773
WINSLOW HZ 103 FERRIER 4-25-44-10,0498843,FREEHOLD,952M,103/04-25-044-10W5/00  S   65.0M  E,468.4M,RED DEER,5300.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-01,DEV (NC),FERRIER,UPPER MANNVILLE FM,WINSLOW RESOURCES INC.,14-36-044-10W5,36044105,49,12,2020,36044105,52.83608433,-115.30727340000001
WINSLOW HZ FERRIER 6-25-44-10,0498844,FREEHOLD,950.8M,100/06-25-044-10W5/00  S   65.0M  E,493.4M,RED DEER,5300.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-01,DEV (NC),FERRIER,UPPER MANNVILLE FM,WINSLOW RESOURCES INC.,14-36-044-10W5,36044105,49,12,2020,36044105,52.83608433,-115.30727340000001
IMP GEW21-01 LEMING 1-17-66-3,0498845,ALBERTA CROWN,615.9M,100/01-17-066-03W4/00  N  269.1M  W,303.3M,BONNYVILLE,149.0,VERTICAL,NEW,EVALUATION,NONE,2020-12-01,OTH (NC),LEMING,COLORADO SHALE,IMPERIAL OIL RESOURCES LIMITED,01-17-066-03W4,17066034,49,12,2020,17066034,54.71160685,-110.40947209999999
CVE 12-26 HZ MARTENH 5-27-74-25,0498846,ALBERTA CROWN,682.5M,100/05-27-074-25W4/00  S  778.5M  E,284.0M,ST. ALBERT,2463.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-12-01,DEV (NC),MARTEN HILLS,CLEARWATER FM,CENOVUS ENERGY INC.,12-26-074-25W4,26074254,49,12,2020,26074254,55.43911772,-113.7246581
CVE 12-26 HZ MARTENH 12-27-74-25,0498847,ALBERTA CROWN,682.5M,100/12-27-074-25W4/00  S  775.2M  E,274.5M,ST. ALBERT,2458.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-12-01,DEV (NC),MARTEN HILLS,CLEARWATER FM,CENOVUS ENERGY INC.,12-26-074-25W4,26074254,49,12,2020,26074254,55.43911772,-113.7246581
CVE 12-26 HZ MARTENH 13-27-74-25,0498848,ALBERTA CROWN,682.3M,100/13-27-074-25W4/00  S  772.0M  E,265.1M,ST. ALBERT,2458.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-12-01,DEV (NC),MARTEN HILLS,CLEARWATER FM,CENOVUS ENERGY INC.,12-26-074-25W4,26074254,49,12,2020,26074254,55.43911772,-113.7246581
