WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
SUNCOR OB64 DOVER 15-7-93-12,0100307F,ALBERTA CROWN,433.1M,133/15-07-093-12W4/02  S   19.1M  W,733.7M,BONNYVILLE,152.8,VERTICAL,RESUMPTIO,OBSERVATION,NONE,2020-01-28,DSW (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,15-07-093-12W4,7093124,5,1,2020,7093124,57.05348647,-111.9106053
YANGARRA 102 HZ CHEDDER 3-4-37-7,0497554,ALBERTA CROWN,1072.1M,100/03-04-037-07W5/00  N  355.6M  W,391.3M,RED DEER,5665.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-28,DEV (NC),CHEDDERVILLE,CARDIUM FM,YANGARRA RESOURCES CORP.,01-16-037-07W5,16037075,5,1,2020,16037075,52.18086888,-114.9299322
CNRL 4A FT KENT 4-15-63-4,0497555,ALBERTA CROWN,542.6M,100/04-15-063-04W4/00  N  414.6M  W,90.1M,BONNYVILLE,713.0,SLANT,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-01-28,DEV (NC),FORT KENT,LLOYDMINSTER MBR,CANADIAN NATURAL RESOURCES LIMITED,08-16-063-04W4,16063044,5,1,2020,16063044,54.44976572,-110.5351754
CNRL 15C FT KENT 15-9-63-4,0497556,ALBERTA CROWN,542.6M,100/15-09-063-04W4/00  N  405.3M  W,78.4M,BONNYVILLE,939.0,SLANT,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-01-28,DEV (NC),FORT KENT,LLOYDMINSTER MBR,CANADIAN NATURAL RESOURCES LIMITED,08-16-063-04W4,16063044,5,1,2020,16063044,54.44976572,-110.5351754
CNRL 15D FT KENT 15-9-63-4,0497557,ALBERTA CROWN,542.6M,102/15-09-063-04W4/00  N  395.9M  W,66.7M,BONNYVILLE,769.0,SLANT,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-01-28,DEV (NC),FORT KENT,DINA MBR,CANADIAN NATURAL RESOURCES LIMITED,01-16-063-04W4,16063044,5,1,2020,16063044,54.44976572,-110.5351754
CNRL 16B FT KENT 16-9-63-4,0497558,ALBERTA CROWN,542.6M,102/16-09-063-04W4/00  N  386.5M  W,55.0M,BONNYVILLE,871.0,SLANT,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-01-28,DEV (NC),FORT KENT,LLOYDMINSTER MBR,CANADIAN NATURAL RESOURCES LIMITED,01-16-063-04W4,16063044,5,1,2020,16063044,54.44976572,-110.5351754
PEYTO CHAMBERS 15-34-41-11,0497559,ALBERTA CROWN,1065.5M,100/15-34-041-11W5/00  S  377.4M  E,121.7M,RED DEER,5075.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-28,DEV (C),CHAMBERS,MANNVILLE GRP,PEYTO EXPLORATION & DEVELOPMENT CORP.,13-36-041-11W5,36041115,5,1,2020,36041115,52.57399329,-115.44086770000001
PIPE HZ ELM 12-17-71-8,0497560,ALBERTA CROWN,726.2M,100/12-17-071-08W6/00  N  704.5M  E,645.4M,GRANDE PRAIRIE,5861.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-28,DEV (C),ELMWORTH,MONTNEY FM,PIPESTONE ENERGY CORP.,06-24-071-08W6,24071086,5,1,2020,24071086,55.16330082,-119.0770862
PIPE HZ ELM 5-17-71-8,0497561,ALBERTA CROWN,726.2M,100/05-17-071-08W6/00  N  704.5M  E,655.4M,GRANDE PRAIRIE,5727.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-28,DEV (C),ELMWORTH,MONTNEY FM,PIPESTONE ENERGY CORP.,06-24-071-08W6,24071086,5,1,2020,24071086,55.16330082,-119.0770862
PIPE 102 HZ ELM 5-17-71-8,0497562,ALBERTA CROWN,726.2M,102/05-17-071-08W6/00  N  704.5M  E,665.4M,GRANDE PRAIRIE,5658.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-28,DEV (C),ELMWORTH,MONTNEY FM,PIPESTONE ENERGY CORP.,06-24-071-08W6,24071086,5,1,2020,24071086,55.16330082,-119.0770862
PIPE 103 HZ ELM 5-17-71-8,0497563,ALBERTA CROWN,725.8M,103/05-17-071-08W6/00  N  654.5M  E,665.4M,GRANDE PRAIRIE,5557.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-28,DEV (C),ELMWORTH,MONTNEY FM,PIPESTONE ENERGY CORP.,06-24-071-08W6,24071086,5,1,2020,24071086,55.16330082,-119.0770862
