WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
CHEVRON 102 HZ KAYBOBS 4-23-61-19,0499027,ALBERTA CROWN,919.2M,100/04-23-061-19W5/00  N  777.4M  E,638.5M,ST. ALBERT,7248.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-15,DEV (C),KAYBOB SOUTH,DUVERNAY FM,CHEVRON CANADA LIMITED,06-35-061-19W5,35061195,51,12,2020,35061195,54.31950221,-116.7265773
CHEVRON HZ KAYBOBS 4-23-61-19,0499028,ALBERTA CROWN,919.2M,102/04-23-061-19W5/00  N  775.2M  E,645.4M,ST. ALBERT,7219.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-15,DEV (C),KAYBOB SOUTH,DUVERNAY FM,CHEVRON CANADA LIMITED,06-35-061-19W5,35061195,51,12,2020,35061195,54.31950221,-116.7265773
CHEVRON HZ KAYBOBS 3-23-61-19,0499029,ALBERTA CROWN,919.2M,100/03-23-061-19W5/00  N  772.9M  E,652.4M,ST. ALBERT,7091.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-15,DEV (C),KAYBOB SOUTH,DUVERNAY FM,CHEVRON CANADA LIMITED,06-35-061-19W5,35061195,51,12,2020,35061195,54.31950221,-116.7265773
CHEVRON HZ KAYBOBS 2-23-61-19,0499030,ALBERTA CROWN,919.2M,100/02-23-061-19W5/00  N  770.7M  E,659.4M,ST. ALBERT,6861.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-15,DEV (C),KAYBOB SOUTH,DUVERNAY FM,CHEVRON CANADA LIMITED,06-35-061-19W5,35061195,51,12,2020,35061195,54.31950221,-116.7265773
CHEVRON HZ KAYBOBS 1-23-61-19,0499031,ALBERTA CROWN,919.2M,100/01-23-061-19W5/00  N  768.5M  E,666.4M,ST. ALBERT,6652.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-15,DEV (C),KAYBOB SOUTH,DUVERNAY FM,CHEVRON CANADA LIMITED,06-35-061-19W5,35061195,51,12,2020,35061195,54.31950221,-116.7265773
CHEVRON 102 HZ KAYBOBS 1-23-61-19,0499032,ALBERTA CROWN,919.2M,102/01-23-061-19W5/00  N  766.3M  E,673.4M,ST. ALBERT,6705.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-15,DEV (C),KAYBOB SOUTH,DUVERNAY FM,CHEVRON CANADA LIMITED,06-35-061-19W5,35061195,51,12,2020,35061195,54.31950221,-116.7265773
CHEVRON HZ KAYBOBS 4-24-61-19,0499033,ALBERTA CROWN,919.2M,100/04-24-061-19W5/00  N  764.0M  E,680.3M,ST. ALBERT,6540.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-15,DEV (C),KAYBOB SOUTH,DUVERNAY FM,CHEVRON CANADA LIMITED,06-35-061-19W5,35061195,51,12,2020,35061195,54.31950221,-116.7265773
CHEVRON 102 HZ KAYBOBS 6-24-61-19,0499034,ALBERTA CROWN,919.2M,100/06-24-061-19W5/00  N  761.8M  E,687.3M,ST. ALBERT,6617.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-15,DEV (C),KAYBOB SOUTH,DUVERNAY FM,CHEVRON CANADA LIMITED,06-35-061-19W5,35061195,51,12,2020,35061195,54.31950221,-116.7265773
CHEVRON HZ KAYBOBS 6-24-61-19,0499035,ALBERTA CROWN,919.2M,102/06-24-061-19W5/00  N  759.6M  E,694.3M,ST. ALBERT,6980.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-15,DEV (C),KAYBOB SOUTH,DUVERNAY FM,CHEVRON CANADA LIMITED,06-35-061-19W5,35061195,51,12,2020,35061195,54.31950221,-116.7265773
SPL 13-36 HZ MARTENH 13-1-74-26,0499036,ALBERTA CROWN,662.8M,100/13-01-074-26W4/00  S  294.9M  E,313.2M,ST. ALBERT,2700.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-12-15,DEV (NC),MARTEN HILLS,CLEARWATER FM,SPUR PETROLEUM LTD.,13-36-073-26W4,36073264,51,12,2020,36073264,55.36627956,-113.8528108
SPL 13-36 HZ MARTENH 13-25-73-26,0499037,ALBERTA CROWN,663.3M,100/13-25-073-26W4/00  S  304.9M  E,312.9M,ST. ALBERT,2700.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-12-15,DEV (NC),MARTEN HILLS,CLEARWATER FM,SPUR PETROLEUM LTD.,13-36-073-26W4,36073264,51,12,2020,36073264,55.36627956,-113.8528108
PEYTO CHAMBERS 8-14-41-11,0499038,ALBERTA CROWN,1125M,100/08-14-041-11W5/00  S  275.7M  E,23.7M,RED DEER,4330.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-15,DEV (C),CHAMBERS,CARDIUM FM,PEYTO EXPLORATION & DEVELOPMENT CORP.,13-14-041-11W5,14041115,51,12,2020,14041115,52.53045219,-115.4648236
PEYTO CHAMBERS 1-14-41-11,0499039,ALBERTA CROWN,1125.2M,100/01-14-041-11W5/00  S  296.2M  E,24.5M,RED DEER,4400.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-15,DEV (C),CHAMBERS,CARDIUM FM,PEYTO EXPLORATION & DEVELOPMENT CORP.,13-14-041-11W5,14041115,51,12,2020,14041115,52.53045219,-115.4648236
TQN FERRIER 14-7-38-8,0499040,ALBERTA CROWN,1089.4M,100/14-07-038-08W5/00  N  624.5M  W,698.6M,RED DEER,5340.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-15,DEV (NC),FERRIER,GLAUCONITIC SS,TAQA NORTH LTD.,07-06-038-08W5,6038085,51,12,2020,6038085,52.23901374,-115.1205803
