WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
CLC 201 INF01 DIVIDE 7-13-82-12,0498281,ALBERTA CROWN,743.9M,111/07-13-082-12W4/00  N  126.8M  W,405.3M,BONNYVILLE,1453.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-08-24,DEV (NC),DIVIDE,MCMURRAY FM,CONNACHER OIL AND GAS LIMITED,02-24-082-12W4,24082124,35,8,2020,24082124,56.12249383,-111.728401
CLC 201 INF02 DIVIDE 7-13-82-12,0498282,ALBERTA CROWN,743.9M,112/07-13-082-12W4/00  N  140.7M  W,399.5M,BONNYVILLE,1418.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-08-24,DEV (NC),DIVIDE,MCMURRAY FM,CONNACHER OIL AND GAS LIMITED,01-24-082-12W4,24082124,35,8,2020,24082124,56.12249383,-111.728401
CLC 201 INF03 DIVIDE 7-13-82-12,0498283,BOTH,743.9M,113/07-13-082-12W4/00  N  154.6M  W,393.8M,BONNYVILLE,1471.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-08-24,DEV (NC),DIVIDE,MCMURRAY FM,CONNACHER OIL AND GAS LIMITED,01-24-082-12W4,24082124,35,8,2020,24082124,56.12249383,-111.728401
CLC 201 INF04 DIVIDE 6-13-82-12,0498284,ALBERTA CROWN,743.9M,108/06-13-082-12W4/00  N  168.4M  W,388.0M,BONNYVILLE,1482.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-08-24,DEV (NC),DIVIDE,MCMURRAY FM,CONNACHER OIL AND GAS LIMITED,01-24-082-12W4,24082124,35,8,2020,24082124,56.12249383,-111.728401
CLC 201 INF05 DIVIDE 11-13-82-12,0498285,ALBERTA CROWN,743.9M,103/11-13-082-12W4/00  N  182.3M  W,382.3M,BONNYVILLE,1495.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-08-24,DEV (NC),DIVIDE,MCMURRAY FM,CONNACHER OIL AND GAS LIMITED,01-24-082-12W4,24082124,35,8,2020,24082124,56.12249383,-111.728401
CLC 202 INF03 DIVIDE 8-13-82-12,0498286,ALBERTA CROWN,744.5M,109/08-13-082-12W4/00  S  102.6M  E,129.5M,BONNYVILLE,1503.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-08-24,DEV (NC),DIVIDE,MCMURRAY FM,CONNACHER OIL AND GAS LIMITED,13-18-082-11W4,18082114,35,8,2020,18082114,56.10805615,-111.70229520000001
CLC 202 INF04 DIVIDE 8-13-82-12,0498287,ALBERTA CROWN,744.5M,110/08-13-082-12W4/00  S   88.7M  E,135.2M,BONNYVILLE,1510.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-08-24,DEV (NC),DIVIDE,MCMURRAY FM,CONNACHER OIL AND GAS LIMITED,13-18-082-11W4,18082114,35,8,2020,18082114,56.10805615,-111.70229520000001
CLC 202 INF05 DIVIDE 7-13-82-12,0498288,ALBERTA CROWN,744.5M,114/07-13-082-12W4/00  S   74.9M  E,141.0M,BONNYVILLE,1472.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-08-24,DEV (NC),DIVIDE,MCMURRAY FM,CONNACHER OIL AND GAS LIMITED,13-18-082-11W4,18082114,35,8,2020,18082114,56.10805615,-111.70229520000001
MEG T1N HARDY 1-24-77-6,0498289,ALBERTA CROWN,568.7M,112/01-24-077-06W4/00  S  656.4M  E,684.0M,BONNYVILLE,1496.0,HORIZONTAL,NEW,PRODUCTION,CRUDE BITUMEN,2020-08-24,DEV (NC),HARDY,MCMURRAY FM,MEG ENERGY CORP.,11-18-077-05W4,18077054,35,8,2020,18077054,55.67180283,-110.7562553
MEG T2N HARDY 1-24-77-6,0498290,ALBERTA CROWN,568.9M,113/01-24-077-06W4/00  S  673.5M  E,667.1M,BONNYVILLE,1503.0,HORIZONTAL,NEW,PRODUCTION,CRUDE BITUMEN,2020-08-24,DEV (NC),HARDY,MCMURRAY FM,MEG ENERGY CORP.,11-18-077-05W4,18077054,35,8,2020,18077054,55.67180283,-110.7562553
