WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
HUSKY K1P STEEPBK 10-17-95-7,0497847,ALBERTA CROWN,440.1M,112/10-17-095-07W4/00  N  702.8M  W,789.7M,BONNYVILLE,1303.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-03-10,DEV (NC),UNDEFINED,MCMURRAY FM,HUSKY OIL OPERATIONS LIMITED,07-20-095-07W4,20095074,11,3,2020,20095074,57.25719301,-111.09014340000002
SCL GC60A HZ ELM 2-32-67-6,0497848,ALBERTA CROWN,705.4M,100/02-32-067-06W6/00  N  137.1M  W,467.5M,GRANDE PRAIRIE,5891.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-03-10,DEV (C),ELMWORTH,MONTNEY FM,SHELL CANADA LIMITED,02-08-068-06W6,8068066,11,3,2020,8068066,54.87239043,-118.8650531
SCL GC60B HZ ELM 1-32-67-6,0497849,ALBERTA CROWN,705.3M,100/01-32-067-06W6/00  N  142.1M  W,467.5M,GRANDE PRAIRIE,5912.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-03-10,DEV (C),ELMWORTH,MONTNEY FM,SHELL CANADA LIMITED,02-08-068-06W6,8068066,11,3,2020,8068066,54.87239043,-118.8650531
SCL GC60C HZ ELM 3-32-67-6,0497850,ALBERTA CROWN,705.3M,100/03-32-067-06W6/00  N  147.0M  W,467.5M,GRANDE PRAIRIE,5865.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-03-10,DEV (C),ELMWORTH,MONTNEY FM,SHELL CANADA LIMITED,02-08-068-06W6,8068066,11,3,2020,8068066,54.87239043,-118.8650531
SCL GC60D HZ ELM 2-32-67-6,0497851,ALBERTA CROWN,705.2M,102/02-32-067-06W6/00  N  151.9M  W,467.5M,GRANDE PRAIRIE,5826.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-03-10,DEV (C),ELMWORTH,MONTNEY FM,SHELL CANADA LIMITED,02-08-068-06W6,8068066,11,3,2020,8068066,54.87239043,-118.8650531
SCL GC60E HZ ELM 1-32-67-6,0497852,ALBERTA CROWN,705.3M,102/01-32-067-06W6/00  N  156.8M  W,467.5M,GRANDE PRAIRIE,5826.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-03-10,DEV (C),ELMWORTH,MONTNEY FM,SHELL CANADA LIMITED,02-08-068-06W6,8068066,11,3,2020,8068066,54.87239043,-118.8650531
SCL GC60F HZ ELM 2-32-67-6,0497853,ALBERTA CROWN,705M,103/02-32-067-06W6/00  N  161.7M  W,467.5M,GRANDE PRAIRIE,5910.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-03-10,DEV (C),ELMWORTH,MONTNEY FM,SHELL CANADA LIMITED,02-08-068-06W6,8068066,11,3,2020,8068066,54.87239043,-118.8650531
SUNCOR P131P2 FIREBAG 3-15-95-6,0497854,ALBERTA CROWN,600.9M,1W0/03-15-095-06W4/00  N  225.1M  E,736.9M,BONNYVILLE,1934.0,HORIZONTAL,NEW,PRODUCTION,CRUDE BITUMEN,2020-03-10,DEV (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,03-14-095-06W4,14095064,11,3,2020,14095064,57.24274198,-110.8464496
SUNCOR P131P3 FIREBAG 2-15-95-6,0497855,ALBERTA CROWN,601M,102/02-15-095-06W4/00  N  235.2M  E,736.9M,BONNYVILLE,1800.0,HORIZONTAL,NEW,PRODUCTION,CRUDE BITUMEN,2020-03-10,DEV (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,03-14-095-06W4,14095064,11,3,2020,14095064,57.24274198,-110.8464496
SUNCOR P131P4 FIREBAG 2-15-95-6,0497856,ALBERTA CROWN,601M,103/02-15-095-06W4/00  N  245.2M  E,736.9M,BONNYVILLE,1787.0,HORIZONTAL,NEW,PRODUCTION,CRUDE BITUMEN,2020-03-10,DEV (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,03-14-095-06W4,14095064,11,3,2020,14095064,57.24274198,-110.8464496
SUNCOR P131P5 FIREBAG 3-15-95-6,0497857,ALBERTA CROWN,601M,100/03-15-095-06W4/00  N  255.2M  E,736.9M,BONNYVILLE,1771.0,HORIZONTAL,NEW,PRODUCTION,CRUDE BITUMEN,2020-03-10,DEV (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,03-14-095-06W4,14095064,11,3,2020,14095064,57.24274198,-110.8464496
SUNCOR P131P6 FIREBAG 3-15-95-6,0497858,ALBERTA CROWN,601M,102/03-15-095-06W4/00  N  265.2M  E,736.9M,BONNYVILLE,1851.0,HORIZONTAL,NEW,PRODUCTION,CRUDE BITUMEN,2020-03-10,DEV (NC),UNDEFINED,MCMURRAY FM,SUNCOR ENERGY INC.,03-14-095-06W4,14095064,11,3,2020,14095064,57.24274198,-110.8464496
