WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
BELLATRIX UMNV FERRIER 4-25-44-10,0497389,FREEHOLD,950.6M,102/04-25-044-10W5/00  S   56.0M  E,514.8M,RED DEER,5459.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-15,DEV (NC),FERRIER,UPPER MANNVILLE FM,BELLATRIX EXPLORATION LTD.,14-36-044-10W5,36044105,3,1,2020,36044105,52.83608433,-115.30727340000001
TYRANNEX ENERGY PCOUPES 12-1-76-11,0497390,ALBERTA CROWN,843.6M,102/12-01-076-11W6/00  N   82.9M  E,117.8M,GRANDE PRAIRIE,2408.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-15,DEV (NC),VALHALLA,DOE CREEK MBR,TYRANNEX ENERGY LTD.,04-07-076-10W6,7076106,3,1,2020,7076106,55.570432999999994,-119.5259956
KARVE 102 HZ PROVOST 8-19-38-11,0497391,FREEHOLD,735.9M,102/08-19-038-11W4/00  N  370.0M  W,110.0M,WAINWRIGHT,2388.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-15,DEV (NC),PROVOST,VIKING FM,KARVE ENERGY INC.,01-24-038-12W4,24038124,3,1,2020,24038124,52.28121893,-111.576406
KARVE HZ PROVOST 1-19-38-11,0497392,FREEHOLD,736.1M,100/01-19-038-11W4/00  N  355.0M  W,110.0M,WAINWRIGHT,2452.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-15,DEV (NC),PROVOST,VIKING FM,KARVE ENERGY INC.,01-24-038-12W4,24038124,3,1,2020,24038124,52.28121893,-111.576406
SPL 6-31 HZ NIPISI 2-36-76-7,0497393,ALBERTA CROWN,722M,100/02-36-076-07W5/00  N  420.7M  E,776.7M,ST. ALBERT,2600.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-15,XPL (C),NIPISI,CLEARWATER FM,SPUR PETROLEUM LTD.,06-31-076-06W5,31076065,3,1,2020,31076065,55.628460499999996,-114.9069808
RSO HZ 102 HAYTER 5-29-41-1,0497394,ALBERTA CROWN,625.2M,102/05-29-041-01W4/00  S  176.6M  W,176.4M,WAINWRIGHT,1431.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-15,DEV (NC),HAYTER,DINA MBR,RIFLE SHOT OIL CORP.,16-30-041-01W4,30041014,3,1,2020,30041014,52.55778867,-110.125152
OUC HZ KAKWA 4-34-63-7,0497395,ALBERTA CROWN,1025.2M,100/04-34-063-07W6/00  S  356.3M  E,533.2M,GRANDE PRAIRIE,7076.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-15,DEV (C),KAKWA,MONTNEY FM,ORLEN UPSTREAM CANADA LTD.,14-25-063-07W6,25063076,3,1,2020,25063076,54.47986683,-118.90658590000001
CNRL 8C KENT 8-11-61-2,0497396,ALBERTA CROWN,558M,100/08-11-061-02W4/00  S  340.3M  W,113.4M,BONNYVILLE,816.0,SLANT,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-01-15,DEV (NC),KENT,LLOYDMINSTER MBR,CANADIAN NATURAL RESOURCES LIMITED,16-11-061-02W4,11061024,3,1,2020,11061024,54.26050776,-110.1805278
CNRL 9A KENT 9-11-61-2,0497397,ALBERTA CROWN,558M,100/09-11-061-02W4/00  S  331.2M  W,91.2M,BONNYVILLE,604.0,SLANT,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-01-15,DEV (NC),KENT,LLOYDMINSTER MBR,CANADIAN NATURAL RESOURCES LIMITED,16-11-061-02W4,11061024,3,1,2020,11061024,54.26050776,-110.1805278
CNRL 10A KENT 10-11-61-2,0497398,ALBERTA CROWN,558M,100/10-11-061-02W4/00  S  331.2M  W,122.4M,BONNYVILLE,749.0,SLANT,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-01-15,DEV (NC),KENT,LLOYDMINSTER MBR,CANADIAN NATURAL RESOURCES LIMITED,16-11-061-02W4,11061024,3,1,2020,11061024,54.26050776,-110.1805278
