WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
PEYTO SUNDANCE 12-1-56-22,0497358,ALBERTA CROWN,1032.6M,100/12-01-056-22W5/00  S  428.7M  E,50.9M,DRAYTON VALLEY,3675.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-13,DEV (NC),SUNDANCE,CARDIUM FM,PEYTO EXPLORATION & DEVELOPMENT CORP.,12-06-056-21W5,6056215,3,1,2020,6056215,53.81023463,-117.09833190000002
PEYTO SUNDANCE 13-1-56-22,0497359,ALBERTA CROWN,1032.6M,102/13-01-056-22W5/00  S  426.9M  E,46.4M,DRAYTON VALLEY,3650.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-13,DEV (NC),SUNDANCE,CARDIUM FM,PEYTO EXPLORATION & DEVELOPMENT CORP.,12-06-056-21W5,6056215,3,1,2020,6056215,53.81023463,-117.09833190000002
PEYTO SUNDANCE 2-6-56-21,0497360,ALBERTA CROWN,1032.6M,100/02-06-056-21W5/00  S  434.3M  E,64.8M,DRAYTON VALLEY,3600.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-13,DEV (NC),SUNDANCE,CARDIUM FM,PEYTO EXPLORATION & DEVELOPMENT CORP.,12-06-056-21W5,6056215,3,1,2020,6056215,53.81023463,-117.09833190000002
TQN HZ FERRIER 13-6-43-9,0497361,FREEHOLD,982.1M,100/13-06-043-09W5/00  S  327.5M  W,131.0M,RED DEER,6240.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-13,DEV (C),FERRIER,SPIRIT RIVER FM,TAQA NORTH LTD.,16-03-043-10W5,3043105,3,1,2020,3043105,52.67613489,-115.3556103
CANAMAX HZ CECIL 13-27-84-7,0497362,ALBERTA CROWN,623.2M,100/13-27-084-07W6/00  S  530.4M  W,68.5M,GRANDE PRAIRIE,4000.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-13,DEV (NC),CECIL,CHARLIE LAKE FM,CANAMAX ENERGY LTD.,09-29-084-07W6,29084076,3,1,2020,29084076,56.31285541,-119.05559840000002
CANAMAX HZ CECIL 4-27-84-7,0497363,ALBERTA CROWN,623M,100/04-27-084-07W6/00  S  540.4M  W,68.3M,GRANDE PRAIRIE,4000.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-13,DEV (NC),CECIL,CHARLIE LAKE FM,CANAMAX ENERGY LTD.,09-29-084-07W6,29084076,3,1,2020,29084076,56.31285541,-119.05559840000002
PETRUS 102 HZ FERRIER 1-17-38-8,0497364,ALBERTA CROWN,1033M,102/01-17-038-08W5/00  S   64.2M  W,78.0M,RED DEER,4050.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-13,DEV (NC),FERRIER,CARDIUM FM,PETRUS RESOURCES CORP.,16-17-038-08W5,17038085,3,1,2020,17038085,52.268105,-115.0967675
PETRUS 102 HZ FERRIER 4-16-38-8,0497365,ALBERTA CROWN,1033.1M,102/04-16-038-08W5/00  S   64.2M  W,58.0M,RED DEER,4037.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-13,DEV (NC),FERRIER,CARDIUM FM,PETRUS RESOURCES CORP.,16-17-038-08W5,17038085,3,1,2020,17038085,52.268105,-115.0967675
YANGARRA 102 HZ FERRIER 3-16-37-7,0497366,ALBERTA CROWN,1044M,102/03-16-037-07W5/00  N  499.0M  W,768.9M,RED DEER,5662.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-13,DEV (NC),FERRIER,CARDIUM FM,YANGARRA RESOURCES CORP.,07-28-037-07W5,28037075,3,1,2020,28037075,52.20997275,-114.92993600000001
SHALE PETROLEUM HZ RICINUS 11-5-35-8,0497367,ALBERTA CROWN,1292.5M,100/11-05-035-08W5/00  S  719.9M  W,697.3M,RED DEER,4200.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-13,DEV (C),RICINUS,CARDIUM FM,SHALE PETROLEUM LTD.,10-07-035-08W5,7035085,3,1,2020,7035085,51.99158744,-115.1203756
