WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
COPRC 100 OBS RD RESDELN 5-28-83-6,0394746,ALBERTA CROWN,529.6M,100/05-28-083-06W4/02  N  714.3M  E,49.8M,BONNYVILLE,212.0,VERTICAL,RESUMPTIO,OBSERVATION,NONE,2020-02-26,DSW (NC),RESDELN,CLEARWATER FM,CONOCOPHILLIPS CANADA RESOURCES CORP.,05-28-083-06W4,28083064,9,2,2020,28083064,56.22451223,-110.87509299999999
CNRL 1A LIND 1-9-56-4,0497788,ALBERTA CROWN,607.9M,100/01-09-056-04W4/00  S  312.2M  W,164.5M,BONNYVILLE,694.0,SLANT,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-02-26,DEV (NC),LINDBERGH,CLEARWATER FM,CANADIAN NATURAL RESOURCES LIMITED,16-04-056-04W4,4056044,9,2,2020,4056044,53.80967018,-110.5252605
BONTERRA 103 HZ PEMBINA 16-7-47-6,0497789,ALBERTA CROWN,896.5M,103/16-07-047-06W5/00  S  205.8M  W,200.9M,DRAYTON VALLEY,3135.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-02-26,DEV (NC),PEMBINA,CARDIUM FM,BONTERRA ENERGY CORP.,16-12-047-07W5,12047075,9,2,2020,12047075,53.03959069,-114.87944590000001
BONTERRA HZ PEMBINA 9-7-47-6,0497790,ALBERTA CROWN,896.6M,100/09-07-047-06W5/00  S  215.8M  W,200.9M,DRAYTON VALLEY,3170.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-02-26,DEV (NC),PEMBINA,CARDIUM FM,BONTERRA ENERGY CORP.,16-12-047-07W5,12047075,9,2,2020,12047075,53.03959069,-114.87944590000001
BONTERRA 102 HZ PEMBINA 9-7-47-6,0497791,ALBERTA CROWN,896.7M,102/09-07-047-06W5/00  S  225.8M  W,200.9M,DRAYTON VALLEY,3275.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-02-26,DEV (NC),PEMBINA,CARDIUM FM,BONTERRA ENERGY CORP.,16-12-047-07W5,12047075,9,2,2020,12047075,53.03959069,-114.87944590000001
VEI HZ CARROT 10-24-52-12,0497792,ALBERTA CROWN,906.6M,100/10-24-052-12W5/00  S  331.3M  E,221.6M,DRAYTON VALLEY,4569.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-02-26,DEV (NC),CARROT CREEK,ELLERSLIE MBR,VERMILION ENERGY INC.,13-20-052-11W5,20052115,9,2,2020,20052115,53.50475864,-115.5739595
VEI HZ CARROT 15-24-52-12,0497793,ALBERTA CROWN,906.5M,100/15-24-052-12W5/00  S  319.9M  E,205.2M,DRAYTON VALLEY,4503.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-02-26,DEV (NC),CARROT CREEK,ELLERSLIE MBR,VERMILION ENERGY INC.,13-20-052-11W5,20052115,9,2,2020,20052115,53.50475864,-115.5739595
TRANSGLOBE HZ LOCHEND 4-20-29-3,0497794,ALBERTA CROWN,1124M,100/04-20-029-03W5/00  N   80.0M  W,558.7M,MIDNAPORE,5500.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-02-26,DEV (C),LOCHEND,CARDIUM FM,TRANSGLOBE ENERGY CORPORATION,02-32-029-03W5,32029035,9,2,2020,32029035,51.52567142,-114.3767709
TRANSGLOBE HZ LOCHEND 3-20-29-3,0497795,ALBERTA CROWN,1124.1M,100/03-20-029-03W5/00  N   65.0M  W,558.8M,MIDNAPORE,5500.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-02-26,DEV (C),LOCHEND,CARDIUM FM,TRANSGLOBE ENERGY CORPORATION,02-32-029-03W5,32029035,9,2,2020,32029035,51.52567142,-114.3767709
TRANSGLOBE HZ LOCHEND 13-16-29-3,0497796,ALBERTA CROWN,1124.2M,100/13-16-029-03W5/00  N   50.0M  W,558.9M,MIDNAPORE,5750.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-02-26,DEV (C),LOCHEND,CARDIUM FM,TRANSGLOBE ENERGY CORPORATION,02-32-029-03W5,32029035,9,2,2020,32029035,51.52567142,-114.3767709
