WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
TAC 6-35 HZ 107 PROVOST 13-36-34-8,0497541,ALBERTA CROWN,774.1M,107/13-36-034-08W4/00  N  635.9M  E,689.0M,WAINWRIGHT,2339.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-27,DEV (NC),PROVOST,VIKING FM,TAMARACK ACQUISITION CORP.,06-35-034-08W4,35034084,5,1,2020,35034084,51.96184194,-111.0209957
TAC 6-35 HZ 103 PROVOST 10-27-34-8,0497542,ALBERTA CROWN,773.8M,103/10-27-034-08W4/00  N  635.9M  E,636.0M,WAINWRIGHT,2681.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-01-27,DEV (NC),PROVOST,VIKING FM,TAMARACK ACQUISITION CORP.,06-35-034-08W4,35034084,5,1,2020,35034084,51.96184194,-111.0209957
CVE 13-24 HZ MARTENH 5-26-74-25,0497543,ALBERTA CROWN,684.3M,100/05-26-074-25W4/00  S    3.2M  E,310.3M,ST. ALBERT,2685.0,HORIZONTAL,NEW,PRODUCTION (SCHEME),CRUDE BITUMEN,2020-01-27,DEV (NC),MARTEN HILLS,CLEARWATER FM,CENOVUS ENERGY INC.,13-24-074-25W4,24074254,5,1,2020,24074254,55.4244794,-113.69902569999999
SCL HZ FC7B MCKINLEY 2-17-64-22,0497544,ALBERTA CROWN,844.2M,100/02-17-064-22W5/00  N  272.7M  E,99.0M,ST. ALBERT,6304.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-27,DEV (C),MCKINLEY,DUVERNAY FM,SHELL CANADA LIMITED,04-19-064-22W5,19064225,5,1,2020,19064225,54.55248476,-117.3033275
SCL HZ FC7C MCKINLEY 4-17-64-22,0497545,ALBERTA CROWN,843.7M,100/04-17-064-22W5/00  N  272.9M  E,94.1M,ST. ALBERT,7305.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-27,DEV (C),MCKINLEY,DUVERNAY FM,SHELL CANADA LIMITED,04-19-064-22W5,19064225,5,1,2020,19064225,54.55248476,-117.3033275
SCL HZ FC7D WAHIGAN 16-26-64-23,0497546,ALBERTA CROWN,843.2M,100/16-26-064-23W5/00  N  273.1M  E,89.1M,ST. ALBERT,6140.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-27,DEV (C),WASKAHIGAN,DUVERNAY FM,SHELL CANADA LIMITED,04-19-064-22W5,19064225,5,1,2020,19064225,54.55248476,-117.3033275
SCL HZ FC7E WAHIGAN 14-26-64-23,0497547,ALBERTA CROWN,842.2M,100/14-26-064-23W5/00  N  273.3M  E,84.2M,ST. ALBERT,5723.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-27,DEV (C),WASKAHIGAN,DUVERNAY FM,SHELL CANADA LIMITED,04-19-064-22W5,19064225,5,1,2020,19064225,54.55248476,-117.3033275
SCL HZ FC7F MCKINLEY 2-18-64-22,0497548,ALBERTA CROWN,842.5M,100/02-18-064-22W5/00  N  273.5M  E,79.3M,ST. ALBERT,5613.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-27,DEV (C),MCKINLEY,DUVERNAY FM,SHELL CANADA LIMITED,04-19-064-22W5,19064225,5,1,2020,19064225,54.55248476,-117.3033275
SCL HZ FC696A ANTEN 12-9-65-23,0497549,ALBERTA CROWN,872.6M,100/12-09-065-23W5/00  S  736.6M  E,241.1M,GRANDE PRAIRIE,8477.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-27,DEV (C),ANTE CREEK NORTH,DUVERNAY FM,SHELL CANADA LIMITED,12-26-064-23W5,26064235,5,1,2020,26064235,54.56700385,-117.35416310000001
SCL HZ FC696B WAHIGAN 1-13-64-23,0497550,ALBERTA CROWN,872.6M,100/01-13-064-23W5/00  S  745.4M  E,236.6M,GRANDE PRAIRIE,7929.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-01-27,DEV (C),WASKAHIGAN,DUVERNAY FM,SHELL CANADA LIMITED,12-26-064-23W5,26064235,5,1,2020,26064235,54.56700385,-117.35416310000001
