WELL NAME,LICENCE NUMBER,MINERAL RIGHTS,GROUND ELEVATION,UID,SURFACE CO-ORDINATES,BOARD FIELD CENTRE,PROJECTED DEPTH,DRILLING OPERATION,WELL PURPOSE,WELL TYPE,SUBSTANCE,DATE,LAHEE CLASSIFICATION,FIELD,TERMINATING ZONE,LICENSEE,SURFACE LOCATION,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
ENHANCEENERGY CLIVE 11-25-39-24,0498861,FREEHOLD,871.1M,100/11-25-039-24W4/00  N   60.0M  W,567.5M,RED DEER,3248.0,HORIZONTAL,NEW,INJECTION,GAS,2020-12-02,DSW (NC),CLIVE,LEDUC FM,ENHANCE ENERGY INC.,02-26-039-24W4,26039244,49,12,2020,26039244,52.38334129999999,-113.3395632
ENHANCEENERGY CLIVE 2-22-39-24,0498862,BOTH,871.6M,102/02-22-039-24W4/00  N   60.0M  W,582.5M,RED DEER,3904.0,HORIZONTAL,NEW,INJECTION,GAS,2020-12-02,DSW (NC),CLIVE,LEDUC FM,ENHANCE ENERGY INC.,02-26-039-24W4,26039244,49,12,2020,26039244,52.38334129999999,-113.3395632
TXNE 9A-34 HZ ALDSON 2-28-15-14,0498863,FREEHOLD,754.8M,102/02-28-015-14W4/00  S  675.4M  W,40.0M,MEDICINE HAT,4200.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-12-02,DEV (NC),ALDERSON,BASAL QUARTZ SD,TORXEN ENERGY LTD.,09-34-015-14W4,34015144,49,12,2020,34015144,50.30265424,-111.8375186
KARVE 102 HZ PROVOST 13-11-36-8,0498864,ALBERTA CROWN,781.8M,102/13-11-036-08W4/00  N  739.0M  W,654.0M,WAINWRIGHT,2099.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-12-02,DEV (NC),PROVOST,VIKING FM,KARVE ENERGY INC.,07-14-036-08W4,14036084,49,12,2020,14036084,52.09218432,-111.02882720000001
KARVE 102 HZ PROVOST 6-10-36-8,0498865,ALBERTA CROWN,800.4M,102/06-10-036-08W4/00  N  114.6M  W,615.1M,WAINWRIGHT,2200.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-12-02,DEV (NC),PROVOST,VIKING FM,KARVE ENERGY INC.,02-15-036-08W4,15036084,49,12,2020,15036084,52.0921795,-111.0526132
SUNCOR QW24 FIREBAG 1-31-94-5,0498866,ALBERTA CROWN,578.8M,102/01-31-094-05W4/00  N  186.7M  W,108.5M,BONNYVILLE,407.0,VERTICAL,NEW,OBSERVATION,NONE,2020-12-02,DSW (NC),UNDEFINED,KEG RIVER FM,SUNCOR ENERGY INC.,01-31-094-05W4,31094054,49,12,2020,31094054,57.19890501,-110.78391270000002
SUNCOR DW23 FIREBAG 3-31-94-5,0498867,ALBERTA CROWN,581.2M,100/03-31-094-05W4/00  N  289.2M  E,502.6M,BONNYVILLE,398.0,VERTICAL,NEW,OBSERVATION,NONE,2020-12-02,DSW (NC),UNDEFINED,KEG RIVER FM,SUNCOR ENERGY INC.,03-31-094-05W4,31094054,49,12,2020,31094054,57.19890501,-110.78391270000002
PEYTO CHAMBERS 9-2-41-11,0498868,ALBERTA CROWN,1142.3M,100/09-02-041-11W5/00  N   27.1M  E,144.2M,RED DEER,4725.0,HORIZONTAL,NEW,PRODUCTION,GAS,2020-12-02,DEV (C),CHAMBERS,MANNVILLE GRP,PEYTO EXPLORATION & DEVELOPMENT CORP.,04-02-041-11W5,2041115,49,12,2020,2041115,52.50135262,-115.46481680000001
TXNE 15C-16 HZ ALDSON 15-22-15-14,0498869,FREEHOLD,768.7M,102/15-22-015-14W4/00  S   53.0M  W,742.4M,MEDICINE HAT,3300.0,HORIZONTAL,NEW,PRODUCTION,CRUDE OIL,2020-12-02,DEV (NC),ALDERSON,BASAL QUARTZ SD,TORXEN ENERGY LTD.,15-16-015-14W4,16015144,49,12,2020,16015144,50.25913691,-111.8606133
CVE 15-27 MARTENH 15-27-74-25,0498870,ALBERTA CROWN,681.1M,1F1/15-27-074-25W4/00  S   10.7M  W,412.0M,ST. ALBERT,1049.0,VERTICAL,NEW,OBSERVATION,WATER,2020-12-02,OTH (NC),MARTEN HILLS,IRETON FM,CENOVUS ENERGY INC.,15-27-074-25W4,27074254,49,12,2020,27074254,55.43912494,-113.75029029999999
